country,country_code,year,spei_12,drought,electricity_generation,hydro_electricity,wind_electricity,solar_electricity,biofuel_electricity,nuclear_electricity,coal_electricity,gas_electricity,oil_electricity,fossil_electricity,net_elec_imports,net_elec_imports_share_demand,hydro_share,wind_share,solar_share,biofuel_share,nuclear_share,coal_share,gas_share,oil_share,fossil_share
Italy,ITA,2019,-0.2091,False,289.99,46.32,20.2,23.69,19.55,0.0,18.84,141.7,13.62,174.16,38.14,11.623,0.15972964584985688,0.06965757439911721,0.08169247215421221,0.06741611779716541,0.0,0.06496775750887962,0.48863753922549047,0.04696713679782061,0.6005724335321907
Italy,ITA,2018,-1.3137,True,286.06,48.79,17.72,22.65,19.14,0.0,28.47,128.56,14.62,171.65,43.9,13.305,0.17055862406488148,0.061945046493742564,0.07917919317625673,0.06690904006152555,0.0,0.09952457526393065,0.4494162063902678,0.051108159127455775,0.6000489407816542
Italy,ITA,2017,-2.2057,True,292.09,36.2,17.74,24.38,19.37,0.0,32.63,140.36,15.21,188.2,37.76,11.448,0.12393440377965698,0.06073470505666062,0.08346742442397892,0.06631517682905955,0.0,0.11171214351740903,0.48053682084289095,0.05207299120134206,0.644321955561642
Italy,ITA,2016,-1.2237,True,285.95,42.43,17.69,22.1,19.5,0.0,35.61,126.17,16.16,177.94,37.03,11.465,0.1483825843678965,0.0618639622311593,0.07728623885294633,0.0681937401643644,0.0,0.12453226088477007,0.4412309844378388,0.056513376464416856,0.6222766217870257
Italy,ITA,2015,-1.8669,True,279.7,45.54,14.84,22.94,19.39,0.0,43.2,110.88,16.73,170.81,46.38,14.224,0.16281730425455845,0.05305684662138005,0.08201644619234895,0.06932427601001073,0.0,0.15445119771183413,0.39642474079370754,0.0598140865212728,0.6106900250268145
Italy,ITA,2014,0.5627,False,276.53,58.55,15.18,22.31,18.72,0.0,43.45,93.66,18.74,155.85,43.72,13.652,0.21173109608360757,0.0548945864824793,0.08067840740606806,0.06769609084005353,0.0,0.15712580913463278,0.338697428850396,0.06776841572342965,0.5635916537084584
Italy,ITA,2013,-0.0853,False,286.02,52.77,14.9,21.59,17.08,0.0,45.1,108.91,20.01,174.02,42.14,12.841,0.18449758758128804,0.0520942591427173,0.07548423187189708,0.0597161037689672,0.0,0.15768128102929865,0.3807775680022376,0.06996014264736733,0.6084189916789037
Italy,ITA,2012,-1.4194,True,295.25,41.87,13.41,18.86,12.49,0.0,49.14,129.14,24.75,203.03,43.1,12.738,0.14181202370872142,0.04541913632514818,0.06387806943268416,0.04230313293818798,0.0,0.16643522438611347,0.4373920406435224,0.0838272650296359,0.6876545300592718
Italy,ITA,2011,-1.6311,True,298.37,45.82,9.85,10.8,10.83,0.0,44.73,144.6,26.09,215.42,45.73,13.29,0.15356771793410864,0.03301270234943191,0.036196668565874585,0.036297214867446456,0.0,0.1499145356436639,0.48463317357643193,0.08744176693367295,0.7219894761537687
Italy,ITA,2010,1.3184,False,296.63,51.12,9.12,1.91,9.44,0.0,39.73,152.81,27.12,219.66,44.16,12.958,0.1723359066850959,0.03074537302363213,0.006438998078414186,0.03182415804200519,0.0,0.13393790243737988,0.515153558304959,0.09142703030711662,0.7405184910494556
Italy,ITA,2009,-0.0094,False,286.36,49.14,6.54,0.68,7.56,0.0,39.74,147.36,30.0,217.1,44.96,13.57,0.17160217907528985,0.0228383852493365,0.0023746333286771898,0.02640033524235228,0.0,0.138776365414164,0.5145970107556922,0.10476323508869953,0.7581366112585556
Italy,ITA,2008,0.6521,False,311.57,41.62,4.86,0.19,5.97,0.0,43.07,172.77,37.57,253.41,40.03,11.385,0.13358153865904931,0.015598420900600188,0.0006098148088712007,0.019161023205058254,0.0,0.1382353885162243,0.5545142343614597,0.12058285457521585,0.8133324774528998
Italy,ITA,2007,-1.265,True,306.17,32.82,4.03,0.04,5.26,0.0,44.11,172.71,41.63,258.45,46.28,13.131,0.10719534898912368,0.013162622072704707,0.00013064637293007153,0.017179998040304404,0.0,0.14407028774863637,0.5640983767188164,0.13597021262697195,0.8441388770944246
Italy,ITA,2006,-1.266,True,305.61,36.99,2.97,0.04,5.11,0.0,44.21,158.14,52.62,254.97,44.99,12.832,0.12103661529400216,0.009718268381270247,0.0001308857694447171,0.01672065704656261,0.0,0.1446614966787736,0.517456889499689,0.17218022970452537,0.834298615882988
Italy,ITA,2005,-0.0043,False,294.63,36.07,2.34,0.03,4.67,0.0,43.61,149.33,53.26,246.2,49.15,14.297,0.12242473610969691,0.00794216474900723,0.00010182262498727217,0.015850388623018703,0.0,0.148016155856498,0.5068390863116452,0.18076910022740386,0.835624342395547
Netherlands,NLD,2023,1.3049,False,119.96,0.07,29.52,19.61,7.64,3.99,8.71,46.09,4.33,59.13,-5.66,-4.952,0.0005835278426142048,0.2460820273424475,0.1634711570523508,0.06368789596532178,0.03326108702900967,0.07260753584528178,0.3842114038012671,0.03609536512170724,0.49291430476825615
Netherlands,NLD,2022,-1.7633,True,119.96,0.05,21.57,16.66,9.82,4.16,14.8,47.74,5.16,67.7,-4.27,-3.691,0.00041680560186728915,0.17980993664554853,0.13887962654218072,0.08186062020673558,0.034678226075358455,0.12337445815271758,0.3979659886628877,0.04301433811270424,0.5643547849283095
Netherlands,NLD,2021,0.3983,False,120.89,0.09,18.13,11.3,10.92,3.83,14.6,56.69,5.33,76.62,0.25,0.206,0.0007444784514848209,0.14997104806022002,0.09347340557531642,0.0903300521134916,0.03168169410207627,0.1207709487964265,0.46893870460749437,0.04408966829348995,0.6337993216974109
Netherlands,NLD,2020,-1.2406,True,121.96,0.05,15.27,8.57,8.84,4.09,7.62,72.52,5.0,85.14,-2.66,-2.23,0.000409970482125287,0.12520498524106263,0.07026894063627419,0.07248278123975074,0.03353558543784847,0.06247950147589374,0.5946211872745162,0.0409970482125287,0.6980977369629388
Netherlands,NLD,2019,-0.9461,False,120.05,0.07,11.51,5.4,5.82,3.91,17.69,70.72,4.93,93.34,0.86,0.711,0.0005830903790087465,0.09587671803415243,0.04498125780924615,0.04847980008329863,0.03256976259891712,0.1473552686380675,0.5890878800499791,0.04106622240733028,0.777509371095377
Netherlands,NLD,2018,-1.9519,True,113.1,0.07,10.55,3.71,4.55,3.51,27.58,57.63,5.5,90.71,7.97,6.583,0.0006189213085764811,0.09328028293545536,0.032802829354553496,0.040229885057471264,0.03103448275862069,0.2438549955791335,0.5095490716180372,0.048629531388152084,0.8020335985853227
Netherlands,NLD,2017,0.0951,False,116.04,0.06,10.57,2.2,4.6,3.4,31.38,57.73,6.1,95.21,3.51,2.936,0.0005170630816959668,0.09108927955877283,0.018958979662185453,0.03964150293002412,0.029300241296104788,0.27042399172699066,0.49750086177180275,0.0525680799724233,0.8204929334712168
Netherlands,NLD,2016,-0.4584,False,113.96,0.1,8.17,1.6,4.91,3.96,36.82,52.53,5.87,95.22,4.91,4.131,0.0008775008775008776,0.0716918216918217,0.014040014040014042,0.04308529308529309,0.03474903474903475,0.32309582309582313,0.460951210951211,0.05150930150930151,0.8355563355563356
Netherlands,NLD,2015,-0.4706,False,108.99,0.09,7.55,1.11,4.94,4.08,39.39,45.81,6.02,91.22,8.75,7.432,0.0008257638315441783,0.06927241031287275,0.010184420589044868,0.04532525919809157,0.037434627030002755,0.3614093036058354,0.4203137902559868,0.05523442517662171,0.836957519038444
Netherlands,NLD,2014,-0.8551,False,102.1,0.11,5.8,0.73,5.01,4.09,29.49,51.52,5.35,86.36,14.73,12.608,0.0010773751224289912,0.05680705190989226,0.0071498530852105785,0.049069539666993144,0.04005876591576885,0.2888344760039177,0.5046033300685603,0.05239960822722821,0.8458374142997062
Netherlands,NLD,2013,-0.7488,False,100.56,0.11,5.63,0.41,5.95,2.89,24.61,56.07,4.89,85.57,18.24,15.354,0.0010938743038981702,0.055986475735879074,0.004077167859984089,0.05916865552903739,0.028739061256961018,0.24472951471758153,0.5575775656324582,0.048627684964200474,0.8509347653142402
Netherlands,NLD,2012,0.2433,False,102.27,0.1,4.98,0.19,7.2,3.91,24.21,56.56,5.12,85.89,17.11,14.332,0.000977803852547179,0.048694631856849524,0.0018578273198396403,0.0704018773833969,0.038232130634594706,0.23672631270167208,0.5530458590006845,0.05006355725041557,0.8398357289527721
Netherlands,NLD,2011,-0.717,False,112.64,0.06,5.1,0.1,7.06,4.14,21.39,69.47,5.32,96.18,9.09,7.467,0.0005326704545454545,0.04527698863636363,0.000887784090909091,0.06267755681818181,0.03675426136363636,0.18989701704545456,0.6167436079545454,0.04723011363636364,0.8538707386363636
Netherlands,NLD,2010,-0.2395,False,118.1,0.1,3.99,0.06,7.04,3.97,22.59,75.33,5.02,102.94,2.78,2.3,0.0008467400508044031,0.033784928027095686,0.0005080440304826418,0.05961049957662998,0.03361558001693481,0.19127857747671465,0.6378492802709569,0.04250635055038103,0.8716342082980525
Netherlands,NLD,2009,-0.8615,False,112.35,0.1,4.58,0.04,6.11,4.25,24.28,68.87,4.12,97.27,4.89,4.171,0.0008900756564307967,0.040765465064530486,0.00035603026257231867,0.05438362260792168,0.037828215398308856,0.21611036938139744,0.6129951045838897,0.036671117044948826,0.8657765910102359
Netherlands,NLD,2008,-0.1097,False,106.21,0.1,4.26,0.04,5.13,4.17,23.48,63.36,5.67,92.51,15.85,12.985,0.0009415309292910274,0.04010921758779776,0.0003766123717164109,0.0483005366726297,0.03926183975143584,0.2210714621975332,0.5965539967987948,0.053384803690801244,0.8710102626871293
Netherlands,NLD,2007,0.7731,False,103.68,0.11,3.44,0.04,4.0,4.2,24.92,61.01,5.96,91.89,17.61,14.519,0.0010609567901234567,0.03317901234567901,0.00038580246913580245,0.038580246913580245,0.04050925925925926,0.24035493827160495,0.5884452160493827,0.057484567901234566,0.8862847222222222
Netherlands,NLD,2006,-0.7428,False,97.52,0.11,2.74,0.04,5.17,3.47,23.74,57.14,5.11,85.99,21.46,18.037,0.0011279737489745694,0.02809680065627564,0.00041017227235438887,0.05301476620180476,0.03558244462674324,0.24343724364232977,0.5859310910582445,0.05239950779327318,0.8817678424938474
Netherlands,NLD,2005,0.1032,False,98.53,0.09,2.07,0.04,5.26,4.0,23.5,57.6,5.97,87.07,18.29,15.657,0.0009134273825230893,0.021008829798031054,0.0004059677255658175,0.053384755911905,0.04059677255658175,0.2385060387699178,0.5845935248147772,0.060590683040698264,0.8836902466253932
Norway,NOR,2023,1.453,False,153.63,136.71,13.96,0.36,0.25,0.0,0.03,1.53,0.79,2.35,-17.74,-13.055,0.8898652606912714,0.09086766907505045,0.0023432923257176333,0.001627286337303912,0.0,0.00019527436047646945,0.009958992384299942,0.005142224825880362,0.015296491570656774
Norway,NOR,2022,0.3718,False,145.42,128.24,14.8,0.17,0.24,0.0,0.04,1.15,0.78,1.97,-12.52,-9.421,0.8818594416173843,0.10177417136569937,0.0011690276440654657,0.001650391968092422,0.0,0.0002750653280154037,0.007908128180442855,0.005363773896300372,0.013546967404758631
Norway,NOR,2021,-0.0813,False,157.13,143.97,11.76,0.11,0.22,0.0,0.04,0.31,0.72,1.07,-17.58,-12.598,0.9162476929930631,0.07484248711258194,0.0007000572774136065,0.001400114554827213,0.0,0.000254566282695857,0.0019728886908928914,0.004582193088525425,0.006809648062114174
Norway,NOR,2020,1.7328,False,154.32,141.8,9.91,0.08,0.24,0.0,0.04,1.61,0.64,2.29,-20.47,-15.293,0.9188698807672371,0.06421721099015035,0.0005184033177812338,0.0015552099533437014,0.0,0.0002592016588906169,0.010432866770347332,0.00414722654224987,0.014839294971487818
Norway,NOR,2019,1.2143,False,133.83,125.29,5.52,0.01,0.25,0.0,0.04,2.06,0.66,2.76,0.04,0.03,0.9361877008144661,0.041246357318986765,7.472166180975864e-05,0.001868041545243966,0.0,0.00029888664723903456,0.01539266233281028,0.00493162967944407,0.020623178659493382
Norway,NOR,2018,-0.6748,False,145.94,138.98,3.87,0.0,0.2,0.0,0.04,2.18,0.67,2.89,-10.15,-7.475,0.952309168151295,0.02651774701932301,0.0,0.0013704262025489929,0.0,0.0002740852405097986,0.014937645607784022,0.004590927778539126,0.019802658626832947
Norway,NOR,2017,1.8861,False,148.27,142.37,2.85,0.0,0.26,0.0,0.04,2.06,0.69,2.79,-15.16,-11.389,0.9602077291427801,0.019221690159843527,0.0,0.0017535576987927428,0.0,0.00026977810750657583,0.013893572536588655,0.004653672354488433,0.018817022998583663
Norway,NOR,2016,0.2273,False,148.03,142.81,2.11,0.0,0.23,0.0,0.04,2.21,0.63,2.88,-16.41,-12.468,0.9647368776599338,0.01425386745929879,0.0,0.001553739106937783,0.0,0.0002702154968587449,0.014929406201445653,0.0042558940755252316,0.01945551577382963
Norway,NOR,2015,1.7187,False,143.0,137.3,2.52,0.0,0.25,0.0,0.04,2.2,0.69,2.93,-14.65,-11.414,0.9601398601398602,0.017622377622377623,0.0,0.0017482517482517483,0.0,0.0002797202797202797,0.015384615384615385,0.004825174825174825,0.02048951048951049
Norway,NOR,2014,-0.4854,False,140.88,135.47,2.22,0.0,0.25,0.0,0.04,2.22,0.68,2.94,-15.58,-12.434,0.9615985235661556,0.015758091993185692,0.0,0.0017745599091425327,0.0,0.00028392958546280523,0.015758091993185692,0.004826802952867689,0.020868824531516183
Norway,NOR,2013,-0.0512,False,133.14,128.14,1.88,0.0,0.4,0.0,0.04,2.07,0.61,2.72,-5.01,-3.91,0.9624455460417606,0.014120474688298032,0.0,0.003004356316659156,0.0,0.00030043563166591564,0.015547543938711132,0.004581643382905213,0.020429622953282264
Norway,NOR,2012,1.3573,False,146.18,141.72,1.54,0.0,0.33,0.0,0.04,2.24,0.31,2.59,-17.82,-13.883,0.9694896702695307,0.010534956902449035,0.0,0.0022574907648105075,0.0,0.00027363524421945547,0.015323573676289507,0.0021206731427007796,0.01771788206320974
Norway,NOR,2011,1.2888,False,125.93,120.28,1.29,0.0,0.34,0.0,0.04,3.71,0.27,4.02,-3.08,-2.507,0.9551338044945604,0.010243786230445485,0.0,0.002699912649884857,0.0,0.00031763678233939487,0.029460811561978877,0.0021440482807909157,0.03192249662510918
Norway,NOR,2010,-0.1512,False,123.14,116.74,0.87,0.0,0.35,0.0,0.04,4.8,0.34,5.18,7.55,5.777,0.9480266363488712,0.00706512912132532,0.0,0.002842293324671106,0.0,0.00032483352281955497,0.038980022738346595,0.0027610849439662177,0.042065941205132365
Norway,NOR,2009,0.2554,False,130.97,125.28,0.97,0.0,0.23,0.0,0.04,4.23,0.22,4.49,-8.98,-7.361,0.9565549362449416,0.007406276246468657,0.0,0.001756127357410094,0.0,0.000305413453462625,0.0322974727036726,0.0016797739940444378,0.03428266015117966
Norway,NOR,2008,0.7731,False,141.19,139.04,0.91,0.0,0.4,0.0,0.04,0.44,0.36,0.84,-13.86,-10.885,0.9847722926552872,0.006445215666831929,0.0,0.002833061831574474,0.0,0.0002833061831574474,0.0031163680147319214,0.0025497556484170266,0.005949429846306396
Norway,NOR,2007,1.2605,False,136.11,133.66,0.89,0.0,0.39,0.0,0.04,0.76,0.37,1.17,-10.03,-7.955,0.9819998530600249,0.006538828888399089,0.0,0.0028653295128939827,0.0,0.00029387995004040847,0.005583719050767761,0.0027183895378737784,0.008595988538681947
Norway,NOR,2006,0.6939,False,121.22,119.37,0.64,0.0,0.39,0.0,0.04,0.47,0.31,0.82,0.85,0.696,0.9847384919980202,0.00527965682230655,0.0,0.0032172908760930543,0.0,0.00032997855139415937,0.0038772479788813726,0.002557333773304735,0.006764560303580267
Norway,NOR,2005,0.9562,False,137.25,135.69,0.5,0.0,0.33,0.0,0.04,0.38,0.31,0.73,-12.04,-9.616,0.9886338797814207,0.0036429872495446266,0.0,0.0024043715846994535,0.0,0.00029143897996357013,0.002768670309653916,0.0022586520947176685,0.005318761384335155
Portugal,PRT,2023,-1.5812,True,46.14,12.04,13.15,5.16,3.8,0.0,0.0,10.42,1.36,11.78,10.23,18.148,0.26094495015171215,0.28500216731686173,0.11183355006501951,0.082358040745557,0.0,0.0,0.22583441699176418,0.029475509319462505,0.2553099263112267
Portugal,PRT,2022,-0.9411,False,46.33,6.54,13.25,3.52,4.11,0.0,0.0,17.39,1.33,18.72,9.25,16.643,0.14116123462119579,0.28599179797107704,0.07597668897042953,0.08871141808763221,0.0,0.0,0.3753507446578891,0.02870710123030434,0.4040578458881934
Portugal,PRT,2021,-0.7652,False,49.22,11.91,13.21,2.24,4.0,0.0,0.8,15.57,1.31,17.68,4.75,8.801,0.24197480698902885,0.2683868346200732,0.04550995530272248,0.08126777732629013,0.0,0.016253555465258026,0.31633482324258433,0.02661519707436002,0.35920357578220236
Portugal,PRT,2020,-0.8452,False,51.39,12.08,12.3,1.72,3.79,0.0,2.36,17.6,1.32,21.28,1.46,2.763,0.23506518777972368,0.23934617629889085,0.03346954660439774,0.07374975676201595,0.0,0.04592333138742946,0.34247908153337225,0.02568593111500292,0.41408834403580463
Portugal,PRT,2019,-1.572,True,51.6,8.82,13.67,1.34,3.36,0.0,5.53,17.26,1.4,24.19,3.4,6.182,0.17093023255813952,0.26492248062015505,0.025968992248062015,0.06511627906976744,0.0,0.10717054263565892,0.33449612403100776,0.02713178294573643,0.46879844961240313
Portugal,PRT,2018,0.4775,False,58.35,12.39,12.62,1.01,3.16,0.0,12.01,15.61,1.32,28.94,-2.66,-4.776,0.21233933161953727,0.2162810625535561,0.017309340188517566,0.054155955441302486,0.0,0.2058269065981148,0.2675235646958012,0.02262210796915167,0.4959725792630677
Portugal,PRT,2017,-2.2061,True,57.59,5.9,12.25,0.99,3.22,0.0,14.67,18.89,1.45,35.01,-2.68,-4.881,0.1024483417259941,0.21271054002430975,0.017190484459107484,0.05591248480639,0.0,0.2547317242576836,0.3280083347803438,0.025177982288591767,0.6079180413266191
Portugal,PRT,2016,0.2074,False,59.05,15.72,12.47,0.87,3.07,0.0,12.63,12.58,1.54,26.75,-5.09,-9.433,0.26621507197290434,0.21117696867061814,0.014733276883996614,0.05198983911939035,0.0,0.21388653683319223,0.21303979678238782,0.026079593564775617,0.45300592718035565
Portugal,PRT,2015,-1.8741,True,51.14,8.66,11.6,0.8,3.1,0.0,14.73,10.56,1.49,26.78,2.27,4.25,0.16933906922174424,0.2268283144309738,0.01564333202972233,0.06061791161517403,0.0,0.28803285099726245,0.20649198279233477,0.029135705905357842,0.5236605396949551
Portugal,PRT,2014,0.4055,False,51.8,15.57,12.11,0.63,3.05,0.0,11.95,6.83,1.45,20.23,0.9,1.708,0.3005791505791506,0.23378378378378378,0.012162162162162163,0.05888030888030888,0.0,0.2306949806949807,0.13185328185328185,0.027992277992277992,0.39054054054054055
Portugal,PRT,2013,0.3338,False,50.35,13.73,12.01,0.48,3.05,0.0,11.84,7.23,1.81,20.88,2.78,5.232,0.2726911618669315,0.23853028798411122,0.009533267130089373,0.06057596822244289,0.0,0.23515392254220455,0.14359483614697122,0.03594836146971202,0.41469712015888777
Portugal,PRT,2012,-1.0894,True,45.44,5.62,10.26,0.39,2.95,0.0,13.09,10.67,2.31,26.07,7.89,14.795,0.12367957746478873,0.22579225352112678,0.00858274647887324,0.06492077464788733,0.0,0.28807218309859156,0.23481514084507044,0.050836267605633804,0.5737235915492959
Portugal,PRT,2011,-0.6811,False,51.78,11.54,9.16,0.28,2.92,0.0,9.85,14.92,2.9,27.67,2.81,5.147,0.2228659714175357,0.1769022788721514,0.00540749324063345,0.05639242950946311,0.0,0.19022788721514097,0.2881421398223252,0.05600617999227501,0.5343762070297412
Portugal,PRT,2010,2.0427,False,53.48,16.15,9.18,0.21,2.61,0.0,7.1,14.9,3.13,25.13,2.62,4.67,0.30198204936424833,0.17165295437546746,0.003926701570680628,0.048803290949887806,0.0,0.13275991024682124,0.2786088257292446,0.05852655198204937,0.4698952879581152
Portugal,PRT,2009,-0.18,False,49.38,8.28,7.58,0.16,2.09,0.0,12.9,14.71,3.48,31.09,4.78,8.826,0.16767922235722962,0.1535034426893479,0.003240178209801539,0.0423248278655326,0.0,0.26123936816524906,0.297893884163629,0.07047387606318348,0.6296071283920616
Portugal,PRT,2008,-0.2623,False,45.34,6.8,5.76,0.04,1.85,0.0,11.2,15.2,4.3,30.7,9.43,17.217,0.14997794441993823,0.12704014115571238,0.000882223202470225,0.040802823114247905,0.0,0.24702249669166296,0.33524481693868546,0.09483899426554918,0.6771063078958975
Portugal,PRT,2007,-1.1109,True,46.71,10.09,4.04,0.02,1.86,0.0,12.4,13.12,4.98,30.5,7.49,13.819,0.2160137015628345,0.0864911153928495,0.00042817383857846286,0.03982016698779705,0.0,0.26546777991864695,0.2808820381074716,0.10661528580603725,0.6529651038321559
Portugal,PRT,2006,0.5731,False,48.4,11.0,2.93,0.0,1.7,0.0,14.96,12.34,5.38,32.68,5.44,10.104,0.2272727272727273,0.06053719008264463,0.0,0.03512396694214876,0.0,0.30909090909090914,0.25495867768595043,0.11115702479338843,0.675206611570248
Portugal,PRT,2005,-1.881,True,46.01,4.73,1.77,0.0,1.68,0.0,15.23,13.61,8.92,37.76,6.82,12.909,0.10280373831775702,0.03846989784829385,0.0,0.03651380134753315,0.0,0.3310149967398392,0.29580525972614646,0.1938708976309498,0.8206911540969355
Sweden,SWE,2023,0.7254,False,166.05,66.19,34.25,3.11,11.7,48.47,0.0,0.16,2.17,2.33,-28.49,-20.711,0.3986148750376392,0.20626317374284853,0.01872929840409515,0.07046070460704607,0.2919000301114122,0.0,0.0009635651912074676,0.013068352905751278,0.014031918096958747
Sweden,SWE,2022,-0.5996,False,173.05,69.87,33.25,1.98,13.13,51.94,0.0,0.15,2.73,2.88,-33.22,-23.757,0.40375613984397574,0.19214099971106616,0.011441779832418375,0.07587402484830974,0.30014446691707597,0.0,0.0008668015024559375,0.015775787344698065,0.016642588847154
Sweden,SWE,2021,-0.3501,False,171.78,73.89,27.25,1.53,13.08,52.97,0.0,0.29,2.77,3.06,-25.57,-17.489,0.430143206426825,0.15863313540575155,0.00890674118057981,0.07614390499476074,0.3083595296309233,0.0,0.0016882058446850623,0.016125276516474562,0.01781348236115962
Sweden,SWE,2020,0.3577,False,163.78,72.39,27.52,1.05,11.18,49.2,0.0,0.1,2.34,2.44,-25.0,-18.014,0.4419953596287703,0.1680302845280254,0.006411039198925388,0.06826230308951031,0.30040297960678963,0.0,0.000610575161802418,0.014287458786176578,0.014898033947978995
Sweden,SWE,2019,0.7128,False,168.42,65.37,19.85,0.68,13.04,66.13,0.21,0.29,2.85,3.35,-26.16,-18.389,0.3881368008550054,0.11786011162569768,0.004037525234532716,0.07742548390927444,0.39264932905830663,0.0012468827930174563,0.0017218857617860113,0.016921980762379767,0.019890749317183234
Sweden,SWE,2018,-1.5657,True,163.36,62.21,16.62,0.41,11.91,68.55,0.34,0.38,2.94,3.66,-17.22,-11.783,0.3808153770812928,0.1017384916748286,0.0025097943192948086,0.07290646425073456,0.4196253672869735,0.002081292850146915,0.0023261508325171398,0.017997061704211555,0.02240450538687561
Sweden,SWE,2017,1.0976,False,164.23,65.14,17.61,0.23,12.08,65.7,0.32,0.33,2.82,3.47,-18.99,-13.075,0.3966388601351763,0.10722766851366985,0.0014004749436765513,0.07355537965049017,0.40004871217195404,0.00194848687815868,0.002009377093101139,0.017171040613773367,0.02112890458503319
Sweden,SWE,2016,0.266,False,155.89,62.02,15.48,0.14,11.49,63.1,0.26,0.68,2.72,3.66,-11.73,-8.137,0.3978446340368209,0.09930078901789725,0.0008980691513246522,0.07370581820514466,0.4047725960613253,0.0016678427096029254,0.004362050163576882,0.01744820065430753,0.023478093527487334
Sweden,SWE,2015,1.3113,False,162.0,75.31,16.32,0.1,10.77,56.35,0.39,0.45,2.31,3.15,-22.6,-16.212,0.46487654320987654,0.10074074074074074,0.0006172839506172839,0.06648148148148147,0.34783950617283954,0.0024074074074074076,0.002777777777777778,0.01425925925925926,0.019444444444444445
Sweden,SWE,2014,-0.5498,False,153.56,63.76,11.24,0.05,10.7,64.88,0.37,0.42,2.14,2.93,-15.62,-11.324,0.4152122948684553,0.07319614482938265,0.0003256056264652253,0.0696796040635582,0.42250586090127634,0.0024094816358426674,0.0027350872623078926,0.013935920812711644,0.019080489710862205
Sweden,SWE,2013,-0.6138,False,153.03,61.36,9.84,0.04,11.45,66.46,0.65,0.85,2.38,3.88,-10.0,-6.992,0.40096713062798145,0.0643011174279553,0.0002613866562112004,0.07482193034045612,0.43429392929490945,0.004247533163432007,0.005554466444488009,0.015552506044566424,0.02535450565248644
Sweden,SWE,2012,1.8743,False,166.44,78.93,7.17,0.02,12.19,64.04,0.48,0.92,2.69,4.09,-19.57,-13.325,0.47422494592646003,0.04307858687815429,0.00012016342225426581,0.073239605863975,0.38476327805815913,0.002883922134102379,0.005527517423696227,0.01616198029319875,0.024573419850997355
Sweden,SWE,2011,0.7619,False,150.28,66.43,6.11,0.01,11.54,60.47,0.66,1.58,3.48,5.72,-7.23,-5.054,0.44204152249134954,0.04065743944636678,6.654245408570669e-05,0.07678999201490551,0.40238221985626826,0.004391801969656641,0.010513707745541657,0.023156774021825925,0.03806228373702422
Sweden,SWE,2010,0.6809,False,148.45,66.4,3.49,0.01,12.19,57.83,1.02,2.91,4.6,8.53,2.08,1.382,0.44728864937689466,0.023509599191647024,6.736274840013473e-05,0.08211519029976423,0.3895587739979791,0.006871000336813743,0.019602559784439207,0.030986864264061973,0.05746042438531492
Sweden,SWE,2009,0.1833,False,136.6,65.85,2.49,0.01,11.46,52.17,0.51,1.56,2.55,4.62,4.69,3.319,0.48206442166910685,0.018228404099560763,7.320644216691069e-05,0.08389458272327965,0.3819180087847731,0.0037335285505124454,0.011420204978038069,0.018667642752562226,0.03382137628111274
Sweden,SWE,2008,0.8605,False,149.9,69.07,2.0,0.0,10.34,63.89,0.51,0.62,3.47,4.6,-1.96,-1.325,0.46077384923282183,0.0133422281521014,0.0,0.06897931954636424,0.42621747831887924,0.003402268178785857,0.004136090727151434,0.02314876584389593,0.03068712474983322
Sweden,SWE,2007,0.8766,False,148.82,66.16,1.43,0.0,9.84,66.97,0.65,0.83,2.94,4.42,1.32,0.879,0.44456390270124985,0.009608923531783362,0.0,0.06612014514178202,0.4500067195269453,0.0043676925144469836,0.005577207364601532,0.01975540921919097,0.029700309098239484
Sweden,SWE,2006,-0.1699,False,143.28,61.72,0.98,0.0,8.36,66.98,0.88,0.6,3.76,5.24,6.04,4.045,0.4307649357900614,0.006839754327191513,0.0,0.05834729201563372,0.46747627024008936,0.006141820212171971,0.0041876046901172526,0.026242322724734785,0.03657174762702401
Sweden,SWE,2005,0.1853,False,158.36,72.8,0.93,0.0,7.49,72.38,0.65,0.6,3.51,4.76,-7.39,-4.895,0.4597120484970952,0.0058726951250315735,0.0,0.04729729729729729,0.45705986360191964,0.004104571861581207,0.0037888355645364987,0.022164688052538517,0.030058095478656222
United States,USA,2023,0.1948,False,4253.91,239.01,421.14,238.94,47.2,774.87,675.11,1806.06,33.13,2514.3,18.9,0.442,0.05618595597932255,0.09900068407653194,0.056169500530100544,0.011095674332555226,0.1821547705522684,0.15870340463244403,0.42456469459861634,0.007788129038931243,0.5910562282699917
United States,USA,2022,-0.6992,False,4286.89,248.76,434.3,205.07,51.85,771.54,831.51,1687.06,38.64,2557.21,41.21,0.952,0.058028080963122446,0.10130887426549316,0.047836543508230904,0.012095015267478288,0.17997662641215426,0.19396578871862818,0.39353937236551434,0.009013527289013713,0.5965186883731562
United States,USA,2021,-0.1087,False,4153.62,246.47,378.2,164.42,54.25,779.65,898.0,1579.19,35.2,2512.39,39.31,0.938,0.05933860102753743,0.09105310548389116,0.03958474776219298,0.013060896278427011,0.18770373794425105,0.2161969559083402,0.3801960699341779,0.008474535465449417,0.6048675613079675
