timestamp,fossil_brown_coal_lignite,hydro_water_reservoir,wind_onshore
2014-01-01T00:00:00+01:00,,,
2015-01-01T00:00:00+01:00,,,
2016-01-01T00:00:00+01:00,,,
2017-01-01T00:00:00+01:00,,,
2018-01-01T00:00:00+01:00,,,
2019-01-01T00:00:00+01:00,,,
2020-01-01T00:00:00+01:00,1.29,0.04,0.03
2021-01-01T00:00:00+01:00,1.29,0.04,0.14
2022-01-01T00:00:00+01:00,1.29,0.04,0.14
