,country,year,month,total_generation_cv_mean_extreme,wind_generation_cv_mean_extreme,solar_generation_cv_mean_extreme,water_generation_cv_mean_extreme,traiding_share_mean_extreme,renew_share,solar_share,wind_share,water_share,days_extreme,total_generation_cv_mean_normal,wind_generation_cv_mean_normal,solar_generation_cv_mean_normal,water_generation_cv_mean_normal,traiding_share_mean_normal,renew_share_mean_normal,solar_share_mean_normal,wind_share_mean_normal,water_share_mean_normal,days_normal,event_type,solar_generation_cv_mean_delta,wind_generation_cv_mean_delta,water_generation_cv_mean_delta,total_generation_cv_mean_delta,traiding_share_delta
0,CZ,2019,1,6.892609869993101,0.3071857116969802,0.9376788548053043,2.3577684771781757,4.130855349913222,26.48425400103252,10.583376355188435,1.7552916881775944,9.91223541559112,19,6.0114095249902215,0.2002388776407188,1.5539837290861571,2.96500349990549,3.603924183623226,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112,12,low_soil,-0.6163048742808528,0.10694683405626143,-0.6072350227273144,0.8812003450028794,0.5269311662899963
1,CZ,2019,2,7.745619322463818,0.22305159181220527,2.138256797361229,2.7053066960995666,4.327560986695671,26.48425400103252,10.583376355188436,1.7552916881775942,9.91223541559112,15,6.621124185447136,0.2685900804365146,3.8898288700500347,2.5490621993162987,3.301515172044768,26.48425400103252,10.583376355188433,1.7552916881775942,9.91223541559112,13,low_soil,-1.7515720726888055,-0.04553848862430934,0.1562444967832679,1.124495137016682,1.026045814650903
2,CZ,2019,3,8.173519563114144,0.3225212557492843,3.8464711982625617,3.5659451365970134,4.8576938859300585,26.484254001032518,10.583376355188435,1.7552916881775942,9.91223541559112,10,7.921814113345394,0.3455225757890182,3.8755744996369166,3.3493408723369513,4.72833558319773,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,21,low_soil,-0.029103301374354906,-0.023001320039733875,0.21660426426006207,0.25170544976875053,0.12935830273232884
3,CZ,2019,4,7.891419604462708,0.39655177662436,6.049307763392614,3.7710011401012022,5.942604820025105,26.48425400103252,10.583376355188433,1.7552916881775942,9.91223541559112,13,8.526644648805387,0.2315881114902779,5.2075657880213715,3.0616232691524825,4.8515052490711055,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,17,low_soil,0.8417419753712423,0.1649636651340821,0.7093778709487197,-0.635225044342679,1.0910995709539995
4,CZ,2019,6,9.113613391100499,0.2051955653453912,7.655592345538931,3.1275511725202523,5.109566199138372,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112,6,8.188537208414404,0.27897323645846733,6.071599872111527,2.451123195205377,5.647561036785206,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112,24,low_soil,1.5839924734274042,-0.07377767111307612,0.6764279773148751,0.9250761826860945,-0.537994837646834
5,CZ,2019,7,8.033805794123486,0.24683865460829837,5.430830812447492,3.326567257996877,5.867957789503178,26.48425400103252,10.583376355188435,1.7552916881775942,9.912235415591121,7,8.465205030444814,0.2456804006143706,6.2721591048111565,3.0797609923981426,5.496301728657229,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112,24,low_soil,-0.8413282923636647,0.0011582539939277714,0.24680626559873442,-0.4313992363213277,0.3716560608459494
6,CZ,2019,8,7.854266262639243,0.17707050344873226,5.606678139414664,2.5867570069906214,5.251584843014423,26.48425400103252,10.583376355188435,1.7552916881775942,9.912235415591121,14,7.313655981702787,0.23302061567990823,5.165071984584414,3.0982232854580882,4.522918897436294,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,17,low_soil,0.4416061548302501,-0.055950112231175964,-0.5114662784674668,0.5406102809364555,0.728665945578129
7,CZ,2019,9,6.442427273234951,0.2215134326888937,4.2785014217972,3.0026318017806646,4.132258807035303,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,8,6.748213655178804,0.3153872365447698,4.53221148820935,2.982123089168854,3.901821810772037,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,22,low_soil,-0.25371006641214944,-0.0938738038558761,0.02050871261181042,-0.30578638194385377,0.23043699626326575
8,CZ,2019,10,7.798620353317526,0.30844763203661124,2.62081035413057,2.659921820538845,4.381200298452254,26.484254001032518,10.583376355188435,1.7552916881775942,9.91223541559112,10,7.428762160664457,0.24069365017967853,3.60143077883222,3.0831752518212006,4.577917087237618,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,21,low_soil,-0.9806204247016503,0.06775398185693271,-0.4232534312823555,0.3698581926530693,-0.19671678878536447
9,CZ,2019,11,7.574960029547548,0.22738312380179143,1.417385611546999,2.8460631885679666,4.882449994883879,26.48425400103252,10.583376355188433,1.7552916881775942,9.91223541559112,13,8.792397158893609,0.36021666754965603,1.2490751811731884,2.411919911517585,4.623388420510239,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,17,low_soil,0.16831043037381055,-0.1328335437478646,0.43414327705038147,-1.2174371293460604,0.2590615743736393
10,CZ,2020,4,12.029208718581527,0.2618782291709479,5.6992913694627125,5.335620831538367,10.557073031115761,27.099841521394612,10.829371368198627,1.7960908610670894,10.142630744849445,3,10.549493287281884,0.3559370816257275,7.800809734844199,5.458227811178616,9.70572547424908,27.099841521394612,10.829371368198625,1.7960908610670894,10.142630744849445,27,low_soil,-2.1015183653814864,-0.09405885245477963,-0.12260697964024914,1.4797154312996437,0.8513475568666813
11,CZ,2020,5,6.394767308406017,0.3327402367169351,5.4001243916499915,3.860138072742603,8.349798509201571,27.099841521394616,10.829371368198625,1.7960908610670896,10.142630744849445,5,9.592286928458371,0.32211969210264263,5.830878048403003,4.471272050309353,8.922529306361627,27.099841521394612,10.829371368198625,1.7960908610670894,10.142630744849445,26,low_soil,-0.43075365675301125,0.01062054461429246,-0.6111339775667499,-3.197519620052354,-0.5727307971600553
12,CZ,2021,10,7.41951336949071,0.2821551409993675,3.3984413887343536,2.7984856164985454,4.414710925968936,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126,5,6.708525184255408,0.2677539093448415,4.27408580415641,3.3942907766002643,4.43896541957415,27.4219163578613,11.01111699311805,1.7998941238750663,10.26998411858126,26,low_soil,-0.8756444154220566,0.014401231654526003,-0.5958051601017189,0.7109881852353022,-0.024254493605214478
13,CZ,2021,11,7.856880412813894,0.32102086306362465,1.9439384661276335,2.7602926995723798,5.059544970678998,27.421916357861296,11.011116993118051,1.799894123875066,10.26998411858126,3,6.973994319786133,0.2790581706608791,1.3038614950716256,2.6887852863682054,3.7864740798616707,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126,27,low_soil,0.6400769710560079,0.04196269240274553,0.07150741320417442,0.8828860930277607,1.2730708908173276
14,CZ,2021,12,7.825970026567113,0.2506519749246735,0.8642905133542118,2.9232516203197823,4.07257052301592,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126,17,5.950085964568832,0.2828451946110087,0.942075633248728,2.506857950391989,4.251372589036516,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126,14,low_soil,-0.0777851198945162,-0.032193219686335206,0.41639366992779303,1.8758840619982804,-0.17880206602059623
15,CZ,2022,3,7.1085909392999005,0.19554405898759195,5.131075278610501,2.549059908640416,4.478630099569216,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,9,6.914690443254796,0.25199470026953696,4.9771026381263574,2.585315538517607,4.577667938986379,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,22,low_soil,0.1539726404841435,-0.05645064128194502,-0.036255629877191,0.19390049604510473,-0.09903783941716338
16,CZ,2022,6,5.96163912449542,0.2659346103644504,5.473971504504538,2.1550820078680704,5.0118650501617985,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,8,6.708381534988427,0.24668514309889955,6.396557655919657,1.7559558725157347,6.3044122986061675,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,22,low_soil,-0.9225861514151186,0.019249467265550824,0.39912613535233565,-0.7467424104930069,-1.292547248444369
17,CZ,2022,7,7.375588606407775,0.27917638981166165,6.081715940955832,3.0609128669266004,7.357988547756613,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,11,5.775841410748052,0.2799017424994482,5.5875961575482895,2.953019548334103,7.904061367936895,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,20,low_soil,0.4941197834075428,-0.0007253526877865624,0.10789331859249751,1.599747195659723,-0.5460728201802816
18,CZ,2022,8,6.077955311273781,0.4119397702700944,7.215743457740517,3.7053191751961854,7.714478014457069,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,4,6.6836700125838675,0.1558128993877468,5.028598341014607,2.7184518361961856,6.318076749845861,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,27,low_soil,2.18714511672591,0.25612687088234753,0.9868673389999998,-0.6057147013100863,1.3964012646112076
19,CZ,2023,10,9.481226606718874,0.39004311915762935,9.89136274538125,4.172518620936075,8.758683978011398,35.53062178588126,20.66386161757831,1.729780271154745,9.069658719027581,4,8.342858569368572,0.43401886668134954,5.211027455196619,3.1846730671510137,6.964454674581022,35.53062178588126,20.66386161757831,1.729780271154745,9.069658719027581,27,low_soil,4.6803352901846305,-0.04397574752372019,0.9878455537850614,1.1383680373503022,1.7942293034303756
20,CZ,2024,5,10.290621774239634,0.31270651745897166,11.208193833243566,3.823621882475902,12.009854245463876,39.24458774758177,24.550898203592812,1.7503454629203132,8.935974205435283,14,9.738125488679488,0.259673676928425,11.61236153562949,3.239320079676465,10.243804807723203,39.24458774758177,24.550898203592812,1.7503454629203132,8.935974205435283,17,low_soil,-0.4041677023859229,0.05303284053054663,0.5843018027994367,0.5524962855601459,1.7660494377406728
21,CZ,2024,9,8.777406404912833,0.26835161773513116,9.419344900828472,2.7952539899222173,7.007700918877933,39.24458774758177,24.550898203592812,1.7503454629203135,8.935974205435283,10,8.138152166928036,0.33778062323800484,8.635421333186766,2.955499755116984,8.340481442191487,39.24458774758177,24.550898203592812,1.7503454629203135,8.935974205435283,20,low_soil,0.7839235676417058,-0.06942900550287368,-0.16024576519476685,0.6392542379847974,-1.3327805233135548
22,DE,2019,1,7.728220599912019,6.1219372852783325,1.6132586992580198,1.5583780465868335,2.317380195039707,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255,17,6.62267980437654,3.870821334212721,3.829877307791333,2.0239988784572516,3.2640245883768904,62.35907591958355,23.154700800348845,28.292922227168255,6.9787512377699255,14,low_soil,-2.216618608533313,2.2511159510656116,-0.46562083187041803,1.1055407955354788,-0.9466443933371833
23,DE,2019,2,8.651412739411859,5.176712591684067,6.5896344327384035,1.8062354707659678,3.907626745560595,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255,17,8.011801198259572,4.974750027574925,7.811579090806322,1.8562334416145299,3.748501246820798,62.35907591958355,23.154700800348845,28.292922227168255,6.978751237769926,11,low_soil,-1.221944658067918,0.20196256410914248,-0.04999797084856206,0.639611541152286,0.15912549873979698
24,DE,2019,3,9.063316726062547,6.776074146795273,5.190081258366143,1.8267753043484827,3.509133253517368,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255,9,10.916780136349225,5.334530042689781,9.90722327941311,2.139520279319875,4.605178145943911,62.35907591958355,23.154700800348845,28.292922227168255,6.978751237769926,22,low_soil,-4.717142021046967,1.4415441041054926,-0.3127449749713922,-1.8534634102866772,-1.096044892426543
25,DE,2019,7,12.794326405947592,4.945886521051627,15.241998117072063,1.5004358364679098,5.859495320720735,62.35907591958355,23.154700800348845,28.29292222716826,6.978751237769925,3,16.737653705120156,4.465185675018874,15.46463577138431,2.0408423782739793,6.532243537761127,62.35907591958355,23.154700800348845,28.292922227168255,6.9787512377699255,28,low_soil,-0.2226376543122477,0.48070084603275376,-0.5404065418060695,-3.943327299172564,-0.6727482170403922
26,DE,2019,9,16.716511494114716,3.872652064849953,14.187301557437976,1.8034400186873638,6.818828782983574,62.35907591958355,23.154700800348845,28.29292222716826,6.978751237769925,3,13.530097897761832,5.616090191326624,12.33270728267214,2.136989465332774,5.683103330150576,62.359075919583546,23.154700800348845,28.29292222716825,6.9787512377699255,27,low_soil,1.8545942747658373,-1.7434381264766707,-0.3335494466454101,3.1864135963528835,1.1357254528329976
27,DE,2019,10,11.257643246357558,7.689972720126809,7.590656096833535,2.0822974389551634,6.0218964079729345,62.35907591958355,23.154700800348845,28.292922227168255,6.9787512377699255,7,10.094668072945057,6.306669860864948,7.842738067287414,1.6182033903529518,4.0397779402473,62.35907591958355,23.154700800348845,28.29292222716826,6.978751237769925,24,low_soil,-0.2520819704538786,1.3833028592618613,0.4640940486022116,1.1629751734125016,1.982118467725634
28,DE,2020,4,18.734997831470626,7.220458299858081,20.86198915016098,1.9812949934313377,7.228314194048207,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,14,18.077002655507798,7.379019895782603,21.93937661021778,1.9777116803975752,7.313250805827966,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,16,low_soil,-1.0773874600568014,-0.1585615959245219,0.0035833130337625807,0.657995175962828,-0.0849366117797592
29,DE,2020,5,20.324624460404284,6.945808303079306,19.823511326256668,1.8479910925053737,7.127949259527958,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,19,18.288927935930722,5.744327100199907,19.376851834248598,1.8312659459728282,6.491298471550956,64.69207289702848,25.191668911033315,28.691983122362874,6.866415297603017,12,low_soil,0.4466594920080702,1.2014812028793989,0.016725146532545532,2.035696524473561,0.6366507879770023
30,DE,2020,6,18.776549100205248,6.766624027186912,17.99684096102153,1.5547378035334976,7.7344221351430145,64.69207289702848,25.191668911033315,28.691983122362874,6.866415297603017,12,16.58181639987697,4.8562740502890485,16.43042485897741,1.5181257544942004,6.2955296020565354,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,18,low_soil,1.5664161020441192,1.9103499768978631,0.036612049039297156,2.1947327003282773,1.438892533086479
31,DE,2020,10,12.102237502308533,6.6414878473102075,8.393563423649844,1.406835522504493,4.691348986441325,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,11,9.893512500980064,7.282614988600665,6.037310012656074,1.4398046790971284,3.3949342780825105,64.69207289702848,25.19166891103331,28.691983122362878,6.866415297603018,20,low_soil,2.3562534109937703,-0.6411271412904576,-0.03296915659263533,2.208725001328469,1.2964147083588142
32,DE,2020,12,7.637650668555241,4.643277451708103,2.004713884551701,1.0635721209948226,2.5854816697613536,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,11,8.449433515232574,8.292226122487156,3.4818584513464534,1.364345380377952,4.1465071255174255,64.69207289702848,25.19166891103331,28.691983122362878,6.866415297603018,20,low_soil,-1.4771445667947525,-3.6489486707790526,-0.3007732593831294,-0.8117828466773327,-1.5610254557560719
33,DE,2022,3,13.125929906489525,4.303102251423767,16.69190508720744,2.432978597999434,5.287499778213693,68.48119950902922,30.865376130155393,27.872219236107217,6.182060312392199,9,11.166021847344552,6.552030492134599,15.527235785011062,2.2987260649389953,5.066760867375913,68.48119950902922,30.8653761301554,27.872219236107217,6.182060312392199,22,low_soil,1.1646693021963799,-2.248928240710832,0.1342525330604385,1.959908059144972,0.2207389108377802
34,DE,2022,6,15.492291616607618,5.140750396866071,19.048905796196266,3.356224230914401,4.734816622731241,68.48119950902922,30.865376130155397,27.872219236107217,6.182060312392199,4,19.47323104647589,5.860996274849962,22.64015528050889,3.2468780881135113,8.294265511092064,68.48119950902922,30.865376130155393,27.872219236107217,6.182060312392199,26,low_soil,-3.5912494843126233,-0.7202458779838912,0.10934614280088972,-3.9809394298682736,-3.559448888360823
35,DE,2022,7,17.663466000002373,5.227461677771575,21.3974608584467,3.5835918740906854,6.166936150466319,68.48119950902922,30.865376130155397,27.872219236107217,6.1820603123922,14,18.05653094243158,5.524091159757613,20.58108972096036,3.224849448468544,6.192778449757733,68.48119950902922,30.865376130155397,27.872219236107217,6.182060312392199,17,low_soil,0.8163711374863389,-0.296629481986038,0.3587424256221414,-0.39306494242920564,-0.025842299291413795
36,DE,2022,8,16.51434750579309,3.91400174683502,19.280466585545852,2.8210957563336514,7.2617104722909875,68.48119950902922,30.865376130155397,27.872219236107213,6.182060312392199,19,19.626152196662236,4.898990222405232,24.039854719441465,3.6626378170676905,8.074159431231513,68.48119950902922,30.865376130155397,27.872219236107217,6.182060312392199,12,low_soil,-4.759388133895612,-0.9849884755702125,-0.8415420607340391,-3.111804690869146,-0.812448958940525
37,DE,2022,9,13.49075728252831,4.993531573002293,16.324614879631795,3.027275231953391,5.300622445076001,68.48119950902922,30.8653761301554,27.872219236107217,6.182060312392199,15,12.825925367649658,4.879660076615886,13.826098715470012,3.236522686817837,4.796350887191776,68.48119950902922,30.8653761301554,27.872219236107217,6.182060312392199,15,low_soil,2.4985161641617832,0.11387149638640626,-0.20924745486444607,0.6648319148786523,0.5042715578842243
38,DE,2022,11,10.110239298646366,7.339741836038797,8.694704191059731,2.977188375732452,4.54613963441654,68.48119950902922,30.865376130155397,27.872219236107217,6.1820603123922,7,8.822060110824516,5.470339423014663,5.972440541198264,3.0556751693633255,3.6696493500967224,68.48119950902922,30.865376130155397,27.872219236107213,6.182060312392199,23,low_soil,2.7222636498614676,1.869402413024134,-0.0784867936308733,1.28817918782185,0.8764902843198175
39,DE,2024,11,11.151659796647321,7.140311158154483,4.825210700116125,2.3862519670601547,4.585920164197098,72.61189437364733,37.26447383887763,26.936932576422837,5.2954924182184016,11,11.509162014346803,6.641467773528561,8.197444228930959,3.0195572079445996,4.942806940455706,72.61189437364733,37.26447383887763,26.936932576422834,5.2954924182184016,19,low_soil,-3.3722335288148333,0.49884338462592215,-0.6333052408844448,-0.35750221769948176,-0.3568867762586079
40,DE,2024,12,12.854505429263222,10.440131153749242,5.454429609306622,2.602114547189162,4.228580772266601,72.61189437364733,37.26447383887763,26.936932576422834,5.2954924182184016,8,10.074557860168266,6.049145107354168,4.838961921454888,2.8111302717560194,4.709859524381763,72.61189437364733,37.26447383887763,26.936932576422834,5.2954924182184016,23,low_soil,0.6154676878517344,4.390986046395073,-0.20901572456685757,2.779947569094956,-0.4812787521151618
41,FI,2019,9,10.002463794724546,4.237750382792995,0.0,9.482156079400433,7.875516466041122,38.481012658227854,0.08438818565400844,20.42194092827004,0.0,15,10.405524974177899,2.353791356731151,0.0,7.792029852486028,4.931151458954547,38.481012658227854,0.08438818565400844,20.42194092827004,0.0,15,low_soil,0.0,1.8839590260618437,1.6901262269144048,-0.40306117945335274,2.9443650070865752
42,FI,2019,10,9.10592692323875,1.858979014762172,0.0,6.411647978226173,4.936938130719104,38.481012658227854,0.08438818565400844,20.42194092827004,0.0,8,9.041762273784062,2.702546801069893,0.0,6.441443766088721,6.138886672542798,38.481012658227854,0.08438818565400844,20.42194092827004,0.0,23,low_soil,0.0,-0.8435677863077209,-0.029795787862547662,0.06416464945468725,-1.2019485418236941
43,FI,2020,5,4.750695084215661,2.8864712475012575,0.0,3.419277265892017,4.491080155918616,42.73301737756714,0.07898894154818326,25.118483412322274,0.0,17,3.3237912052360414,3.3143823307488165,0.0,2.6414684044598906,5.879999889138914,42.73301737756714,0.07898894154818326,25.118483412322274,0.0,14,low_soil,0.0,-0.427911083247559,0.7778088614321264,1.4269038789796191,-1.3889197332202983
44,FI,2020,6,6.457321775178993,3.7363873508072434,0.0,6.1050093551236655,5.42636407965042,42.73301737756714,0.07898894154818326,25.118483412322274,0.0,9,3.803940724403642,4.139324690152579,0.0,3.1190678886471224,7.948007410576066,42.73301737756714,0.07898894154818326,25.118483412322274,0.0,21,low_soil,0.0,-0.4029373393453355,2.985941466476543,2.6533810507753515,-2.521643330925646
45,FI,2021,7,5.755921918273113,3.8072743881497764,0.0,6.108331721951958,5.253251010075076,51.43256464011182,0.13976240391334735,35.77917540181692,0.0,12,6.325147350075005,3.341277115220086,0.0,7.313431399541048,5.321483236593544,51.43256464011182,0.13976240391334735,35.77917540181692,0.0,19,low_soil,0.0,0.4659972729296902,-1.2050996775890894,-0.5692254318018914,-0.06823222651846717
46,FI,2021,8,6.479034775645238,4.118574507943909,0.0,6.123339030201265,9.27513734929453,51.43256464011182,0.13976240391334735,35.77917540181692,0.0,16,7.641522410529384,4.62380764892872,0.0,7.524861480428532,6.1843816321276845,51.43256464011181,0.13976240391334735,35.77917540181692,0.0,15,low_soil,0.0,-0.505233140984811,-1.401522450227267,-1.1624876348841457,3.0907557171668456
47,FI,2021,10,6.614098634521906,3.263404829807068,0.0,5.154201964677556,4.984280044083844,51.43256464011182,0.13976240391334735,35.77917540181692,0.0,5,6.762403028169913,4.335011756615392,0.0,3.9356583895119033,4.15447733971783,51.43256464011183,0.13976240391334735,35.77917540181692,0.0,26,low_soil,0.0,-1.0716069268083244,1.2185435751656528,-0.14830439364800618,0.8298027043660143
48,FI,2022,4,6.000371853068068,4.612285719938043,0.0,5.129649049467987,4.91422268238173,50.87310826542492,0.17462165308498254,38.53317811408615,0.0,11,4.932591409523153,4.868763553382178,0.0,4.074966682723326,5.5095171781357,50.87310826542492,0.17462165308498254,38.53317811408615,0.0,19,low_soil,0.0,-0.25647783344413444,1.054682366744661,1.0677804435449154,-0.5952944957539694
49,FI,2022,6,5.716818797994922,8.665402004457064,0.0,9.854918131494635,6.24739021724726,50.87310826542492,0.17462165308498254,38.53317811408615,0.0,3,6.514167048395505,5.921721008385773,0.0,5.522776084837407,5.550928012009819,50.87310826542492,0.17462165308498254,38.53317811408615,0.0,27,low_soil,0.0,2.7436809960712916,4.3321420466572285,-0.7973482504005833,0.6964622052374416
