Region,Technology,Country,Year,Latitude_Round,Longitude_Round,Total_Capacity
Northern Europe,Wind,Denmark,2024,55.0,8.72,315.8
Northern Europe,Wind,Denmark,2024,57.0,7.34,225.0
Northern Europe,Wind,Denmark,2024,55.0,10.46,200.0
Northern Europe,Wind,Denmark,2024,56.0,10.73,130.1
Northern Europe,Wind,Denmark,2024,56.0,12.52,51.0
Northern Europe,Wind,Denmark,2024,58.0,9.44,17.0
Northern Europe,Wind,Denmark,2025,55.0,12.2,1034.0
Northern Europe,Wind,Denmark,2025,56.0,8.94,853.0
Northern Europe,Wind,Denmark,2025,56.0,7.15,786.0
Northern Europe,Wind,Denmark,2025,57.0,11.02,727.6
Northern Europe,Wind,Denmark,2025,57.0,9.18,663.8
Northern Europe,Wind,Denmark,2025,55.0,8.72,315.8
Northern Europe,Wind,Denmark,2025,57.0,7.34,225.0
Northern Europe,Wind,Denmark,2025,55.0,10.46,200.0
Northern Europe,Wind,Denmark,2025,56.0,10.73,130.1
Northern Europe,Wind,Denmark,2025,56.0,12.52,51.0
Northern Europe,Wind,Denmark,2025,58.0,9.44,17.0
Northern Europe,Wind,Estonia,2023,59.0,27.18,145.0
Northern Europe,Wind,Estonia,2023,59.0,23.3,129.0
Northern Europe,Wind,Estonia,2023,58.0,24.53,57.0
Northern Europe,Wind,Estonia,2024,59.0,25.24,255.0
Northern Europe,Wind,Estonia,2024,59.0,27.18,247.0
Northern Europe,Wind,Estonia,2024,59.0,23.3,129.0
Northern Europe,Wind,Estonia,2024,58.0,24.53,57.0
Northern Europe,Wind,Estonia,2025,59.0,25.24,255.0
Northern Europe,Wind,Estonia,2025,59.0,27.18,247.0
Northern Europe,Wind,Estonia,2025,59.0,23.3,129.0
Northern Europe,Wind,Estonia,2025,58.0,24.53,57.0
Northern Europe,Wind,Finland,2023,64.0,25.09,1284.8
Northern Europe,Wind,Finland,2023,62.0,21.3,1023.4
Northern Europe,Wind,Finland,2023,63.0,22.03,887.0
Northern Europe,Wind,Finland,2023,64.0,22.81,676.6
Northern Europe,Wind,Finland,2023,66.0,24.59,509.0
Northern Europe,Wind,Finland,2023,63.0,24.23,477.6
Northern Europe,Wind,Finland,2023,64.0,27.37,344.0
Northern Europe,Wind,Finland,2023,65.0,26.03,339.6
Northern Europe,Wind,Finland,2023,65.0,28.39,241.5
Northern Europe,Wind,Finland,2023,65.0,23.66,181.5
Northern Europe,Wind,Finland,2023,62.0,23.43,150.8
Northern Europe,Wind,Finland,2023,66.0,27.04,126.0
Northern Europe,Wind,Finland,2023,61.0,22.69,109.8
Northern Europe,Wind,Finland,2023,67.0,28.15,97.0
Northern Europe,Wind,Finland,2023,63.0,26.43,51.0
Northern Europe,Wind,Finland,2023,68.0,26.69,51.0
Northern Europe,Wind,Finland,2023,67.0,25.59,27.0
Northern Europe,Wind,Finland,2023,66.0,29.5,23.0
Northern Europe,Wind,Finland,2023,61.0,28.88,21.0
Northern Europe,Wind,Finland,2023,62.0,25.56,18.0
Northern Europe,Wind,Finland,2023,60.0,24.0,15.0
Northern Europe,Wind,Finland,2023,61.0,26.81,12.0
Northern Europe,Wind,Finland,2023,62.0,27.69,10.0
Northern Europe,Wind,Finland,2024,64.0,25.09,1473.6
Northern Europe,Wind,Finland,2024,63.0,22.03,1346.3
Northern Europe,Wind,Finland,2024,62.0,21.3,1152.6
Northern Europe,Wind,Finland,2024,64.0,22.81,676.6
Northern Europe,Wind,Finland,2024,63.0,24.23,620.6
Northern Europe,Wind,Finland,2024,66.0,24.59,609.3
Northern Europe,Wind,Finland,2024,65.0,23.66,424.7
Northern Europe,Wind,Finland,2024,64.0,27.37,344.0
Northern Europe,Wind,Finland,2024,65.0,26.03,339.6
Northern Europe,Wind,Finland,2024,65.0,28.39,297.5
Northern Europe,Wind,Finland,2024,62.0,23.43,150.8
Northern Europe,Wind,Finland,2024,66.0,27.04,126.0
Northern Europe,Wind,Finland,2024,61.0,22.69,109.8
Northern Europe,Wind,Finland,2024,67.0,28.15,97.0
Northern Europe,Wind,Finland,2024,61.0,20.63,93.0
Northern Europe,Wind,Finland,2024,63.0,26.43,51.0
Northern Europe,Wind,Finland,2024,68.0,26.69,51.0
Northern Europe,Wind,Finland,2024,67.0,25.59,27.0
Northern Europe,Wind,Finland,2024,66.0,29.5,23.0
Northern Europe,Wind,Finland,2024,61.0,28.88,21.0
Northern Europe,Wind,Finland,2024,62.0,25.56,18.0
Northern Europe,Wind,Finland,2024,60.0,24.0,15.0
Northern Europe,Wind,Finland,2024,61.0,26.81,12.0
Northern Europe,Wind,Finland,2024,62.0,27.69,10.0
Northern Europe,Wind,Finland,2025,64.0,25.09,1473.6
Northern Europe,Wind,Finland,2025,63.0,22.03,1438.7
Northern Europe,Wind,Finland,2025,62.0,21.3,1152.6
Northern Europe,Wind,Finland,2025,64.0,22.81,676.6
Northern Europe,Wind,Finland,2025,63.0,24.23,620.6
Northern Europe,Wind,Finland,2025,66.0,24.59,609.3
Northern Europe,Wind,Finland,2025,65.0,26.03,525.6
Northern Europe,Wind,Finland,2025,65.0,23.66,424.7
Northern Europe,Wind,Finland,2025,64.0,27.37,344.0
Northern Europe,Wind,Finland,2025,65.0,28.39,297.5
Northern Europe,Wind,Finland,2025,62.0,27.69,155.2
Northern Europe,Wind,Finland,2025,62.0,23.43,150.8
Northern Europe,Wind,Finland,2025,61.0,22.69,148.2
Northern Europe,Wind,Finland,2025,66.0,27.04,126.0
Northern Europe,Wind,Finland,2025,67.0,28.15,97.0
Northern Europe,Wind,Finland,2025,61.0,20.63,93.0
Northern Europe,Wind,Finland,2025,63.0,26.43,51.0
Northern Europe,Wind,Finland,2025,68.0,26.69,51.0
Northern Europe,Wind,Finland,2025,67.0,25.59,27.0
Northern Europe,Wind,Finland,2025,66.0,29.5,23.0
Northern Europe,Wind,Finland,2025,61.0,28.88,21.0
Northern Europe,Wind,Finland,2025,62.0,25.56,18.0
Northern Europe,Wind,Finland,2025,60.0,24.0,15.0
Northern Europe,Wind,Finland,2025,61.0,26.81,12.0
Northern Europe,Wind,Ireland,2023,52.0,-9.75,1124.5
Northern Europe,Wind,Ireland,2023,53.0,-9.97,636.4
Northern Europe,Wind,Ireland,2023,53.0,-8.31,451.8
Northern Europe,Wind,Ireland,2023,53.0,-6.65,381.0
Northern Europe,Wind,Ireland,2023,52.0,-8.12,321.2
Northern Europe,Wind,Ireland,2023,54.0,-8.51,308.0
Northern Europe,Wind,Ireland,2023,55.0,-8.72,277.0
Northern Europe,Wind,Ireland,2023,54.0,-6.81,207.6
Northern Europe,Wind,Ireland,2023,54.0,-10.21,195.0
Northern Europe,Wind,Ireland,2023,55.0,-6.97,177.0
Northern Europe,Wind,Ireland,2023,52.0,-6.5,39.0
Northern Europe,Wind,Ireland,2024,52.0,-9.75,1124.5
Northern Europe,Wind,Ireland,2024,53.0,-9.97,636.4
Northern Europe,Wind,Ireland,2024,53.0,-8.31,614.4
Northern Europe,Wind,Ireland,2024,53.0,-6.65,481.0
Northern Europe,Wind,Ireland,2024,52.0,-8.12,321.2
Northern Europe,Wind,Ireland,2024,54.0,-8.51,308.0
Northern Europe,Wind,Ireland,2024,55.0,-8.72,277.0
Northern Europe,Wind,Ireland,2024,54.0,-6.81,207.6
Northern Europe,Wind,Ireland,2024,54.0,-10.21,195.0
Northern Europe,Wind,Ireland,2024,55.0,-6.97,177.0
Northern Europe,Wind,Ireland,2024,52.0,-6.5,39.0
Northern Europe,Wind,Ireland,2025,52.0,-9.75,1124.5
Northern Europe,Wind,Ireland,2025,53.0,-9.97,636.4
Northern Europe,Wind,Ireland,2025,53.0,-8.31,614.4
Northern Europe,Wind,Ireland,2025,53.0,-6.65,481.0
Northern Europe,Wind,Ireland,2025,52.0,-8.12,321.2
Northern Europe,Wind,Ireland,2025,54.0,-8.51,308.0
Northern Europe,Wind,Ireland,2025,55.0,-8.72,277.0
Northern Europe,Wind,Ireland,2025,54.0,-6.81,207.6
Northern Europe,Wind,Ireland,2025,54.0,-10.21,195.0
Northern Europe,Wind,Ireland,2025,55.0,-6.97,177.0
Northern Europe,Wind,Ireland,2025,52.0,-6.5,39.0
Northern Europe,Wind,Latvia,2023,57.0,22.03,100.0
Northern Europe,Wind,Latvia,2024,57.0,22.03,100.0
Northern Europe,Wind,Latvia,2025,57.0,22.03,100.0
Northern Europe,Wind,Lithuania,2023,56.0,21.46,285.0
Northern Europe,Wind,Lithuania,2023,55.0,22.66,193.0
Northern Europe,Wind,Lithuania,2023,55.0,20.92,132.0
Northern Europe,Wind,Lithuania,2023,55.0,24.41,120.0
Northern Europe,Wind,Lithuania,2023,56.0,25.04,66.0
Northern Europe,Wind,Lithuania,2024,56.0,21.46,328.0
Northern Europe,Wind,Lithuania,2024,55.0,22.66,193.0
Northern Europe,Wind,Lithuania,2024,55.0,20.92,132.0
Northern Europe,Wind,Lithuania,2024,55.0,24.41,120.0
Northern Europe,Wind,Lithuania,2024,56.0,23.25,75.0
Northern Europe,Wind,Lithuania,2024,56.0,25.04,66.0
Northern Europe,Wind,Lithuania,2025,56.0,23.25,389.0
Northern Europe,Wind,Lithuania,2025,56.0,21.46,328.0
Northern Europe,Wind,Lithuania,2025,55.0,22.66,273.0
Northern Europe,Wind,Lithuania,2025,55.0,20.92,132.0
Northern Europe,Wind,Lithuania,2025,55.0,24.41,120.0
Northern Europe,Wind,Lithuania,2025,56.0,25.04,66.0
Northern Europe,Wind,Norway,2023,59.0,5.82,857.6
Northern Europe,Wind,Norway,2023,64.0,9.12,748.0
Northern Europe,Wind,Norway,2023,61.0,6.19,682.0
Northern Europe,Wind,Norway,2023,66.0,12.29,400.0
Northern Europe,Wind,Norway,2023,63.0,8.81,331.0
Northern Europe,Wind,Norway,2023,64.0,11.41,327.0
Northern Europe,Wind,Norway,2023,58.0,5.66,305.0
Northern Europe,Wind,Norway,2023,62.0,4.26,286.0
Northern Europe,Wind,Norway,2023,70.0,17.54,281.0
Northern Europe,Wind,Norway,2023,68.0,16.02,198.0
Northern Europe,Wind,Norway,2023,61.0,12.38,168.0
Northern Europe,Wind,Norway,2023,60.0,12.0,154.0
Northern Europe,Wind,Norway,2023,60.0,6.0,151.0
Northern Europe,Wind,Norway,2023,71.0,27.64,136.0
Northern Europe,Wind,Norway,2023,65.0,11.83,94.0
Northern Europe,Wind,Norway,2023,61.0,2.06,88.0
Northern Europe,Wind,Norway,2023,63.0,11.01,88.0
Northern Europe,Wind,Norway,2023,59.0,7.77,79.8
Northern Europe,Wind,Norway,2023,58.0,7.55,71.0
Northern Europe,Wind,Norway,2023,59.0,11.65,54.0
Northern Europe,Wind,Norway,2023,70.0,20.47,54.0
Northern Europe,Wind,Norway,2023,71.0,30.72,52.0
Northern Europe,Wind,Norway,2023,61.0,4.13,51.0
Northern Europe,Wind,Norway,2023,69.0,13.95,50.0
Northern Europe,Wind,Norway,2023,71.0,24.57,38.0
Northern Europe,Wind,Norway,2023,63.0,6.61,34.0
Northern Europe,Wind,Norway,2023,69.0,16.74,25.0
Northern Europe,Wind,Norway,2024,59.0,5.82,857.6
Northern Europe,Wind,Norway,2024,64.0,9.12,748.0
Northern Europe,Wind,Norway,2024,61.0,6.19,682.0
Northern Europe,Wind,Norway,2024,66.0,12.29,400.0
Northern Europe,Wind,Norway,2024,63.0,8.81,331.0
Northern Europe,Wind,Norway,2024,64.0,11.41,327.0
Northern Europe,Wind,Norway,2024,58.0,5.66,305.0
Northern Europe,Wind,Norway,2024,62.0,4.26,286.0
Northern Europe,Wind,Norway,2024,70.0,17.54,281.0
Northern Europe,Wind,Norway,2024,68.0,16.02,198.0
Northern Europe,Wind,Norway,2024,61.0,12.38,168.0
Northern Europe,Wind,Norway,2024,60.0,12.0,154.0
Northern Europe,Wind,Norway,2024,60.0,6.0,151.0
Northern Europe,Wind,Norway,2024,71.0,27.64,136.0
Northern Europe,Wind,Norway,2024,65.0,11.83,94.0
Northern Europe,Wind,Norway,2024,61.0,2.06,88.0
Northern Europe,Wind,Norway,2024,63.0,11.01,88.0
Northern Europe,Wind,Norway,2024,59.0,7.77,79.8
Northern Europe,Wind,Norway,2024,58.0,7.55,71.0
Northern Europe,Wind,Norway,2024,59.0,11.65,54.0
Northern Europe,Wind,Norway,2024,70.0,20.47,54.0
Northern Europe,Wind,Norway,2024,71.0,30.72,52.0
Northern Europe,Wind,Norway,2024,61.0,4.13,51.0
Northern Europe,Wind,Norway,2024,69.0,13.95,50.0
Northern Europe,Wind,Norway,2024,71.0,24.57,38.0
Northern Europe,Wind,Norway,2024,63.0,6.61,34.0
Northern Europe,Wind,Norway,2024,69.0,16.74,25.0
Northern Europe,Wind,Norway,2025,59.0,5.82,857.6
Northern Europe,Wind,Norway,2025,64.0,9.12,748.0
Northern Europe,Wind,Norway,2025,61.0,6.19,682.0
Northern Europe,Wind,Norway,2025,66.0,12.29,400.0
Northern Europe,Wind,Norway,2025,63.0,8.81,331.0
Northern Europe,Wind,Norway,2025,64.0,11.41,327.0
Northern Europe,Wind,Norway,2025,58.0,5.66,305.0
Northern Europe,Wind,Norway,2025,62.0,4.26,286.0
Northern Europe,Wind,Norway,2025,70.0,17.54,281.0
Northern Europe,Wind,Norway,2025,68.0,16.02,198.0
Northern Europe,Wind,Norway,2025,61.0,12.38,168.0
Northern Europe,Wind,Norway,2025,60.0,12.0,154.0
Northern Europe,Wind,Norway,2025,60.0,6.0,151.0
Northern Europe,Wind,Norway,2025,71.0,27.64,136.0
Northern Europe,Wind,Norway,2025,65.0,11.83,94.0
Northern Europe,Wind,Norway,2025,61.0,2.06,88.0
Northern Europe,Wind,Norway,2025,63.0,11.01,88.0
Northern Europe,Wind,Norway,2025,59.0,7.77,79.8
Northern Europe,Wind,Norway,2025,58.0,7.55,71.0
Northern Europe,Wind,Norway,2025,59.0,11.65,54.0
Northern Europe,Wind,Norway,2025,70.0,20.47,54.0
Northern Europe,Wind,Norway,2025,71.0,30.72,52.0
Northern Europe,Wind,Norway,2025,61.0,4.13,51.0
Northern Europe,Wind,Norway,2025,69.0,13.95,50.0
Northern Europe,Wind,Norway,2025,71.0,24.57,38.0
Northern Europe,Wind,Norway,2025,63.0,6.61,34.0
Northern Europe,Wind,Norway,2025,69.0,16.74,25.0
Northern Europe,Wind,Sweden,2023,65.0,21.3,2274.0
Northern Europe,Wind,Sweden,2023,63.0,15.42,1340.5
Northern Europe,Wind,Sweden,2023,62.0,14.91,1238.6
Northern Europe,Wind,Sweden,2023,64.0,18.25,1188.0
Northern Europe,Wind,Sweden,2023,63.0,17.62,1143.5
Northern Europe,Wind,Sweden,2023,61.0,16.5,881.0
Northern Europe,Wind,Sweden,2023,64.0,15.97,759.5
Northern Europe,Wind,Sweden,2023,57.0,14.69,671.0
Northern Europe,Wind,Sweden,2023,59.0,11.65,511.9
Northern Europe,Wind,Sweden,2023,57.0,16.52,454.4
Northern Europe,Wind,Sweden,2023,59.0,13.59,374.9
Northern Europe,Wind,Sweden,2023,57.0,12.85,366.0
Northern Europe,Wind,Sweden,2023,65.0,16.56,313.0
Northern Europe,Wind,Sweden,2023,62.0,17.04,298.4
Northern Europe,Wind,Sweden,2023,56.0,12.52,274.4
Northern Europe,Wind,Sweden,2023,65.0,18.93,265.0
Northern Europe,Wind,Sweden,2023,67.0,23.03,264.0
Northern Europe,Wind,Sweden,2023,60.0,16.0,258.0
Northern Europe,Wind,Sweden,2023,59.0,15.53,242.0
Northern Europe,Wind,Sweden,2023,58.0,13.21,240.0
Northern Europe,Wind,Sweden,2023,64.0,20.53,236.8
Northern Europe,Wind,Sweden,2023,58.0,15.1,215.7
Northern Europe,Wind,Sweden,2023,60.0,14.0,206.4
Northern Europe,Wind,Sweden,2023,56.0,14.31,146.0
Northern Europe,Wind,Sweden,2023,61.0,14.44,124.0
Northern Europe,Wind,Sweden,2023,62.0,12.78,114.0
Northern Europe,Wind,Sweden,2023,57.0,18.36,83.2
Northern Europe,Wind,Sweden,2023,58.0,16.98,78.0
Northern Europe,Wind,Sweden,2023,68.0,21.36,78.0
Northern Europe,Wind,Sweden,2023,60.0,18.0,51.0
Northern Europe,Wind,Sweden,2023,60.0,12.0,39.6
Northern Europe,Wind,Sweden,2023,56.0,16.09,37.0
Northern Europe,Wind,Sweden,2023,59.0,17.47,32.0
Northern Europe,Wind,Sweden,2023,64.0,13.69,30.0
Northern Europe,Wind,Sweden,2023,66.0,17.21,30.0
Northern Europe,Wind,Sweden,2023,58.0,11.32,27.0
Northern Europe,Wind,Sweden,2023,58.0,18.87,13.2
Northern Europe,Wind,Sweden,2023,61.0,12.38,12.0
Northern Europe,Wind,Sweden,2023,63.0,13.22,11.0
Northern Europe,Wind,Sweden,2024,65.0,21.3,2274.0
Northern Europe,Wind,Sweden,2024,63.0,15.42,1397.5
Northern Europe,Wind,Sweden,2024,62.0,14.91,1238.6
Northern Europe,Wind,Sweden,2024,63.0,17.62,1230.5
Northern Europe,Wind,Sweden,2024,64.0,18.25,1188.0
Northern Europe,Wind,Sweden,2024,61.0,16.5,881.0
Northern Europe,Wind,Sweden,2024,64.0,15.97,759.5
Northern Europe,Wind,Sweden,2024,57.0,14.69,671.0
Northern Europe,Wind,Sweden,2024,59.0,11.65,511.9
Northern Europe,Wind,Sweden,2024,57.0,16.52,454.4
Northern Europe,Wind,Sweden,2024,59.0,13.59,374.9
Northern Europe,Wind,Sweden,2024,57.0,12.85,366.0
Northern Europe,Wind,Sweden,2024,60.0,16.0,351.0
Northern Europe,Wind,Sweden,2024,65.0,16.56,313.0
Northern Europe,Wind,Sweden,2024,62.0,17.04,298.4
Northern Europe,Wind,Sweden,2024,56.0,12.52,274.4
Northern Europe,Wind,Sweden,2024,65.0,18.93,265.0
Northern Europe,Wind,Sweden,2024,67.0,23.03,264.0
Northern Europe,Wind,Sweden,2024,58.0,15.1,254.7
Northern Europe,Wind,Sweden,2024,60.0,14.0,253.4
Northern Europe,Wind,Sweden,2024,59.0,15.53,242.0
Northern Europe,Wind,Sweden,2024,58.0,13.21,240.0
Northern Europe,Wind,Sweden,2024,64.0,20.53,236.8
Northern Europe,Wind,Sweden,2024,58.0,16.98,157.0
Northern Europe,Wind,Sweden,2024,56.0,14.31,146.0
Northern Europe,Wind,Sweden,2024,61.0,14.44,124.0
Northern Europe,Wind,Sweden,2024,62.0,12.78,114.0
Northern Europe,Wind,Sweden,2024,60.0,18.0,99.0
Northern Europe,Wind,Sweden,2024,57.0,18.36,83.2
Northern Europe,Wind,Sweden,2024,68.0,21.36,78.0
Northern Europe,Wind,Sweden,2024,60.0,12.0,39.6
Northern Europe,Wind,Sweden,2024,56.0,16.09,37.0
Northern Europe,Wind,Sweden,2024,59.0,17.47,32.0
Northern Europe,Wind,Sweden,2024,64.0,13.69,30.0
Northern Europe,Wind,Sweden,2024,66.0,17.21,30.0
Northern Europe,Wind,Sweden,2024,58.0,11.32,27.0
Northern Europe,Wind,Sweden,2024,58.0,18.87,13.2
Northern Europe,Wind,Sweden,2024,61.0,12.38,12.0
Northern Europe,Wind,Sweden,2024,63.0,13.22,11.0
Northern Europe,Wind,Sweden,2025,65.0,21.3,2274.0
Northern Europe,Wind,Sweden,2025,63.0,17.62,1630.5
Northern Europe,Wind,Sweden,2025,63.0,15.42,1397.5
Northern Europe,Wind,Sweden,2025,62.0,14.91,1308.6
Northern Europe,Wind,Sweden,2025,64.0,18.25,1188.0
Northern Europe,Wind,Sweden,2025,64.0,15.97,913.5
Northern Europe,Wind,Sweden,2025,61.0,16.5,881.0
Northern Europe,Wind,Sweden,2025,57.0,14.69,788.0
Northern Europe,Wind,Sweden,2025,59.0,11.65,549.1
Northern Europe,Wind,Sweden,2025,57.0,16.52,454.4
Northern Europe,Wind,Sweden,2025,58.0,15.1,438.1
Northern Europe,Wind,Sweden,2025,57.0,12.85,422.0
Northern Europe,Wind,Sweden,2025,59.0,13.59,374.9
Northern Europe,Wind,Sweden,2025,60.0,16.0,351.0
Northern Europe,Wind,Sweden,2025,64.0,20.53,334.8
Northern Europe,Wind,Sweden,2025,58.0,13.21,325.2
Northern Europe,Wind,Sweden,2025,65.0,16.56,313.0
Northern Europe,Wind,Sweden,2025,62.0,17.04,298.4
Northern Europe,Wind,Sweden,2025,56.0,12.52,274.4
Northern Europe,Wind,Sweden,2025,65.0,18.93,265.0
Northern Europe,Wind,Sweden,2025,67.0,23.03,264.0
Northern Europe,Wind,Sweden,2025,60.0,14.0,253.4
Northern Europe,Wind,Sweden,2025,59.0,15.53,242.0
Northern Europe,Wind,Sweden,2025,58.0,16.98,157.0
Northern Europe,Wind,Sweden,2025,56.0,14.31,146.0
Northern Europe,Wind,Sweden,2025,61.0,14.44,124.0
Northern Europe,Wind,Sweden,2025,62.0,12.78,114.0
Northern Europe,Wind,Sweden,2025,60.0,18.0,99.0
Northern Europe,Wind,Sweden,2025,57.0,18.36,83.2
Northern Europe,Wind,Sweden,2025,68.0,21.36,78.0
Northern Europe,Wind,Sweden,2025,60.0,12.0,39.6
Northern Europe,Wind,Sweden,2025,56.0,16.09,37.0
Northern Europe,Wind,Sweden,2025,59.0,17.47,32.0
Northern Europe,Wind,Sweden,2025,64.0,13.69,30.0
Northern Europe,Wind,Sweden,2025,66.0,17.21,30.0
Northern Europe,Wind,Sweden,2025,58.0,11.32,27.0
Northern Europe,Wind,Sweden,2025,58.0,18.87,13.2
Northern Europe,Wind,Sweden,2025,61.0,12.38,12.0
Northern Europe,Wind,Sweden,2025,63.0,13.22,11.0
Southern Europe,Bioenergy,Italy,2023,41.0,14.58,175.5
Southern Europe,Bioenergy,Italy,2023,46.0,10.08,104.0
Southern Europe,Bioenergy,Italy,2023,45.0,11.31,91.6
Southern Europe,Bioenergy,Italy,2023,39.0,16.73,73.0
Southern Europe,Bioenergy,Italy,2023,45.0,7.07,65.0
Southern Europe,Bioenergy,Italy,2023,46.0,8.64,59.0
Southern Europe,Bioenergy,Italy,2023,42.0,12.11,46.0
Southern Europe,Bioenergy,Italy,2023,40.0,15.66,41.0
Southern Europe,Bioenergy,Italy,2023,40.0,9.14,37.0
Southern Europe,Bioenergy,Italy,2023,44.0,12.51,30.0
Southern Europe,Bioenergy,Italy,2023,41.0,15.9,25.2
Southern Europe,Bioenergy,Italy,2023,39.0,9.01,22.8
Southern Europe,Bioenergy,Italy,2023,46.0,12.96,20.9
Southern Europe,Bioenergy,Italy,2023,45.0,8.49,20.0
Southern Europe,Bioenergy,Italy,2024,41.0,14.58,175.5
Southern Europe,Bioenergy,Italy,2024,46.0,10.08,104.0
Southern Europe,Bioenergy,Italy,2024,45.0,11.31,91.6
Southern Europe,Bioenergy,Italy,2024,39.0,16.73,73.0
Southern Europe,Bioenergy,Italy,2024,45.0,7.07,65.0
Southern Europe,Bioenergy,Italy,2024,46.0,8.64,59.0
Southern Europe,Bioenergy,Italy,2024,42.0,12.11,46.0
Southern Europe,Bioenergy,Italy,2024,40.0,15.66,41.0
Southern Europe,Bioenergy,Italy,2024,40.0,9.14,37.0
Southern Europe,Bioenergy,Italy,2024,44.0,12.51,30.0
Southern Europe,Bioenergy,Italy,2024,41.0,15.9,25.2
Southern Europe,Bioenergy,Italy,2024,39.0,9.01,22.8
Southern Europe,Bioenergy,Italy,2024,46.0,12.96,20.9
Southern Europe,Bioenergy,Italy,2024,45.0,8.49,20.0
Southern Europe,Bioenergy,Italy,2025,41.0,14.58,175.5
Southern Europe,Bioenergy,Italy,2025,46.0,10.08,104.0
Southern Europe,Bioenergy,Italy,2025,45.0,11.31,91.6
Southern Europe,Bioenergy,Italy,2025,39.0,16.73,73.0
Southern Europe,Bioenergy,Italy,2025,45.0,7.07,65.0
Southern Europe,Bioenergy,Italy,2025,46.0,8.64,59.0
Southern Europe,Bioenergy,Italy,2025,42.0,12.11,46.0
Southern Europe,Bioenergy,Italy,2025,40.0,15.66,41.0
Southern Europe,Bioenergy,Italy,2025,40.0,9.14,37.0
Southern Europe,Bioenergy,Italy,2025,44.0,12.51,30.0
Southern Europe,Bioenergy,Italy,2025,41.0,15.9,25.2
Southern Europe,Bioenergy,Italy,2025,39.0,9.01,22.8
Southern Europe,Bioenergy,Italy,2025,46.0,12.96,20.9
Southern Europe,Bioenergy,Italy,2025,45.0,8.49,20.0
Southern Europe,Bioenergy,Portugal,2023,40.0,-9.14,241.9
Southern Europe,Bioenergy,Portugal,2023,38.0,-8.88,53.9
Southern Europe,Bioenergy,Portugal,2023,39.0,-9.01,50.0
Southern Europe,Bioenergy,Portugal,2023,41.0,-7.95,35.1
Southern Europe,Bioenergy,Portugal,2023,41.0,-9.28,26.5
Southern Europe,Bioenergy,Portugal,2023,42.0,-8.07,25.0
Southern Europe,Bioenergy,Portugal,2023,40.0,-7.83,23.7
Southern Europe,Bioenergy,Portugal,2023,33.0,-16.69,4.2
Southern Europe,Bioenergy,Portugal,2024,40.0,-9.14,241.9
Southern Europe,Bioenergy,Portugal,2024,38.0,-8.88,53.9
Southern Europe,Bioenergy,Portugal,2024,39.0,-9.01,50.0
Southern Europe,Bioenergy,Portugal,2024,41.0,-7.95,35.1
Southern Europe,Bioenergy,Portugal,2024,41.0,-9.28,26.5
Southern Europe,Bioenergy,Portugal,2024,42.0,-8.07,25.0
Southern Europe,Bioenergy,Portugal,2024,40.0,-7.83,23.7
Southern Europe,Bioenergy,Portugal,2024,33.0,-16.69,4.2
Southern Europe,Bioenergy,Portugal,2025,40.0,-9.14,241.9
Southern Europe,Bioenergy,Portugal,2025,38.0,-8.88,53.9
Southern Europe,Bioenergy,Portugal,2025,39.0,-9.01,50.0
Southern Europe,Bioenergy,Portugal,2025,41.0,-7.95,35.1
Southern Europe,Bioenergy,Portugal,2025,41.0,-9.28,26.5
Southern Europe,Bioenergy,Portugal,2025,42.0,-8.07,25.0
Southern Europe,Bioenergy,Portugal,2025,40.0,-7.83,23.7
Southern Europe,Bioenergy,Portugal,2025,33.0,-16.69,4.2
Southern Europe,Bioenergy,Serbia,2023,45.0,21.21,30.0
Southern Europe,Bioenergy,Serbia,2023,44.0,20.85,4.8
Southern Europe,Bioenergy,Serbia,2023,44.0,22.24,2.4
Southern Europe,Bioenergy,Serbia,2024,45.0,21.21,30.0
Southern Europe,Bioenergy,Serbia,2024,44.0,20.85,4.8
Southern Europe,Bioenergy,Serbia,2024,44.0,22.24,2.4
Southern Europe,Bioenergy,Serbia,2025,45.0,21.21,30.0
Southern Europe,Bioenergy,Serbia,2025,44.0,20.85,4.8
Southern Europe,Bioenergy,Serbia,2025,44.0,22.24,2.4
Southern Europe,Bioenergy,Spain,2023,37.0,-6.26,137.0
Southern Europe,Bioenergy,Spain,2023,43.0,-8.2,100.0
Southern Europe,Bioenergy,Spain,2023,44.0,-6.95,77.0
Southern Europe,Bioenergy,Spain,2023,43.0,-2.73,57.0
Southern Europe,Bioenergy,Spain,2023,43.0,-1.37,54.5
Southern Europe,Bioenergy,Spain,2023,39.0,-3.86,50.0
Southern Europe,Bioenergy,Spain,2023,42.0,-1.35,50.0
Southern Europe,Bioenergy,Spain,2023,43.0,-6.84,50.0
Southern Europe,Bioenergy,Spain,2023,40.0,2.61,38.0
Southern Europe,Bioenergy,Spain,2023,39.0,-6.43,35.0
Southern Europe,Bioenergy,Spain,2023,42.0,-8.07,35.0
Southern Europe,Bioenergy,Spain,2023,41.0,2.65,31.8
Southern Europe,Bioenergy,Spain,2023,40.0,-3.92,29.0
Southern Europe,Bioenergy,Spain,2023,37.0,-5.01,27.1
Southern Europe,Bioenergy,Spain,2023,38.0,-3.81,25.0
Southern Europe,Bioenergy,Spain,2023,42.0,1.35,25.0
Southern Europe,Bioenergy,Spain,2024,37.0,-6.26,137.0
Southern Europe,Bioenergy,Spain,2024,43.0,-8.2,100.0
Southern Europe,Bioenergy,Spain,2024,44.0,-6.95,77.0
