Region,Technology,Country,Year,Latitude_Round,Longitude_Round,Total_Capacity
Southern Europe,Bioenergy,Spain,2024,43.0,-2.73,57.0
Southern Europe,Bioenergy,Spain,2024,43.0,-1.37,54.5
Southern Europe,Bioenergy,Spain,2024,39.0,-3.86,50.0
Southern Europe,Bioenergy,Spain,2024,42.0,-1.35,50.0
Southern Europe,Bioenergy,Spain,2024,43.0,-6.84,50.0
Southern Europe,Bioenergy,Spain,2024,40.0,2.61,38.0
Southern Europe,Bioenergy,Spain,2024,39.0,-6.43,35.0
Southern Europe,Bioenergy,Spain,2024,42.0,-8.07,35.0
Southern Europe,Bioenergy,Spain,2024,41.0,2.65,31.8
Southern Europe,Bioenergy,Spain,2024,40.0,-3.92,29.0
Southern Europe,Bioenergy,Spain,2024,37.0,-5.01,27.1
Southern Europe,Bioenergy,Spain,2024,38.0,-3.81,25.0
Southern Europe,Bioenergy,Spain,2024,42.0,1.35,25.0
Southern Europe,Bioenergy,Spain,2025,37.0,-6.26,137.0
Southern Europe,Bioenergy,Spain,2025,43.0,-8.2,100.0
Southern Europe,Bioenergy,Spain,2025,44.0,-6.95,77.0
Southern Europe,Bioenergy,Spain,2025,43.0,-2.73,57.0
Southern Europe,Bioenergy,Spain,2025,43.0,-1.37,54.5
Southern Europe,Bioenergy,Spain,2025,39.0,-3.86,50.0
Southern Europe,Bioenergy,Spain,2025,42.0,-1.35,50.0
Southern Europe,Bioenergy,Spain,2025,43.0,-6.84,50.0
Southern Europe,Bioenergy,Spain,2025,40.0,2.61,38.0
Southern Europe,Bioenergy,Spain,2025,39.0,-6.43,35.0
Southern Europe,Bioenergy,Spain,2025,42.0,-8.07,35.0
Southern Europe,Bioenergy,Spain,2025,41.0,2.65,31.8
Southern Europe,Bioenergy,Spain,2025,40.0,-3.92,29.0
Southern Europe,Bioenergy,Spain,2025,37.0,-5.01,27.1
Southern Europe,Bioenergy,Spain,2025,38.0,-3.81,25.0
Southern Europe,Bioenergy,Spain,2025,42.0,1.35,25.0
Southern Europe,Hydro,Bosnia and Herzegovina,2023,43.0,17.78,938.0
Southern Europe,Hydro,Bosnia and Herzegovina,2023,44.0,18.07,454.0
Southern Europe,Hydro,Bosnia and Herzegovina,2023,44.0,19.46,315.0
Southern Europe,Hydro,Bosnia and Herzegovina,2023,45.0,16.97,110.0
Southern Europe,Hydro,Bosnia and Herzegovina,2023,43.0,19.14,100.0
Southern Europe,Hydro,Bosnia and Herzegovina,2023,44.0,16.68,78.0
Southern Europe,Hydro,Bosnia and Herzegovina,2024,43.0,17.78,938.0
Southern Europe,Hydro,Bosnia and Herzegovina,2024,44.0,18.07,454.0
Southern Europe,Hydro,Bosnia and Herzegovina,2024,44.0,19.46,315.0
Southern Europe,Hydro,Bosnia and Herzegovina,2024,45.0,16.97,110.0
Southern Europe,Hydro,Bosnia and Herzegovina,2024,43.0,19.14,100.0
Southern Europe,Hydro,Bosnia and Herzegovina,2024,44.0,16.68,78.0
Southern Europe,Hydro,Bosnia and Herzegovina,2025,43.0,17.78,973.0
Southern Europe,Hydro,Bosnia and Herzegovina,2025,44.0,18.07,454.0
Southern Europe,Hydro,Bosnia and Herzegovina,2025,44.0,19.46,315.0
Southern Europe,Hydro,Bosnia and Herzegovina,2025,45.0,16.97,110.0
Southern Europe,Hydro,Bosnia and Herzegovina,2025,43.0,19.14,100.0
Southern Europe,Hydro,Bosnia and Herzegovina,2025,44.0,16.68,78.0
Southern Europe,Hydro,Croatia,2023,43.0,16.41,584.0
Southern Europe,Hydro,Croatia,2023,44.0,16.68,320.0
Southern Europe,Hydro,Croatia,2023,45.0,15.56,314.0
Southern Europe,Hydro,Croatia,2023,44.0,15.29,240.0
Southern Europe,Hydro,Croatia,2023,46.0,15.84,172.0
Southern Europe,Hydro,Croatia,2023,45.0,14.14,127.0
Southern Europe,Hydro,Croatia,2023,43.0,17.78,126.0
Southern Europe,Hydro,Croatia,2023,46.0,17.27,76.0
Southern Europe,Hydro,Croatia,2024,43.0,16.41,584.0
Southern Europe,Hydro,Croatia,2024,44.0,16.68,320.0
Southern Europe,Hydro,Croatia,2024,45.0,15.56,314.0
Southern Europe,Hydro,Croatia,2024,44.0,15.29,240.0
Southern Europe,Hydro,Croatia,2024,46.0,15.84,172.0
Southern Europe,Hydro,Croatia,2024,45.0,14.14,127.0
Southern Europe,Hydro,Croatia,2024,43.0,17.78,126.0
Southern Europe,Hydro,Croatia,2024,46.0,17.27,76.0
Southern Europe,Hydro,Croatia,2025,43.0,16.41,584.0
Southern Europe,Hydro,Croatia,2025,44.0,16.68,320.0
Southern Europe,Hydro,Croatia,2025,45.0,15.56,314.0
Southern Europe,Hydro,Croatia,2025,44.0,15.29,240.0
Southern Europe,Hydro,Croatia,2025,46.0,15.84,172.0
Southern Europe,Hydro,Croatia,2025,45.0,14.14,127.0
Southern Europe,Hydro,Croatia,2025,43.0,17.78,126.0
Southern Europe,Hydro,Croatia,2025,46.0,17.27,76.0
Southern Europe,Hydro,Greece,2023,39.0,21.87,1037.0
Southern Europe,Hydro,Greece,2023,40.0,22.19,952.0
Southern Europe,Hydro,Greece,2023,41.0,23.85,500.0
Southern Europe,Hydro,Greece,2023,39.0,20.59,300.0
Southern Europe,Hydro,Greece,2023,40.0,20.89,210.0
Southern Europe,Hydro,Greece,2023,38.0,21.57,70.0
Southern Europe,Hydro,Greece,2023,41.0,22.53,50.0
Southern Europe,Hydro,Greece,2024,39.0,21.87,1037.0
Southern Europe,Hydro,Greece,2024,40.0,22.19,952.0
Southern Europe,Hydro,Greece,2024,41.0,23.85,500.0
Southern Europe,Hydro,Greece,2024,39.0,20.59,300.0
Southern Europe,Hydro,Greece,2024,40.0,20.89,210.0
Southern Europe,Hydro,Greece,2024,38.0,21.57,70.0
Southern Europe,Hydro,Greece,2024,41.0,22.53,50.0
Southern Europe,Hydro,Greece,2025,39.0,21.87,1037.0
Southern Europe,Hydro,Greece,2025,40.0,22.19,952.0
Southern Europe,Hydro,Greece,2025,41.0,23.85,500.0
Southern Europe,Hydro,Greece,2025,39.0,20.59,300.0
Southern Europe,Hydro,Greece,2025,40.0,20.89,210.0
Southern Europe,Hydro,Greece,2025,38.0,21.57,70.0
Southern Europe,Hydro,Greece,2025,41.0,22.53,50.0
Southern Europe,Hydro,Italy,2023,46.0,10.08,4685.0
Southern Europe,Hydro,Italy,2023,46.0,8.64,1570.0
Southern Europe,Hydro,Italy,2023,44.0,6.95,1314.0
Southern Europe,Hydro,Italy,2023,46.0,11.52,1228.0
Southern Europe,Hydro,Italy,2023,41.0,14.58,1133.0
Southern Europe,Hydro,Italy,2023,46.0,12.96,1118.0
Southern Europe,Hydro,Italy,2023,39.0,16.73,754.0
Southern Europe,Hydro,Italy,2023,45.0,7.07,748.0
Southern Europe,Hydro,Italy,2023,43.0,13.67,739.0
Southern Europe,Hydro,Italy,2023,46.0,7.2,536.0
Southern Europe,Hydro,Italy,2023,47.0,10.26,516.0
Southern Europe,Hydro,Italy,2023,37.0,15.03,500.0
Southern Europe,Hydro,Italy,2023,47.0,11.73,451.0
Southern Europe,Hydro,Italy,2023,43.0,12.31,445.0
Southern Europe,Hydro,Italy,2023,44.0,11.12,311.0
Southern Europe,Hydro,Italy,2023,40.0,9.14,282.0
Southern Europe,Hydro,Italy,2023,40.0,15.66,230.0
Southern Europe,Hydro,Italy,2023,42.0,13.46,176.0
Southern Europe,Hydro,Italy,2023,42.0,14.8,118.0
Southern Europe,Hydro,Italy,2023,44.0,9.73,97.0
Southern Europe,Hydro,Italy,2023,45.0,9.9,90.0
Southern Europe,Hydro,Italy,2023,38.0,12.69,80.0
Southern Europe,Hydro,Italy,2023,38.0,15.23,65.0
Southern Europe,Hydro,Italy,2023,45.0,11.31,50.0
Southern Europe,Hydro,Italy,2024,46.0,10.08,4685.0
Southern Europe,Hydro,Italy,2024,46.0,8.64,1570.0
Southern Europe,Hydro,Italy,2024,44.0,6.95,1314.0
Southern Europe,Hydro,Italy,2024,46.0,11.52,1228.0
Southern Europe,Hydro,Italy,2024,41.0,14.58,1133.0
Southern Europe,Hydro,Italy,2024,46.0,12.96,1118.0
Southern Europe,Hydro,Italy,2024,39.0,16.73,754.0
Southern Europe,Hydro,Italy,2024,45.0,7.07,748.0
Southern Europe,Hydro,Italy,2024,43.0,13.67,739.0
Southern Europe,Hydro,Italy,2024,46.0,7.2,536.0
Southern Europe,Hydro,Italy,2024,47.0,10.26,516.0
Southern Europe,Hydro,Italy,2024,37.0,15.03,500.0
Southern Europe,Hydro,Italy,2024,47.0,11.73,451.0
Southern Europe,Hydro,Italy,2024,43.0,12.31,445.0
Southern Europe,Hydro,Italy,2024,44.0,11.12,311.0
Southern Europe,Hydro,Italy,2024,40.0,9.14,282.0
Southern Europe,Hydro,Italy,2024,40.0,15.66,230.0
Southern Europe,Hydro,Italy,2024,42.0,13.46,176.0
Southern Europe,Hydro,Italy,2024,42.0,14.8,118.0
Southern Europe,Hydro,Italy,2024,44.0,9.73,97.0
Southern Europe,Hydro,Italy,2024,45.0,9.9,90.0
Southern Europe,Hydro,Italy,2024,38.0,12.69,80.0
Southern Europe,Hydro,Italy,2024,38.0,15.23,65.0
Southern Europe,Hydro,Italy,2024,45.0,11.31,50.0
Southern Europe,Hydro,Italy,2025,46.0,10.08,4685.0
Southern Europe,Hydro,Italy,2025,46.0,8.64,1570.0
Southern Europe,Hydro,Italy,2025,44.0,6.95,1314.0
Southern Europe,Hydro,Italy,2025,46.0,11.52,1228.0
Southern Europe,Hydro,Italy,2025,41.0,14.58,1133.0
Southern Europe,Hydro,Italy,2025,46.0,12.96,1118.0
Southern Europe,Hydro,Italy,2025,39.0,16.73,754.0
Southern Europe,Hydro,Italy,2025,45.0,7.07,748.0
Southern Europe,Hydro,Italy,2025,43.0,13.67,739.0
Southern Europe,Hydro,Italy,2025,46.0,7.2,536.0
Southern Europe,Hydro,Italy,2025,47.0,10.26,516.0
Southern Europe,Hydro,Italy,2025,37.0,15.03,500.0
Southern Europe,Hydro,Italy,2025,47.0,11.73,451.0
Southern Europe,Hydro,Italy,2025,43.0,12.31,445.0
Southern Europe,Hydro,Italy,2025,44.0,11.12,311.0
Southern Europe,Hydro,Italy,2025,40.0,9.14,282.0
Southern Europe,Hydro,Italy,2025,40.0,15.66,230.0
Southern Europe,Hydro,Italy,2025,42.0,13.46,176.0
Southern Europe,Hydro,Italy,2025,42.0,14.8,118.0
Southern Europe,Hydro,Italy,2025,44.0,9.73,97.0
Southern Europe,Hydro,Italy,2025,45.0,9.9,90.0
Southern Europe,Hydro,Italy,2025,38.0,12.69,80.0
Southern Europe,Hydro,Italy,2025,38.0,15.23,65.0
Southern Europe,Hydro,Italy,2025,45.0,11.31,50.0
Southern Europe,Hydro,Montenegro,2023,43.0,19.14,649.0
Southern Europe,Hydro,Montenegro,2024,43.0,19.14,649.0
Southern Europe,Hydro,Montenegro,2025,43.0,19.14,649.0
Southern Europe,Hydro,North Macedonia,2023,42.0,20.18,166.0
Southern Europe,Hydro,North Macedonia,2023,42.0,21.53,118.0
Southern Europe,Hydro,North Macedonia,2023,41.0,22.53,114.0
Southern Europe,Hydro,North Macedonia,2023,41.0,19.88,84.0
Southern Europe,Hydro,North Macedonia,2023,41.0,21.2,42.0
Southern Europe,Hydro,North Macedonia,2024,42.0,20.18,166.0
Southern Europe,Hydro,North Macedonia,2024,42.0,21.53,118.0
Southern Europe,Hydro,North Macedonia,2024,41.0,22.53,114.0
Southern Europe,Hydro,North Macedonia,2024,41.0,19.88,84.0
Southern Europe,Hydro,North Macedonia,2024,41.0,21.2,42.0
Southern Europe,Hydro,North Macedonia,2025,42.0,20.18,166.0
Southern Europe,Hydro,North Macedonia,2025,42.0,21.53,118.0
Southern Europe,Hydro,North Macedonia,2025,41.0,22.53,114.0
Southern Europe,Hydro,North Macedonia,2025,41.0,19.88,84.0
Southern Europe,Hydro,North Macedonia,2025,41.0,21.2,42.0
Southern Europe,Hydro,Portugal,2023,42.0,-8.07,2380.0
Southern Europe,Hydro,Portugal,2023,41.0,-7.95,2198.0
Southern Europe,Hydro,Portugal,2023,41.0,-6.63,1629.0
Southern Europe,Hydro,Portugal,2023,40.0,-7.83,820.0
Southern Europe,Hydro,Portugal,2023,38.0,-7.61,515.0
Southern Europe,Hydro,Portugal,2023,39.0,-7.72,81.0
Southern Europe,Hydro,Portugal,2024,42.0,-8.07,2540.0
Southern Europe,Hydro,Portugal,2024,41.0,-7.95,2198.0
Southern Europe,Hydro,Portugal,2024,41.0,-6.63,1629.0
Southern Europe,Hydro,Portugal,2024,40.0,-7.83,820.0
Southern Europe,Hydro,Portugal,2024,38.0,-7.61,515.0
Southern Europe,Hydro,Portugal,2024,39.0,-7.72,81.0
Southern Europe,Hydro,Portugal,2025,42.0,-8.07,2540.0
Southern Europe,Hydro,Portugal,2025,41.0,-7.95,2198.0
Southern Europe,Hydro,Portugal,2025,41.0,-6.63,1629.0
Southern Europe,Hydro,Portugal,2025,40.0,-7.83,820.0
Southern Europe,Hydro,Portugal,2025,38.0,-7.61,515.0
Southern Europe,Hydro,Portugal,2025,39.0,-7.72,81.0
Southern Europe,Hydro,Serbia,2023,44.0,19.46,1211.0
Southern Europe,Hydro,Serbia,2023,43.0,19.14,102.0
Southern Europe,Hydro,Serbia,2023,43.0,23.24,80.0
Southern Europe,Hydro,Serbia,2023,43.0,21.88,51.0
Southern Europe,Hydro,Serbia,2023,43.0,20.51,36.0
Southern Europe,Hydro,Serbia,2024,44.0,19.46,1211.0
Southern Europe,Hydro,Serbia,2024,43.0,19.14,102.0
Southern Europe,Hydro,Serbia,2024,43.0,23.24,80.0
Southern Europe,Hydro,Serbia,2024,43.0,21.88,51.0
Southern Europe,Hydro,Serbia,2024,43.0,20.51,36.0
Southern Europe,Hydro,Serbia,2025,44.0,19.46,1211.0
Southern Europe,Hydro,Serbia,2025,43.0,19.14,102.0
Southern Europe,Hydro,Serbia,2025,43.0,23.24,80.0
Southern Europe,Hydro,Serbia,2025,43.0,21.88,51.0
Southern Europe,Hydro,Serbia,2025,43.0,20.51,36.0
Southern Europe,Hydro,Slovenia,2023,46.0,15.84,431.0
Southern Europe,Hydro,Slovenia,2023,46.0,12.96,212.0
Southern Europe,Hydro,Slovenia,2023,47.0,16.13,191.0
Southern Europe,Hydro,Slovenia,2023,47.0,14.66,128.0
Southern Europe,Hydro,Slovenia,2023,46.0,14.4,108.0
Southern Europe,Hydro,Slovenia,2024,46.0,15.84,431.0
Southern Europe,Hydro,Slovenia,2024,46.0,12.96,212.0
Southern Europe,Hydro,Slovenia,2024,47.0,16.13,191.0
Southern Europe,Hydro,Slovenia,2024,47.0,14.66,128.0
Southern Europe,Hydro,Slovenia,2024,46.0,14.4,108.0
Southern Europe,Hydro,Slovenia,2025,46.0,15.84,431.0
Southern Europe,Hydro,Slovenia,2025,46.0,12.96,212.0
Southern Europe,Hydro,Slovenia,2025,47.0,16.13,191.0
Southern Europe,Hydro,Slovenia,2025,47.0,14.66,128.0
Southern Europe,Hydro,Slovenia,2025,46.0,14.4,108.0
Southern Europe,Hydro,Spain,2023,41.0,-6.63,2791.0
Southern Europe,Hydro,Spain,2023,39.0,-1.29,1955.0
Southern Europe,Hydro,Spain,2023,42.0,-6.73,1610.0
Southern Europe,Hydro,Spain,2023,40.0,-6.53,1291.0
Southern Europe,Hydro,Spain,2023,42.0,-8.07,1146.0
Southern Europe,Hydro,Spain,2023,43.0,1.37,1076.0
Southern Europe,Hydro,Spain,2023,41.0,0.0,673.0
Southern Europe,Hydro,Spain,2023,43.0,-6.84,640.0
Southern Europe,Hydro,Spain,2023,40.0,-7.83,500.0
Southern Europe,Hydro,Spain,2023,37.0,-5.01,454.0
Southern Europe,Hydro,Spain,2023,40.0,-5.22,429.0
Southern Europe,Hydro,Spain,2023,43.0,-8.2,428.0
Southern Europe,Hydro,Spain,2023,43.0,0.0,409.0
Southern Europe,Hydro,Spain,2023,43.0,-4.1,360.0
Southern Europe,Hydro,Spain,2023,42.0,-5.38,329.0
Southern Europe,Hydro,Spain,2023,42.0,1.35,322.0
Southern Europe,Hydro,Spain,2023,40.0,-2.61,315.0
Southern Europe,Hydro,Spain,2023,43.0,-5.47,308.0
Southern Europe,Hydro,Spain,2023,42.0,0.0,249.0
Southern Europe,Hydro,Spain,2023,38.0,-6.35,240.0
Southern Europe,Hydro,Spain,2023,40.0,-3.92,182.0
Southern Europe,Hydro,Spain,2023,39.0,-5.15,157.0
Southern Europe,Hydro,Spain,2023,42.0,2.69,145.0
Southern Europe,Hydro,Spain,2023,43.0,-2.73,84.0
Southern Europe,Hydro,Spain,2023,28.0,-13.59,52.0
Southern Europe,Hydro,Spain,2023,38.0,-2.54,40.0
Southern Europe,Hydro,Spain,2023,40.0,-1.31,40.0
Southern Europe,Hydro,Spain,2023,38.0,-5.08,34.0
Southern Europe,Hydro,Spain,2024,41.0,-6.63,2791.0
Southern Europe,Hydro,Spain,2024,39.0,-1.29,1955.0
Southern Europe,Hydro,Spain,2024,42.0,-6.73,1610.0
Southern Europe,Hydro,Spain,2024,40.0,-6.53,1291.0
Southern Europe,Hydro,Spain,2024,42.0,-8.07,1146.0
Southern Europe,Hydro,Spain,2024,43.0,1.37,1076.0
Southern Europe,Hydro,Spain,2024,41.0,0.0,673.0
Southern Europe,Hydro,Spain,2024,43.0,-6.84,640.0
Southern Europe,Hydro,Spain,2024,40.0,-7.83,500.0
Southern Europe,Hydro,Spain,2024,37.0,-5.01,454.0
Southern Europe,Hydro,Spain,2024,40.0,-5.22,429.0
Southern Europe,Hydro,Spain,2024,43.0,-8.2,428.0
Southern Europe,Hydro,Spain,2024,43.0,0.0,409.0
Southern Europe,Hydro,Spain,2024,43.0,-4.1,360.0
Southern Europe,Hydro,Spain,2024,42.0,-5.38,329.0
Southern Europe,Hydro,Spain,2024,42.0,1.35,322.0
Southern Europe,Hydro,Spain,2024,40.0,-2.61,315.0
Southern Europe,Hydro,Spain,2024,43.0,-5.47,308.0
Southern Europe,Hydro,Spain,2024,42.0,0.0,249.0
Southern Europe,Hydro,Spain,2024,38.0,-6.35,240.0
Southern Europe,Hydro,Spain,2024,40.0,-3.92,182.0
Southern Europe,Hydro,Spain,2024,39.0,-5.15,157.0
Southern Europe,Hydro,Spain,2024,42.0,2.69,145.0
Southern Europe,Hydro,Spain,2024,43.0,-2.73,84.0
Southern Europe,Hydro,Spain,2024,28.0,-13.59,52.0
Southern Europe,Hydro,Spain,2024,38.0,-2.54,40.0
Southern Europe,Hydro,Spain,2024,40.0,-1.31,40.0
Southern Europe,Hydro,Spain,2024,38.0,-5.08,34.0
Southern Europe,Hydro,Spain,2025,41.0,-6.63,2791.0
Southern Europe,Hydro,Spain,2025,39.0,-1.29,1955.0
Southern Europe,Hydro,Spain,2025,42.0,-6.73,1610.0
Southern Europe,Hydro,Spain,2025,40.0,-6.53,1291.0
Southern Europe,Hydro,Spain,2025,42.0,-8.07,1146.0
Southern Europe,Hydro,Spain,2025,43.0,1.37,1076.0
Southern Europe,Hydro,Spain,2025,41.0,0.0,673.0
Southern Europe,Hydro,Spain,2025,43.0,-6.84,640.0
Southern Europe,Hydro,Spain,2025,40.0,-7.83,500.0
Southern Europe,Hydro,Spain,2025,37.0,-5.01,454.0
Southern Europe,Hydro,Spain,2025,40.0,-5.22,429.0
Southern Europe,Hydro,Spain,2025,43.0,-8.2,428.0
Southern Europe,Hydro,Spain,2025,43.0,0.0,409.0
Southern Europe,Hydro,Spain,2025,43.0,-4.1,360.0
Southern Europe,Hydro,Spain,2025,42.0,-5.38,329.0
Southern Europe,Hydro,Spain,2025,42.0,1.35,322.0
Southern Europe,Hydro,Spain,2025,40.0,-2.61,315.0
Southern Europe,Hydro,Spain,2025,43.0,-5.47,308.0
Southern Europe,Hydro,Spain,2025,42.0,0.0,249.0
Southern Europe,Hydro,Spain,2025,38.0,-6.35,240.0
Southern Europe,Hydro,Spain,2025,40.0,-3.92,182.0
Southern Europe,Hydro,Spain,2025,39.0,-5.15,157.0
Southern Europe,Hydro,Spain,2025,42.0,2.69,145.0
Southern Europe,Hydro,Spain,2025,43.0,-2.73,84.0
Southern Europe,Hydro,Spain,2025,28.0,-13.59,52.0
Southern Europe,Hydro,Spain,2025,38.0,-2.54,40.0
Southern Europe,Hydro,Spain,2025,40.0,-1.31,40.0
Southern Europe,Hydro,Spain,2025,38.0,-5.08,34.0
Southern Europe,Solar,Bosnia and Herzegovina,2023,43.0,17.78,152.3
Southern Europe,Solar,Bosnia and Herzegovina,2023,45.0,16.97,18.6
Southern Europe,Solar,Bosnia and Herzegovina,2023,45.0,18.38,5.9
Southern Europe,Solar,Bosnia and Herzegovina,2023,45.0,15.56,4.9
Southern Europe,Solar,Bosnia and Herzegovina,2023,44.0,18.07,4.7
Southern Europe,Solar,Bosnia and Herzegovina,2023,44.0,16.68,1.2
Southern Europe,Solar,Bosnia and Herzegovina,2024,43.0,17.78,340.3
Southern Europe,Solar,Bosnia and Herzegovina,2024,45.0,18.38,48.1
Southern Europe,Solar,Bosnia and Herzegovina,2024,45.0,16.97,37.8
Southern Europe,Solar,Bosnia and Herzegovina,2024,44.0,16.68,29.2
Southern Europe,Solar,Bosnia and Herzegovina,2024,44.0,18.07,8.0
Southern Europe,Solar,Bosnia and Herzegovina,2024,45.0,15.56,4.9
Southern Europe,Solar,Bosnia and Herzegovina,2024,43.0,19.14,2.2
Southern Europe,Solar,Bosnia and Herzegovina,2025,43.0,17.78,405.7
Southern Europe,Solar,Bosnia and Herzegovina,2025,45.0,18.38,51.7
Southern Europe,Solar,Bosnia and Herzegovina,2025,45.0,16.97,37.8
Southern Europe,Solar,Bosnia and Herzegovina,2025,44.0,16.68,29.2
Southern Europe,Solar,Bosnia and Herzegovina,2025,44.0,18.07,8.0
Southern Europe,Solar,Bosnia and Herzegovina,2025,45.0,15.56,4.9
Southern Europe,Solar,Bosnia and Herzegovina,2025,43.0,19.14,2.2
Southern Europe,Solar,Croatia,2023,46.0,17.27,64.5
Southern Europe,Solar,Croatia,2023,46.0,15.84,47.8
Southern Europe,Solar,Croatia,2023,44.0,16.68,26.2
Southern Europe,Solar,Croatia,2023,44.0,15.29,19.4
Southern Europe,Solar,Croatia,2023,46.0,18.71,18.4
Southern Europe,Solar,Croatia,2023,45.0,14.14,13.3
Southern Europe,Solar,Croatia,2023,45.0,18.38,12.2
Southern Europe,Solar,Croatia,2023,43.0,16.41,3.8
Southern Europe,Solar,Croatia,2023,45.0,16.97,2.1
Southern Europe,Solar,Croatia,2023,45.0,15.56,1.8
Southern Europe,Solar,Croatia,2024,46.0,17.27,73.2
Southern Europe,Solar,Croatia,2024,44.0,16.68,55.4
Southern Europe,Solar,Croatia,2024,46.0,15.84,52.2
Southern Europe,Solar,Croatia,2024,46.0,18.71,30.8
Southern Europe,Solar,Croatia,2024,44.0,15.29,19.4
Southern Europe,Solar,Croatia,2024,45.0,14.14,16.2
Southern Europe,Solar,Croatia,2024,45.0,18.38,14.1
Southern Europe,Solar,Croatia,2024,43.0,16.41,3.8
Southern Europe,Solar,Croatia,2024,45.0,16.97,2.1
Southern Europe,Solar,Croatia,2024,45.0,15.56,1.8
Southern Europe,Solar,Croatia,2025,46.0,17.27,73.2
Southern Europe,Solar,Croatia,2025,44.0,16.68,55.4
Southern Europe,Solar,Croatia,2025,46.0,15.84,52.2
Southern Europe,Solar,Croatia,2025,46.0,18.71,33.4
Southern Europe,Solar,Croatia,2025,44.0,15.29,19.4
Southern Europe,Solar,Croatia,2025,45.0,14.14,16.2
Southern Europe,Solar,Croatia,2025,45.0,18.38,14.1
Southern Europe,Solar,Croatia,2025,43.0,16.41,3.8
Southern Europe,Solar,Croatia,2025,45.0,16.97,2.1
Southern Europe,Solar,Croatia,2025,45.0,15.56,1.8
Southern Europe,Solar,Greece,2023,40.0,22.19,980.2
Southern Europe,Solar,Greece,2023,41.0,22.53,681.9
Southern Europe,Solar,Greece,2023,39.0,21.87,550.7
Southern Europe,Solar,Greece,2023,39.0,23.16,485.6
Southern Europe,Solar,Greece,2023,39.0,20.59,358.4
Southern Europe,Solar,Greece,2023,38.0,22.84,263.0
Southern Europe,Solar,Greece,2023,41.0,23.85,248.6
Southern Europe,Solar,Greece,2023,41.0,25.18,230.0
Southern Europe,Solar,Greece,2023,40.0,23.5,190.6
Southern Europe,Solar,Greece,2023,38.0,21.57,190.2
Southern Europe,Solar,Greece,2023,41.0,21.2,184.2
Southern Europe,Solar,Greece,2023,37.0,22.54,175.9
Southern Europe,Solar,Greece,2023,41.0,26.5,131.9
Southern Europe,Solar,Greece,2023,38.0,24.11,102.1
Southern Europe,Solar,Greece,2023,40.0,20.89,36.8
Southern Europe,Solar,Greece,2023,37.0,21.29,20.9
Southern Europe,Solar,Greece,2023,38.0,20.3,12.0
Southern Europe,Solar,Greece,2023,40.0,19.58,8.0
Southern Europe,Solar,Greece,2023,42.0,26.91,7.7
Southern Europe,Solar,Greece,2023,37.0,23.79,6.5
Southern Europe,Solar,Greece,2023,42.0,25.57,3.5
Southern Europe,Solar,Greece,2023,39.0,19.3,1.0
Southern Europe,Solar,Greece,2024,40.0,22.19,1181.2
Southern Europe,Solar,Greece,2024,39.0,21.87,779.7
Southern Europe,Solar,Greece,2024,41.0,22.53,684.9
Southern Europe,Solar,Greece,2024,39.0,23.16,492.6
Southern Europe,Solar,Greece,2024,39.0,20.59,436.4
Southern Europe,Solar,Greece,2024,41.0,23.85,402.4
Southern Europe,Solar,Greece,2024,38.0,22.84,345.7
Southern Europe,Solar,Greece,2024,37.0,22.54,245.9
Southern Europe,Solar,Greece,2024,41.0,25.18,241.0
Southern Europe,Solar,Greece,2024,40.0,23.5,191.6
Southern Europe,Solar,Greece,2024,38.0,21.57,190.2
Southern Europe,Solar,Greece,2024,41.0,21.2,185.2
Southern Europe,Solar,Greece,2024,41.0,26.5,132.9
Southern Europe,Solar,Greece,2024,38.0,24.11,108.1
Southern Europe,Solar,Greece,2024,40.0,20.89,36.8
Southern Europe,Solar,Greece,2024,37.0,21.29,20.9
Southern Europe,Solar,Greece,2024,38.0,20.3,12.0
Southern Europe,Solar,Greece,2024,40.0,19.58,8.0
Southern Europe,Solar,Greece,2024,42.0,26.91,7.7
Southern Europe,Solar,Greece,2024,37.0,23.79,6.5
Southern Europe,Solar,Greece,2024,42.0,25.57,3.5
Southern Europe,Solar,Greece,2024,39.0,19.3,1.0
Southern Europe,Solar,Greece,2025,40.0,22.19,1433.2
Southern Europe,Solar,Greece,2025,39.0,21.87,779.7
Southern Europe,Solar,Greece,2025,41.0,22.53,686.9
Southern Europe,Solar,Greece,2025,39.0,23.16,494.6
Southern Europe,Solar,Greece,2025,39.0,20.59,437.4
Southern Europe,Solar,Greece,2025,41.0,23.85,402.4
Southern Europe,Solar,Greece,2025,38.0,22.84,345.7
Southern Europe,Solar,Greece,2025,37.0,22.54,245.9
Southern Europe,Solar,Greece,2025,41.0,25.18,241.0
Southern Europe,Solar,Greece,2025,40.0,23.5,192.6
Southern Europe,Solar,Greece,2025,38.0,21.57,190.2
Southern Europe,Solar,Greece,2025,41.0,21.2,188.2
Southern Europe,Solar,Greece,2025,41.0,26.5,134.9
Southern Europe,Solar,Greece,2025,38.0,24.11,109.1
Southern Europe,Solar,Greece,2025,40.0,20.89,36.8
Southern Europe,Solar,Greece,2025,37.0,21.29,20.9
Southern Europe,Solar,Greece,2025,38.0,20.3,12.0
Southern Europe,Solar,Greece,2025,40.0,19.58,8.0
Southern Europe,Solar,Greece,2025,42.0,26.91,7.7
Southern Europe,Solar,Greece,2025,37.0,23.79,6.5
Southern Europe,Solar,Greece,2025,42.0,25.57,3.5
Southern Europe,Solar,Greece,2025,39.0,19.3,1.0
