time,temperature_2m_max,precipitation_sum,shortwave_radiation_sum,wind_speed_10m_mean,soil_moisture_28_to_100cm_mean,latitude,longitude
2018-01-01,9.9,2.6,2.15,23.7,0.387,54.0,15.0
2018-01-02,4.7,3.0,1.43,11.4,0.386,54.0,15.0
2018-01-03,4.9,12.3,0.38,22.5,0.386,54.0,15.0
2018-01-04,5.5,4.1,1.62,21.1,0.389,54.0,15.0
2018-01-05,6.9,5.6,0.94,22.7,0.394,54.0,15.0
2018-01-06,6.0,3.4,1.8,14.5,0.397,54.0,15.0
2018-01-07,2.5,0.0,2.71,10.9,0.398,54.0,15.0
2018-01-08,-1.7,0.0,2.33,5.8,0.398,54.0,15.0
2018-01-09,3.8,0.9,3.37,23.7,0.397,54.0,15.0
2018-01-10,5.0,2.3,1.97,14.2,0.397,54.0,15.0
2018-01-11,2.1,4.0,1.69,11.2,0.396,54.0,15.0
2018-01-12,1.6,0.1,1.61,14.7,0.397,54.0,15.0
2018-01-13,-1.1,0.0,1.95,15.9,0.397,54.0,15.0
2018-01-14,-1.0,0.0,3.57,16.0,0.397,54.0,15.0
2018-01-15,0.2,0.0,3.87,25.4,0.397,54.0,15.0
2018-01-16,3.5,4.9,1.54,21.9,0.397,54.0,15.0
2018-01-17,2.0,1.2,2.11,17.8,0.396,54.0,15.0
2018-01-18,2.5,9.4,1.51,20.0,0.396,54.0,15.0
2018-01-19,2.2,2.1,2.8,11.4,0.395,54.0,15.0
2018-01-20,2.0,1.0,2.86,9.7,0.394,54.0,15.0
2018-01-21,2.1,0.4,3.35,5.1,0.395,54.0,15.0
2018-01-22,0.7,0.0,3.21,16.4,0.396,54.0,15.0
2018-01-23,2.1,0.0,4.51,15.1,0.395,54.0,15.0
2018-01-24,9.2,1.7,2.74,25.5,0.394,54.0,15.0
2018-01-25,9.6,0.4,2.47,16.1,0.394,54.0,15.0
2018-01-26,5.9,4.6,0.95,5.3,0.393,54.0,15.0
2018-01-27,5.6,0.5,2.37,14.0,0.393,54.0,15.0
2018-01-28,7.8,4.1,3.64,29.6,0.393,54.0,15.0
2018-01-29,9.5,7.8,0.84,30.3,0.393,54.0,15.0
2018-01-30,5.4,0.4,3.8,30.0,0.395,54.0,15.0
2018-01-31,7.6,8.0,1.51,21.3,0.396,54.0,15.0
2018-02-01,5.0,1.2,4.76,17.1,0.398,54.0,15.0
2018-02-02,4.5,0.3,3.87,13.3,0.399,54.0,15.0
2018-02-03,2.2,1.8,2.55,10.4,0.4,54.0,15.0
2018-02-04,3.4,1.1,4.84,13.7,0.398,54.0,15.0
2018-02-05,0.6,1.6,5.28,9.6,0.397,54.0,15.0
2018-02-06,-0.8,3.8,2.49,6.9,0.396,54.0,15.0
2018-02-07,-0.7,0.0,6.72,8.0,0.391,54.0,15.0
2018-02-08,-0.2,0.0,6.95,6.5,0.39,54.0,15.0
2018-02-09,0.5,0.0,6.46,8.2,0.388,54.0,15.0
2018-02-10,-0.1,0.2,3.1,9.5,0.387,54.0,15.0
2018-02-11,4.5,1.0,5.7,18.2,0.386,54.0,15.0
2018-02-12,3.7,0.3,5.93,20.0,0.385,54.0,15.0
2018-02-13,2.7,0.5,5.68,11.8,0.384,54.0,15.0
2018-02-14,3.2,0.0,6.49,7.0,0.383,54.0,15.0
2018-02-15,2.5,1.2,6.62,17.3,0.381,54.0,15.0
2018-02-16,5.4,1.0,7.62,19.5,0.38,54.0,15.0
2018-02-17,3.1,0.4,5.44,13.0,0.379,54.0,15.0
2018-02-18,3.2,0.0,5.08,7.6,0.377,54.0,15.0
2018-02-19,3.8,0.0,5.57,10.6,0.376,54.0,15.0
2018-02-20,3.7,0.0,7.02,12.0,0.375,54.0,15.0
2018-02-21,2.0,0.3,6.85,7.3,0.374,54.0,15.0
2018-02-22,2.0,0.9,6.66,8.3,0.374,54.0,15.0
2018-02-23,0.8,0.1,9.28,10.3,0.375,54.0,15.0
2018-02-24,0.1,0.0,8.91,21.7,0.374,54.0,15.0
2018-02-25,-0.9,0.9,8.83,8.6,0.375,54.0,15.0
2018-02-26,-2.5,0.2,8.73,9.0,0.374,54.0,15.0
2018-02-27,-5.7,0.9,7.33,16.6,0.375,54.0,15.0
2018-02-28,-7.1,0.0,11.34,17.3,0.373,54.0,15.0
2018-03-01,-6.0,0.0,9.84,14.2,0.372,54.0,15.0
2018-03-02,-7.3,0.0,11.53,11.3,0.37,54.0,15.0
2018-03-03,-3.5,0.0,7.38,9.3,0.367,54.0,15.0
2018-03-04,0.4,0.0,12.0,12.4,0.366,54.0,15.0
2018-03-05,4.6,0.1,5.72,12.9,0.365,54.0,15.0
2018-03-06,7.1,0.0,10.57,10.3,0.364,54.0,15.0
2018-03-07,2.2,8.7,2.74,9.4,0.363,54.0,15.0
2018-03-08,4.7,0.6,5.13,14.6,0.362,54.0,15.0
2018-03-09,4.5,4.0,5.83,17.6,0.361,54.0,15.0
2018-03-10,7.5,2.2,6.81,9.4,0.361,54.0,15.0
2018-03-11,15.6,1.0,10.32,11.9,0.361,54.0,15.0
2018-03-12,9.8,1.4,6.22,8.8,0.361,54.0,15.0
2018-03-13,7.9,9.6,2.08,16.1,0.365,54.0,15.0
2018-03-14,2.7,4.3,4.01,14.4,0.367,54.0,15.0
2018-03-15,2.5,0.0,9.21,18.7,0.369,54.0,15.0
2018-03-16,0.3,0.0,12.18,28.9,0.37,54.0,15.0
2018-03-17,-1.0,0.0,14.09,27.4,0.374,54.0,15.0
2018-03-18,1.9,0.0,15.59,20.5,0.373,54.0,15.0
2018-03-19,2.7,0.0,15.56,7.6,0.373,54.0,15.0
2018-03-20,2.8,1.4,9.66,12.9,0.372,54.0,15.0
2018-03-21,5.2,0.6,14.34,12.7,0.37,54.0,15.0
2018-03-22,2.7,6.0,4.88,15.9,0.369,54.0,15.0
2018-03-23,3.4,0.6,7.55,6.4,0.368,54.0,15.0
2018-03-24,5.8,0.0,8.16,4.9,0.367,54.0,15.0
2018-03-25,8.4,0.0,12.18,5.5,0.365,54.0,15.0
2018-03-26,3.7,1.0,4.27,7.7,0.364,54.0,15.0
2018-03-27,6.0,0.0,12.55,7.6,0.363,54.0,15.0
2018-03-28,6.0,0.1,12.91,17.8,0.361,54.0,15.0
2018-03-29,3.8,8.7,3.93,21.8,0.36,54.0,15.0
2018-03-30,3.7,0.2,10.32,15.9,0.36,54.0,15.0
2018-03-31,4.6,0.6,11.65,21.4,0.36,54.0,15.0
2018-04-01,2.7,16.3,2.7,26.3,0.36,54.0,15.0
2018-04-02,5.0,0.0,18.21,17.2,0.361,54.0,15.0
2018-04-03,12.7,3.5,8.28,14.4,0.363,54.0,15.0
2018-04-04,16.5,0.1,17.19,14.1,0.366,54.0,15.0
2018-04-05,13.3,1.7,13.25,18.9,0.367,54.0,15.0
2018-04-06,8.6,0.0,19.37,17.7,0.367,54.0,15.0
2018-04-07,15.5,0.0,19.46,20.6,0.369,54.0,15.0
2018-04-08,19.0,0.0,19.44,16.9,0.364,54.0,15.0
2018-04-09,15.6,0.0,19.29,7.8,0.363,54.0,15.0
2018-04-10,10.7,0.0,18.73,23.4,0.361,54.0,15.0
2018-04-11,12.2,0.0,18.14,21.1,0.36,54.0,15.0
2018-04-12,17.4,0.0,16.91,19.7,0.358,54.0,15.0
2018-04-13,22.2,1.1,17.94,17.9,0.356,54.0,15.0
2018-04-14,13.5,1.2,7.5,17.2,0.352,54.0,15.0
2018-04-15,14.3,0.0,18.01,10.7,0.351,54.0,15.0
2018-04-16,8.0,1.0,5.72,9.2,0.349,54.0,15.0
2018-04-17,10.9,0.0,16.09,8.9,0.347,54.0,15.0
2018-04-18,19.8,0.0,21.07,10.4,0.347,54.0,15.0
2018-04-19,15.9,0.0,20.98,6.9,0.345,54.0,15.0
2018-04-20,23.7,0.0,21.75,14.6,0.341,54.0,15.0
2018-04-21,13.2,0.0,22.54,15.7,0.336,54.0,15.0
2018-04-22,15.7,0.0,21.29,9.3,0.332,54.0,15.0
2018-04-23,20.3,7.4,16.97,17.2,0.327,54.0,15.0
2018-04-24,14.6,0.5,10.03,20.5,0.325,54.0,15.0
2018-04-25,16.6,13.5,11.08,18.1,0.324,54.0,15.0
2018-04-26,11.2,3.1,16.17,16.3,0.323,54.0,15.0
2018-04-27,13.8,0.4,18.72,13.9,0.322,54.0,15.0
2018-04-28,18.0,0.0,21.87,7.0,0.324,54.0,15.0
2018-04-29,16.0,0.0,20.72,11.4,0.318,54.0,15.0
2018-04-30,24.7,0.8,20.24,18.1,0.314,54.0,15.0
2018-05-01,16.3,0.0,19.34,22.5,0.311,54.0,15.0
2018-05-02,14.8,0.2,18.58,8.9,0.31,54.0,15.0
2018-05-03,15.0,0.7,20.4,11.9,0.308,54.0,15.0
2018-05-04,12.4,0.0,24.94,9.1,0.306,54.0,15.0
2018-05-05,13.0,0.0,24.04,8.9,0.303,54.0,15.0
2018-05-06,15.9,0.0,25.1,7.6,0.3,54.0,15.0
2018-05-07,19.2,0.0,25.3,9.4,0.295,54.0,15.0
2018-05-08,21.2,0.0,25.43,12.6,0.291,54.0,15.0
2018-05-09,23.2,0.0,25.44,14.9,0.286,54.0,15.0
2018-05-10,25.9,3.4,21.82,12.8,0.282,54.0,15.0
2018-05-11,15.1,6.3,7.65,9.6,0.283,54.0,15.0
2018-05-12,16.5,0.0,15.41,9.3,0.283,54.0,15.0
2018-05-13,24.3,0.0,26.33,14.8,0.284,54.0,15.0
2018-05-14,23.2,0.0,25.51,13.2,0.28,54.0,15.0
2018-05-15,15.2,0.3,12.91,13.4,0.278,54.0,15.0
2018-05-16,17.6,0.0,21.08,11.7,0.278,54.0,15.0
2018-05-17,17.2,0.0,25.94,12.2,0.278,54.0,15.0
2018-05-18,14.2,0.0,26.53,12.3,0.278,54.0,15.0
2018-05-19,16.0,0.0,26.87,10.7,0.278,54.0,15.0
2018-05-20,16.0,0.0,28.41,12.7,0.275,54.0,15.0
2018-05-21,19.9,0.0,25.78,14.6,0.273,54.0,15.0
2018-05-22,20.3,0.3,24.54,10.0,0.271,54.0,15.0
2018-05-23,17.4,0.0,27.66,13.2,0.27,54.0,15.0
2018-05-24,19.7,0.0,27.66,16.8,0.268,54.0,15.0
2018-05-25,17.0,0.0,26.86,15.1,0.268,54.0,15.0
2018-05-26,19.8,1.7,21.7,9.2,0.268,54.0,15.0
2018-05-27,23.4,0.9,22.7,11.0,0.266,54.0,15.0
2018-05-28,28.0,0.0,22.87,13.3,0.266,54.0,15.0
2018-05-29,27.6,0.0,28.18,14.3,0.265,54.0,15.0
2018-05-30,27.8,0.0,23.27,11.1,0.264,54.0,15.0
2018-05-31,24.8,0.0,24.36,15.5,0.264,54.0,15.0
2018-06-01,26.0,0.6,24.26,8.4,0.264,54.0,15.0
2018-06-02,22.6,0.0,27.52,7.6,0.267,54.0,15.0
2018-06-03,21.9,0.0,28.45,9.4,0.267,54.0,15.0
2018-06-04,20.3,0.0,27.09,15.7,0.268,54.0,15.0
2018-06-05,18.9,0.0,25.59,15.8,0.266,54.0,15.0
2018-06-06,20.7,0.0,28.99,11.8,0.263,54.0,15.0
2018-06-07,24.3,0.0,29.3,11.9,0.261,54.0,15.0
2018-06-08,24.3,0.0,29.22,12.2,0.259,54.0,15.0
2018-06-09,26.4,0.0,27.07,11.5,0.257,54.0,15.0
2018-06-10,29.3,1.1,22.78,8.8,0.258,54.0,15.0
2018-06-11,19.4,0.0,25.33,18.2,0.272,54.0,15.0
2018-06-12,18.4,0.3,18.76,15.2,0.272,54.0,15.0
2018-06-13,17.7,0.7,13.41,13.3,0.275,54.0,15.0
2018-06-14,18.7,0.6,21.66,10.2,0.275,54.0,15.0
2018-06-15,18.2,0.7,18.79,7.4,0.275,54.0,15.0
2018-06-16,22.1,0.8,23.94,10.2,0.274,54.0,15.0
2018-06-17,24.9,0.6,21.61,13.2,0.272,54.0,15.0
2018-06-18,21.3,0.9,17.95,5.6,0.27,54.0,15.0
2018-06-19,22.0,0.5,22.08,17.7,0.269,54.0,15.0
2018-06-20,24.2,0.1,23.06,14.5,0.268,54.0,15.0
2018-06-21,22.8,12.1,14.61,18.8,0.265,54.0,15.0
2018-06-22,16.8,1.2,23.68,23.5,0.266,54.0,15.0
2018-06-23,17.1,3.0,21.15,21.6,0.267,54.0,15.0
2018-06-24,17.1,1.1,23.21,13.9,0.268,54.0,15.0
2018-06-25,20.0,0.0,26.51,16.1,0.269,54.0,15.0
2018-06-26,19.8,0.1,24.03,14.4,0.268,54.0,15.0
2018-06-27,19.9,0.3,25.2,14.7,0.268,54.0,15.0
2018-06-28,21.3,0.0,28.62,15.7,0.266,54.0,15.0
2018-06-29,19.9,0.0,26.79,16.4,0.264,54.0,15.0
2018-06-30,17.3,0.1,23.88,14.7,0.263,54.0,15.0
2018-07-01,16.8,0.1,24.09,18.1,0.262,54.0,15.0
2018-07-02,19.1,0.2,26.09,12.9,0.261,54.0,15.0
2018-07-03,21.7,0.0,27.11,13.2,0.259,54.0,15.0
2018-07-04,23.1,0.0,29.06,10.1,0.255,54.0,15.0
2018-07-05,20.8,0.0,27.08,12.6,0.254,54.0,15.0
2018-07-06,20.9,0.7,19.81,18.2,0.253,54.0,15.0
2018-07-07,19.9,0.9,18.86,16.5,0.253,54.0,15.0
2018-07-08,20.5,0.0,27.59,10.2,0.252,54.0,15.0
2018-07-09,20.7,0.0,24.12,14.0,0.251,54.0,15.0
2018-07-10,19.8,9.2,11.84,9.7,0.252,54.0,15.0
2018-07-11,18.9,38.7,6.84,10.1,0.252,54.0,15.0
2018-07-12,20.6,25.8,11.64,18.9,0.255,54.0,15.0
2018-07-13,22.0,0.5,23.34,10.4,0.26,54.0,15.0
2018-07-14,19.1,0.0,24.89,18.9,0.264,54.0,15.0
2018-07-15,19.8,0.0,25.32,11.7,0.266,54.0,15.0
2018-07-16,22.9,0.0,26.72,9.7,0.266,54.0,15.0
2018-07-17,21.0,13.3,10.11,15.5,0.265,54.0,15.0
2018-07-18,19.9,42.5,7.31,18.8,0.272,54.0,15.0
2018-07-19,20.9,3.2,17.89,19.9,0.282,54.0,15.0
2018-07-20,20.8,0.0,26.7,11.9,0.286,54.0,15.0
2018-07-21,21.5,0.0,23.89,11.5,0.289,54.0,15.0
2018-07-22,24.7,0.1,25.46,6.7,0.288,54.0,15.0
2018-07-23,23.3,0.0,24.54,10.5,0.288,54.0,15.0
2018-07-24,25.3,0.2,23.54,8.0,0.287,54.0,15.0
2018-07-25,26.0,0.0,24.9,7.0,0.282,54.0,15.0
2018-07-26,26.0,0.0,25.35,9.4,0.28,54.0,15.0
2018-07-27,26.4,0.3,23.95,14.9,0.278,54.0,15.0
2018-07-28,27.4,0.6,22.09,7.8,0.277,54.0,15.0
2018-07-29,23.5,17.1,13.11,11.2,0.276,54.0,15.0
2018-07-30,25.1,0.1,16.07,7.0,0.275,54.0,15.0
2018-07-31,30.0,0.0,24.13,8.6,0.271,54.0,15.0
2018-08-01,30.1,0.0,22.01,9.9,0.269,54.0,15.0
2018-08-02,24.6,0.1,17.71,10.8,0.269,54.0,15.0
2018-08-03,26.2,0.0,24.87,7.3,0.268,54.0,15.0
2018-08-04,25.3,0.5,18.24,9.4,0.266,54.0,15.0
2018-08-05,21.5,2.4,18.82,20.7,0.266,54.0,15.0
2018-08-06,22.8,2.8,22.11,13.2,0.266,54.0,15.0
2018-08-07,29.9,0.0,24.18,15.0,0.265,54.0,15.0
2018-08-08,33.3,0.0,21.27,15.9,0.263,54.0,15.0
2018-08-09,26.4,0.8,22.12,13.7,0.261,54.0,15.0
2018-08-10,22.2,0.1,15.36,16.7,0.262,54.0,15.0
2018-08-11,23.2,1.1,17.37,20.5,0.265,54.0,15.0
2018-08-12,22.9,0.3,19.71,15.9,0.269,54.0,15.0
2018-08-13,26.6,0.0,19.14,11.8,0.269,54.0,15.0
2018-08-14,23.0,0.6,18.26,15.1,0.271,54.0,15.0
2018-08-15,21.5,5.1,16.91,14.4,0.271,54.0,15.0
2018-08-16,25.9,0.0,18.22,11.1,0.272,54.0,15.0
2018-08-17,29.0,1.6,20.65,14.6,0.269,54.0,15.0
2018-08-18,21.9,0.1,22.09,8.7,0.268,54.0,15.0
2018-08-19,23.4,0.0,19.4,9.4,0.268,54.0,15.0
2018-08-20,22.7,1.6,15.72,19.7,0.268,54.0,15.0
2018-08-21,19.7,0.1,16.41,12.1,0.266,54.0,15.0
2018-08-22,24.0,0.0,21.53,6.0,0.263,54.0,15.0
2018-08-23,28.2,0.0,21.19,8.0,0.26,54.0,15.0
2018-08-24,22.9,8.8,12.05,12.3,0.258,54.0,15.0
2018-08-25,19.4,4.7,14.3,13.9,0.258,54.0,15.0
2018-08-26,18.3,0.2,18.19,13.2,0.26,54.0,15.0
2018-08-27,21.3,3.1,9.5,18.0,0.261,54.0,15.0
2018-08-28,19.5,1.4,15.07,12.3,0.263,54.0,15.0
2018-08-29,23.3,0.0,16.84,10.1,0.263,54.0,15.0
2018-08-30,22.7,6.2,9.82,11.5,0.263,54.0,15.0
2018-08-31,18.8,7.1,11.89,18.3,0.263,54.0,15.0
2018-09-01,19.3,0.7,15.28,9.6,0.263,54.0,15.0
2018-09-02,21.8,0.0,17.07,14.7,0.263,54.0,15.0
2018-09-03,22.8,0.0,18.54,16.5,0.262,54.0,15.0
2018-09-04,20.4,0.2,12.12,13.2,0.261,54.0,15.0
2018-09-05,20.3,0.4,14.44,11.4,0.262,54.0,15.0
2018-09-06,20.3,1.5,13.71,10.3,0.263,54.0,15.0
2018-09-07,23.5,0.4,13.46,10.9,0.263,54.0,15.0
2018-09-08,19.3,0.0,16.72,12.8,0.264,54.0,15.0
2018-09-09,22.6,0.0,14.73,9.5,0.264,54.0,15.0
2018-09-10,24.1,0.3,11.73,10.5,0.261,54.0,15.0
2018-09-11,21.1,6.2,4.34,13.8,0.26,54.0,15.0
2018-09-12,19.1,2.4,4.78,14.5,0.26,54.0,15.0
2018-09-13,17.3,0.0,13.11,7.3,0.261,54.0,15.0
2018-09-14,18.3,0.0,15.54,6.5,0.262,54.0,15.0
2018-09-15,18.6,0.8,12.98,17.1,0.26,54.0,15.0
2018-09-16,17.9,0.1,13.53,10.6,0.26,54.0,15.0
2018-09-17,23.4,0.0,14.76,11.3,0.259,54.0,15.0
2018-09-18,26.7,0.0,15.27,13.7,0.259,54.0,15.0
2018-09-19,24.4,0.0,14.75,11.9,0.256,54.0,15.0
2018-09-20,24.6,0.0,12.11,12.5,0.256,54.0,15.0
2018-09-21,28.9,3.9,12.64,23.5,0.256,54.0,15.0
2018-09-22,16.0,0.3,11.23,26.2,0.257,54.0,15.0
2018-09-23,14.3,4.3,9.31,17.9,0.26,54.0,15.0
2018-09-24,13.1,13.3,7.92,26.3,0.261,54.0,15.0
2018-09-25,12.6,2.2,10.74,16.5,0.262,54.0,15.0
2018-09-26,16.0,0.2,5.12,26.5,0.263,54.0,15.0
2018-09-27,19.5,0.7,9.61,24.1,0.263,54.0,15.0
2018-09-28,16.8,2.3,9.97,24.6,0.263,54.0,15.0
2018-09-29,13.1,0.1,10.07,12.1,0.264,54.0,15.0
2018-09-30,15.0,0.0,12.11,13.4,0.266,54.0,15.0
2018-10-01,13.7,7.9,7.98,9.7,0.265,54.0,15.0
2018-10-02,9.8,2.7,4.4,27.4,0.265,54.0,15.0
2018-10-03,12.1,14.7,7.5,33.5,0.265,54.0,15.0
2018-10-04,13.3,1.1,6.04,17.9,0.266,54.0,15.0
2018-10-05,18.7,0.2,10.09,17.0,0.267,54.0,15.0
2018-10-06,19.1,0.0,11.65,12.5,0.267,54.0,15.0
2018-10-07,13.2,1.7,4.82,15.8,0.267,54.0,15.0
2018-10-08,12.6,0.0,9.7,11.1,0.266,54.0,15.0
2018-10-09,15.5,0.0,8.02,12.0,0.266,54.0,15.0
2018-10-10,20.0,0.0,10.53,9.4,0.265,54.0,15.0
2018-10-11,21.5,0.0,10.61,20.1,0.263,54.0,15.0
2018-10-12,21.7,0.0,10.53,15.6,0.262,54.0,15.0
2018-10-13,22.2,0.0,10.26,14.2,0.26,54.0,15.0
2018-10-14,21.5,0.0,10.16,20.5,0.258,54.0,15.0
2018-10-15,20.2,0.0,9.94,16.0,0.258,54.0,15.0
2018-10-16,20.4,0.0,9.51,8.1,0.258,54.0,15.0
2018-10-17,19.4,0.0,9.31,5.6,0.259,54.0,15.0
2018-10-18,15.4,0.5,7.42,10.1,0.26,54.0,15.0
2018-10-19,13.1,0.2,7.11,9.9,0.26,54.0,15.0
2018-10-20,11.7,1.8,3.37,13.4,0.263,54.0,15.0
2018-10-21,13.2,0.0,6.75,10.9,0.263,54.0,15.0
2018-10-22,11.5,3.1,3.05,20.9,0.265,54.0,15.0
2018-10-23,11.8,14.4,1.5,38.7,0.266,54.0,15.0
2018-10-24,10.1,0.1,8.47,30.1,0.267,54.0,15.0
2018-10-25,12.0,3.7,4.73,33.5,0.268,54.0,15.0
2018-10-26,11.2,2.2,3.91,19.9,0.27,54.0,15.0
2018-10-27,8.9,3.4,4.53,24.3,0.271,54.0,15.0
2018-10-28,7.5,0.3,4.61,16.0,0.272,54.0,15.0
2018-10-29,7.4,0.6,2.73,22.6,0.275,54.0,15.0
2018-10-30,19.7,0.1,4.87,26.4,0.279,54.0,15.0
2018-10-31,11.8,0.0,6.96,19.6,0.284,54.0,15.0
2018-11-01,13.9,0.0,5.85,12.2,0.285,54.0,15.0
2018-11-02,13.0,0.0,6.3,15.4,0.286,54.0,15.0
2018-11-03,10.1,0.0,5.19,6.8,0.286,54.0,15.0
2018-11-04,11.2,0.2,3.61,12.8,0.284,54.0,15.0
2018-11-05,14.4,0.0,5.26,13.0,0.285,54.0,15.0
2018-11-06,15.4,0.0,5.84,15.7,0.285,54.0,15.0
2018-11-07,14.6,0.0,5.7,12.8,0.285,54.0,15.0
2018-11-08,10.3,0.1,3.32,6.6,0.285,54.0,15.0
2018-11-09,10.4,0.6,2.14,5.6,0.285,54.0,15.0
2018-11-10,11.3,0.0,4.79,14.5,0.284,54.0,15.0
2018-11-11,9.6,5.0,3.05,16.5,0.283,54.0,15.0
2018-11-12,12.4,2.0,2.22,17.1,0.284,54.0,15.0
2018-11-13,10.9,6.0,0.86,13.7,0.284,54.0,15.0
2018-11-14,10.3,1.6,2.99,15.6,0.285,54.0,15.0
2018-11-15,9.9,0.0,4.0,10.1,0.286,54.0,15.0
2018-11-16,7.7,0.0,4.67,13.8,0.287,54.0,15.0
2018-11-17,5.9,0.0,4.47,8.3,0.288,54.0,15.0
2018-11-18,8.3,0.0,1.89,17.6,0.289,54.0,15.0
2018-11-19,6.1,0.0,3.65,19.5,0.289,54.0,15.0
2018-11-20,4.1,0.0,3.04,21.5,0.289,54.0,15.0
2018-11-21,1.9,0.0,3.9,16.6,0.29,54.0,15.0
2018-11-22,1.0,0.0,2.19,10.2,0.291,54.0,15.0
2018-11-23,2.1,0.0,1.43,10.4,0.295,54.0,15.0
2018-11-24,4.1,0.0,1.52,4.7,0.295,54.0,15.0
2018-11-25,4.7,1.0,2.6,5.9,0.296,54.0,15.0
2018-11-26,4.0,0.0,3.83,8.3,0.297,54.0,15.0
2018-11-27,3.8,0.1,1.55,5.8,0.298,54.0,15.0
2018-11-28,2.8,0.0,3.82,12.4,0.298,54.0,15.0
2018-11-29,0.9,0.0,2.64,30.9,0.296,54.0,15.0
2018-11-30,1.2,2.7,0.99,25.8,0.296,54.0,15.0
2018-12-01,3.4,2.6,1.3,16.4,0.297,54.0,15.0
2018-12-02,5.8,2.4,1.7,19.1,0.296,54.0,15.0
2018-12-03,10.2,2.5,1.65,16.6,0.297,54.0,15.0
2018-12-04,7.0,2.4,3.22,26.3,0.297,54.0,15.0
2018-12-05,5.3,0.0,2.89,16.9,0.298,54.0,15.0
2018-12-06,7.5,2.7,0.73,19.2,0.299,54.0,15.0
2018-12-07,10.3,12.1,0.58,19.4,0.3,54.0,15.0
2018-12-08,9.4,4.6,2.28,28.7,0.302,54.0,15.0
2018-12-09,6.9,8.6,1.16,22.7,0.305,54.0,15.0
2018-12-10,5.2,3.3,1.95,27.9,0.31,54.0,15.0
2018-12-11,4.7,3.9,1.23,20.0,0.314,54.0,15.0
2018-12-12,3.7,0.7,1.75,8.3,0.319,54.0,15.0
2018-12-13,2.8,0.2,1.24,8.9,0.323,54.0,15.0
2018-12-14,0.7,0.0,1.9,8.2,0.326,54.0,15.0
2018-12-15,0.5,0.4,1.04,6.5,0.328,54.0,15.0
2018-12-16,0.8,0.0,1.71,10.9,0.329,54.0,15.0
2018-12-17,-0.7,0.0,2.61,6.2,0.331,54.0,15.0
2018-12-18,2.2,0.3,1.08,10.5,0.332,54.0,15.0
2018-12-19,2.1,0.1,1.83,18.3,0.333,54.0,15.0
2018-12-20,3.2,0.9,1.14,10.6,0.334,54.0,15.0
2018-12-21,5.1,7.5,1.25,14.3,0.335,54.0,15.0
2018-12-22,7.9,4.7,0.67,18.0,0.336,54.0,15.0
2018-12-23,5.6,10.8,0.41,12.5,0.338,54.0,15.0
2018-12-24,3.5,0.2,0.85,18.3,0.343,54.0,15.0
2018-12-25,5.4,2.0,0.51,26.7,0.346,54.0,15.0
2018-12-26,6.7,0.9,2.2,22.1,0.349,54.0,15.0
2018-12-27,6.9,2.4,0.63,23.4,0.351,54.0,15.0
2018-12-28,6.3,0.5,1.51,19.2,0.353,54.0,15.0
2018-12-29,6.9,4.9,0.7,17.2,0.354,54.0,15.0
2018-12-30,6.2,1.9,0.83,22.7,0.356,54.0,15.0
2018-12-31,6.8,0.0,1.56,13.3,0.358,54.0,15.0
2019-01-01,7.2,4.0,2.38,35.8,0.36,54.0,15.0
2019-01-02,5.2,0.7,2.12,36.2,0.361,54.0,15.0
2019-01-03,3.0,0.0,2.98,24.0,0.361,54.0,15.0
2019-01-04,5.4,0.6,0.79,19.9,0.361,54.0,15.0
2019-01-05,5.7,0.3,1.51,19.9,0.362,54.0,15.0
2019-01-06,3.5,0.6,1.35,11.7,0.36,54.0,15.0
2019-01-07,4.5,2.5,1.71,15.6,0.359,54.0,15.0
2019-01-08,5.7,11.9,0.62,23.6,0.36,54.0,15.0
2019-01-09,4.3,9.0,1.0,28.5,0.364,54.0,15.0
2019-01-10,3.1,1.3,2.45,18.2,0.369,54.0,15.0
2019-01-11,5.1,2.0,0.56,18.6,0.372,54.0,15.0
2019-01-12,4.9,3.7,1.23,18.1,0.374,54.0,15.0
2019-01-13,6.4,9.6,0.57,26.6,0.377,54.0,15.0
2019-01-14,4.7,2.1,2.19,35.2,0.383,54.0,15.0
2019-01-15,6.2,4.8,0.7,28.3,0.385,54.0,15.0
2019-01-16,6.9,3.9,1.45,24.5,0.389,54.0,15.0
2019-01-17,5.4,3.8,2.69,24.2,0.393,54.0,15.0
2019-01-18,2.4,0.5,3.54,18.7,0.394,54.0,15.0
2019-01-19,1.8,0.0,2.91,11.2,0.394,54.0,15.0
2019-01-20,0.5,0.0,1.58,9.1,0.394,54.0,15.0
2019-01-21,-0.9,2.2,2.83,17.2,0.395,54.0,15.0
2019-01-22,0.4,1.6,1.96,14.7,0.394,54.0,15.0
2019-01-23,-2.1,0.0,4.7,14.4,0.392,54.0,15.0
2019-01-24,-3.2,0.0,4.09,10.4,0.392,54.0,15.0
2019-01-25,-3.0,0.0,1.95,7.5,0.392,54.0,15.0
2019-01-26,-0.2,1.2,2.73,11.5,0.391,54.0,15.0
2019-01-27,3.2,4.6,1.81,17.1,0.39,54.0,15.0
2019-01-28,3.9,0.6,1.89,11.0,0.389,54.0,15.0
2019-01-29,1.5,1.8,3.16,14.7,0.389,54.0,15.0
2019-01-30,2.6,0.0,5.21,14.0,0.388,54.0,15.0
2019-01-31,2.2,0.0,3.76,13.4,0.387,54.0,15.0
2019-02-01,2.7,0.0,4.46,14.2,0.387,54.0,15.0
