Region,Date,Wind_Shortwave_Radiation_Sum,Wind_Temperature_2M_Max,Wind_Wind_Gusts_10M_Max,Wind_Precipitation_Sum,Wind_Apparent_Temperature_Min,Wind_Wind_Speed_100M,Wind_Wind_Speed_100M_Cubed,Wind_Snow_Depth,Solar_Shortwave_Radiation_Sum,Solar_Temperature_2M_Max,Solar_Wind_Gusts_10M_Max,Solar_Precipitation_Sum,Solar_Apparent_Temperature_Min,Solar_Wind_Speed_100M,Solar_Wind_Speed_100M_Cubed,Solar_Snow_Depth,Hydro_Shortwave_Radiation_Sum,Hydro_Temperature_2M_Max,Hydro_Wind_Gusts_10M_Max,Hydro_Precipitation_Sum,Hydro_Apparent_Temperature_Min,Hydro_Wind_Speed_100M,Hydro_Wind_Speed_100M_Cubed,Hydro_Snow_Depth,Bioenergy_Shortwave_Radiation_Sum,Bioenergy_Temperature_2M_Max,Bioenergy_Wind_Gusts_10M_Max,Bioenergy_Precipitation_Sum,Bioenergy_Apparent_Temperature_Min,Bioenergy_Wind_Speed_100M,Bioenergy_Wind_Speed_100M_Cubed,Bioenergy_Snow_Depth
Southern Europe,2023-06-03,23.89,22.27,31.3,3.19,12.61,10.22,2776.71,0.0,24.6,23.72,29.26,2.72,13.46,9.36,2023.61,0.0,22.63,20.29,31.21,4.91,10.38,7.93,1231.26,0.01,23.66,21.36,29.51,3.57,14.04,10.2,2652.41,0.0
Southern Europe,2023-06-04,24.28,22.69,29.74,3.64,13.08,9.45,2698.5,0.0,24.53,24.39,30.23,2.29,14.38,9.53,2095.36,0.0,22.39,20.66,30.65,5.69,10.83,7.3,1038.22,0.01,23.21,21.35,30.7,4.27,14.01,11.24,3756.78,0.0
Southern Europe,2023-06-05,23.16,23.02,34.19,3.47,13.64,11.24,4106.82,0.0,24.69,24.99,30.29,2.74,15.17,10.59,2686.5,0.0,21.02,20.54,28.9,4.26,10.98,8.05,1355.38,0.01,22.63,21.4,31.36,3.31,14.24,11.7,3675.52,0.0
Southern Europe,2023-06-06,24.42,24.21,32.42,1.82,14.08,13.71,9665.68,0.0,25.75,26.79,32.41,0.8,15.52,13.59,5755.53,0.0,23.52,21.93,30.73,2.52,11.11,10.0,2455.98,0.01,23.16,23.19,32.16,2.25,14.66,12.57,5747.96,0.0
Southern Europe,2023-06-07,16.12,21.8,35.25,4.6,15.05,16.39,10223.71,0.0,15.31,23.26,35.07,4.13,16.51,15.86,8199.06,0.0,18.68,20.38,32.69,5.48,12.46,11.19,3702.19,0.01,18.53,21.86,35.91,4.8,15.52,15.98,12434.0,0.0
Southern Europe,2023-06-08,19.97,22.66,38.11,8.97,14.95,16.58,9739.62,0.0,17.8,23.11,37.02,11.49,16.19,16.21,8384.85,0.0,21.57,20.85,36.86,8.8,12.02,12.55,5329.47,0.01,21.31,21.61,39.79,8.83,14.82,18.91,20745.38,0.0
Southern Europe,2023-06-09,23.14,23.01,39.45,4.96,14.8,18.0,10776.15,0.0,23.06,23.97,36.95,3.41,15.56,17.21,8653.83,0.0,21.45,20.56,36.61,6.35,11.95,13.14,5344.04,0.01,22.72,21.54,38.45,3.67,15.19,17.4,11554.26,0.0
Southern Europe,2023-06-10,22.84,23.43,28.79,1.97,14.97,11.8,3261.63,0.0,23.87,25.05,27.99,1.22,16.54,11.41,2840.65,0.0,21.83,21.19,29.75,3.02,12.3,9.34,1961.09,0.01,22.48,21.77,28.54,3.12,15.88,11.24,2671.46,0.0
Southern Europe,2023-06-11,22.73,23.32,33.71,6.55,15.28,11.64,3288.38,0.0,24.96,25.55,34.68,3.53,16.32,12.52,4239.62,0.0,23.13,21.34,31.57,4.38,11.98,9.09,1902.28,0.01,23.31,22.3,30.28,4.25,15.3,10.56,2648.21,0.0
Southern Europe,2023-06-12,23.28,23.35,37.56,5.5,14.72,11.63,3841.98,0.0,23.94,25.43,36.41,2.27,16.15,12.62,4815.89,0.0,22.21,21.06,34.39,6.67,11.82,9.09,1976.52,0.01,23.04,22.15,33.97,5.07,15.27,11.13,3744.85,0.0
Southern Europe,2023-06-13,22.83,22.27,38.92,3.94,14.22,14.91,7301.44,0.0,23.89,24.22,40.43,3.42,15.54,16.87,8948.8,0.0,20.98,19.92,33.81,6.54,11.73,10.98,3365.83,0.0,22.05,20.97,36.85,5.38,14.92,16.2,10348.52,0.0
Southern Europe,2023-06-14,23.07,23.43,37.05,2.08,13.66,16.19,10060.79,0.0,24.84,26.45,35.52,1.03,14.65,15.99,8770.18,0.0,21.73,21.34,31.5,3.47,11.55,9.96,2928.25,0.0,23.38,22.21,34.0,3.96,14.4,14.73,8584.28,0.0
Southern Europe,2023-06-15,25.3,25.09,33.06,4.55,14.41,15.26,8278.54,0.0,26.83,28.8,30.86,1.94,16.31,12.88,5336.47,0.0,24.13,22.64,29.62,4.9,12.03,9.92,2523.11,0.0,25.34,23.88,32.9,5.01,14.93,14.77,7718.08,0.0
Southern Europe,2023-06-16,26.16,26.71,35.46,1.38,15.63,15.79,10734.9,0.0,27.03,30.34,31.31,1.66,17.35,13.6,6118.52,0.0,25.26,23.62,35.65,3.51,12.56,11.2,3245.88,0.0,26.82,25.06,34.18,1.24,15.62,15.34,7637.78,0.0
Southern Europe,2023-06-17,24.85,26.43,40.67,2.38,16.33,16.37,10110.82,0.0,25.48,30.29,39.55,1.92,18.68,15.91,8113.47,0.0,24.98,23.38,36.34,1.66,12.44,11.87,4362.35,0.0,25.91,24.89,35.91,0.79,15.62,14.78,6885.28,0.0
Southern Europe,2023-06-18,23.83,25.05,38.8,3.14,15.42,16.55,8114.04,0.0,24.15,28.1,39.05,1.61,17.73,16.85,8122.98,0.0,24.63,22.99,35.58,2.26,12.49,11.34,3168.49,0.0,24.81,24.25,33.12,1.88,15.91,13.01,4925.48,0.0
Southern Europe,2023-06-19,22.39,24.92,38.61,4.39,15.67,15.38,6759.25,0.0,24.52,27.82,40.34,1.34,17.96,16.67,7998.14,0.0,23.59,23.38,36.94,4.22,13.17,11.28,3177.81,0.0,23.33,23.8,35.95,3.62,16.61,14.25,6928.87,0.0
Southern Europe,2023-06-20,24.76,25.45,34.6,2.48,16.23,13.82,5147.25,0.0,25.25,27.42,34.25,1.09,17.87,14.74,5327.19,0.0,24.8,23.64,32.21,1.79,13.9,10.25,2149.82,0.0,25.48,24.15,30.92,2.58,16.98,12.49,4029.67,0.0
Southern Europe,2023-06-21,21.91,25.31,33.0,6.27,16.75,12.34,4350.02,0.0,22.93,27.38,37.94,3.6,18.15,12.59,4962.22,0.0,23.52,24.89,33.5,3.83,14.21,9.15,2073.81,0.0,24.56,24.92,32.8,3.4,17.07,13.21,6084.5,0.0
Southern Europe,2023-06-22,27.31,27.19,30.83,1.14,16.85,12.88,4962.06,0.0,27.95,29.45,29.51,0.9,17.58,11.07,3755.66,0.0,26.33,26.48,30.98,1.67,15.34,9.12,2094.56,0.0,27.16,26.38,32.61,0.78,18.1,13.56,7157.38,0.0
Southern Europe,2023-06-23,28.48,29.09,34.57,0.18,17.16,15.95,12283.54,0.0,28.52,31.75,33.39,0.26,18.75,14.72,7016.94,0.0,27.25,27.39,34.52,3.43,15.28,11.64,3360.44,0.0,28.36,27.72,37.32,1.36,17.53,17.87,12334.38,0.0
Southern Europe,2023-06-24,28.16,29.48,34.7,0.47,17.61,16.33,15495.04,0.0,28.51,32.81,32.33,0.18,19.8,14.12,7505.8,0.0,26.36,27.09,37.33,0.77,15.02,12.98,4843.51,0.0,27.23,27.58,36.49,0.81,17.92,16.89,11533.64,0.0
Southern Europe,2023-06-25,27.1,29.62,39.41,0.88,18.5,15.41,11377.11,0.0,27.31,34.01,36.67,0.64,20.62,12.72,5661.89,0.0,26.39,26.9,35.29,0.93,16.15,11.29,3608.96,0.0,27.44,26.83,39.02,0.6,18.09,17.97,16659.03,0.0
Southern Europe,2023-06-26,27.5,28.59,39.25,0.86,18.0,18.55,14145.61,0.0,28.2,33.76,36.8,0.45,21.05,15.18,7832.17,0.0,27.3,26.91,32.14,0.97,15.36,11.11,3053.27,0.0,27.69,27.09,36.15,0.62,17.66,19.04,17647.46,0.0
Southern Europe,2023-06-27,28.24,28.62,36.62,0.11,17.21,18.0,13733.75,0.0,28.42,32.91,32.81,0.36,20.31,14.7,6874.56,0.0,26.62,26.84,32.4,3.18,15.28,11.32,2971.0,0.0,27.76,27.01,36.61,1.7,17.45,18.81,16655.25,0.0
Southern Europe,2023-06-28,27.85,28.87,37.22,0.38,17.19,16.54,10061.06,0.0,28.03,32.63,35.02,0.36,20.31,14.3,6581.72,0.0,25.62,25.61,33.51,2.08,15.07,11.46,3322.5,0.0,26.94,25.7,38.92,1.59,17.41,18.56,17049.67,0.0
Southern Europe,2023-06-29,26.21,26.78,45.3,1.34,16.34,19.38,15115.02,0.0,27.81,31.31,43.71,0.77,19.96,17.79,11847.8,0.0,24.47,23.67,37.83,2.28,13.94,13.2,5758.43,0.0,24.42,24.16,44.06,1.48,16.55,22.0,32378.71,0.0
Southern Europe,2023-06-30,26.85,25.24,40.79,0.86,14.44,19.06,15119.06,0.0,27.8,28.85,38.39,1.05,17.25,18.14,11950.42,0.0,24.52,23.28,34.67,4.2,12.33,13.11,5921.99,0.0,24.32,23.53,40.42,4.15,14.75,21.88,38538.66,0.0
Southern Europe,2023-07-01,26.53,26.89,41.03,0.8,15.66,17.55,12041.66,0.0,27.78,30.49,35.18,0.57,17.98,14.97,8307.48,0.0,24.44,24.49,33.11,5.28,13.58,11.5,3969.18,0.0,25.47,24.31,41.77,2.37,15.58,19.79,22494.69,0.0
Southern Europe,2023-07-02,26.38,27.81,37.89,0.93,17.22,17.08,11021.04,0.0,27.02,31.73,34.79,0.8,19.97,14.22,6579.7,0.0,25.69,25.61,32.42,2.21,14.86,11.09,2982.31,0.0,26.32,25.39,35.71,1.05,17.14,17.18,13078.72,0.0
Southern Europe,2023-07-03,26.55,27.88,37.24,0.99,17.58,14.78,7287.87,0.0,27.12,31.64,38.87,0.79,20.93,15.99,7854.28,0.0,25.99,25.59,33.53,2.96,15.53,10.69,2924.8,0.0,27.04,25.0,36.11,2.14,17.31,16.9,11829.43,0.0
Southern Europe,2023-07-04,27.21,27.71,38.46,0.54,17.71,15.35,7090.13,0.0,28.44,31.57,35.84,0.41,20.07,15.28,6871.37,0.0,26.01,24.8,33.59,2.01,14.62,10.36,2691.94,0.0,25.61,24.38,36.9,1.13,16.63,16.55,10737.68,0.0
Southern Europe,2023-07-05,24.9,27.45,36.02,0.36,16.85,13.88,6125.33,0.0,26.42,31.14,37.52,0.42,19.08,14.19,6347.88,0.0,24.47,24.76,32.05,1.36,14.12,9.93,2330.74,0.0,25.06,24.85,36.36,1.3,16.34,15.27,10518.63,0.0
Southern Europe,2023-07-06,26.41,28.01,36.05,2.9,17.72,13.96,5723.74,0.0,27.14,30.89,35.53,1.19,19.68,14.76,6192.44,0.0,25.79,24.77,31.34,2.74,14.14,9.96,2273.71,0.0,26.14,24.84,33.0,3.25,16.92,13.85,6693.14,0.0
Southern Europe,2023-07-07,26.54,28.44,43.66,0.62,18.33,17.57,10872.46,0.0,27.73,31.13,41.59,0.4,19.59,16.92,9301.1,0.0,27.25,25.66,39.33,0.69,14.22,12.17,5232.18,0.0,27.44,25.78,35.86,0.42,17.23,15.16,8132.74,0.0
Southern Europe,2023-07-08,26.98,28.9,37.21,0.82,17.85,16.11,7826.13,0.0,28.14,31.11,35.25,0.06,18.83,15.24,7009.65,0.0,25.44,25.11,34.49,1.63,14.24,12.33,3883.25,0.0,26.38,26.1,34.33,1.91,17.67,14.7,6746.31,0.0
Southern Europe,2023-07-09,28.35,29.74,35.72,0.09,17.88,13.17,5018.33,0.0,28.92,33.12,32.02,0.04,19.05,13.2,5433.21,0.0,28.29,26.77,29.16,0.1,14.28,9.02,1760.9,0.0,27.56,27.26,31.91,0.14,17.68,13.34,6212.24,0.0
Southern Europe,2023-07-10,28.81,31.89,37.35,0.01,18.4,13.52,6838.45,0.0,28.66,35.53,35.25,0.01,20.46,13.22,5768.61,0.0,28.32,29.27,28.61,0.1,15.83,8.55,1573.17,0.0,28.45,29.03,31.5,0.04,18.17,13.89,9312.17,0.0
Southern Europe,2023-07-11,27.63,32.22,43.08,0.09,20.2,16.23,10869.4,0.0,28.37,35.57,40.85,0.03,22.28,16.66,9738.0,0.0,27.49,28.9,35.58,0.62,17.38,10.63,3131.37,0.0,27.03,28.43,36.29,0.37,19.83,15.34,9213.7,0.0
Southern Europe,2023-07-12,26.5,30.62,39.5,0.35,18.81,16.65,9547.0,0.0,27.75,34.15,38.97,0.22,20.36,16.95,8952.34,0.0,24.19,27.22,37.56,4.87,17.38,12.32,3986.06,0.0,24.57,27.11,38.55,3.23,18.88,16.92,9687.13,0.0
Southern Europe,2023-07-13,28.16,31.08,36.8,0.14,18.29,15.22,7964.65,0.0,28.3,33.95,33.91,0.58,20.43,14.77,7546.47,0.0,26.15,27.67,33.09,3.56,16.05,11.13,3640.63,0.0,26.63,27.44,36.03,2.11,17.99,16.19,9029.34,0.0
Southern Europe,2023-07-14,26.96,31.59,42.09,0.47,19.39,17.86,12082.63,0.0,28.51,33.9,38.71,0.07,21.48,16.56,8682.33,0.0,25.04,27.32,38.19,1.22,15.96,12.65,4860.35,0.0,24.38,27.28,38.81,1.36,18.73,16.61,10488.38,0.0
Southern Europe,2023-07-15,26.92,29.48,41.93,0.68,18.43,17.86,11527.3,0.0,27.99,31.78,39.82,0.07,21.16,17.58,9566.58,0.0,26.01,26.27,35.88,1.26,15.8,13.12,4858.28,0.0,26.4,26.08,38.61,1.38,17.94,16.71,12232.39,0.0
Southern Europe,2023-07-16,27.89,29.91,38.59,0.1,16.75,15.2,8767.52,0.0,28.41,32.81,35.14,0.05,18.71,14.63,7096.24,0.0,27.84,27.09,32.4,0.5,14.77,10.3,2346.5,0.0,27.3,27.11,37.03,0.65,16.91,16.57,14578.64,0.0
Southern Europe,2023-07-17,28.01,33.23,39.36,0.02,18.91,15.94,11257.48,0.0,28.0,36.08,36.55,0.02,20.81,13.79,6801.15,0.0,28.1,30.86,33.08,0.29,16.51,10.51,2807.47,0.0,27.8,29.63,36.18,0.2,18.33,15.61,10798.69,0.0
Southern Europe,2023-07-18,27.45,33.93,40.23,0.04,21.27,16.6,10255.39,0.0,26.91,36.26,38.83,0.11,23.15,15.91,7892.35,0.0,27.14,30.79,36.71,2.17,18.56,11.15,3214.2,0.0,26.5,29.62,35.89,0.94,20.46,15.06,8330.72,0.0
Southern Europe,2023-07-19,27.6,32.79,39.28,0.08,20.52,16.59,9393.38,0.0,27.61,35.91,38.35,0.13,22.81,15.86,7383.07,0.0,26.42,29.9,35.07,1.55,17.98,11.13,2835.49,0.0,26.47,28.6,36.83,1.05,20.03,16.44,9671.41,0.0
Southern Europe,2023-07-20,27.35,31.37,44.24,0.21,19.38,17.43,11450.32,0.0,27.75,33.64,43.85,0.29,21.5,17.66,10857.71,0.0,26.95,27.8,39.35,0.9,16.99,12.53,4625.78,0.0,26.8,27.17,38.59,0.41,18.89,17.14,11471.72,0.0
Southern Europe,2023-07-21,26.42,29.89,41.78,0.65,17.89,17.12,10829.54,0.0,27.18,31.98,40.34,0.48,18.92,17.69,9638.31,0.0,24.32,26.38,37.65,3.05,15.51,12.14,4257.35,0.0,25.17,26.44,39.84,2.5,18.05,15.9,8788.84,0.0
Southern Europe,2023-07-22,27.0,30.8,40.11,0.12,18.0,16.04,8952.69,0.0,27.35,32.45,35.32,0.17,19.3,14.15,6182.13,0.0,26.23,27.24,36.69,0.96,15.54,11.37,3331.36,0.0,26.36,26.8,39.54,0.61,17.7,17.53,12942.99,0.0
Southern Europe,2023-07-23,26.01,32.09,44.18,0.23,19.98,16.03,9052.19,0.0,27.24,34.17,41.38,0.08,20.93,15.55,7897.15,0.0,25.59,27.58,39.69,0.75,15.92,11.65,3667.9,0.0,25.65,27.49,41.13,0.74,18.11,16.14,10035.77,0.0
Southern Europe,2023-07-24,25.8,30.33,44.89,0.46,19.0,20.11,14052.1,0.0,27.07,32.09,44.52,0.29,19.98,19.68,12844.34,0.0,22.33,26.31,43.9,5.37,16.34,14.35,6456.69,0.0,23.09,26.57,43.18,3.38,18.46,18.57,11850.33,0.0
Southern Europe,2023-07-25,26.33,28.88,45.8,0.23,16.69,21.33,18100.69,0.0,27.85,31.05,39.94,0.43,17.64,18.1,11731.94,0.0,24.6,25.97,43.17,4.49,14.39,15.53,8423.89,0.0,24.88,25.61,48.79,2.21,16.34,22.69,22063.12,0.0
Southern Europe,2023-07-26,27.1,29.07,41.86,0.39,15.98,17.68,11958.86,0.0,27.68,32.07,37.57,0.3,18.04,15.84,9009.11,0.0,26.02,25.74,41.47,1.71,12.82,15.06,6711.92,0.0,26.29,25.15,44.6,1.27,15.31,20.81,17445.05,0.0
Southern Europe,2023-07-27,25.86,28.74,42.77,1.47,17.68,17.38,9573.47,0.0,27.05,30.37,40.61,0.52,19.16,17.9,9876.21,0.0,25.15,24.4,38.37,0.74,12.73,12.86,4420.22,0.0,25.46,24.78,38.89,0.69,15.82,15.88,9083.73,0.0
Southern Europe,2023-07-28,26.08,29.36,38.3,0.54,16.97,14.44,6454.92,0.0,27.71,31.74,34.63,0.02,17.93,13.62,5205.65,0.0,25.37,25.83,37.22,0.51,12.92,11.36,3401.46,0.0,24.82,25.86,35.39,0.78,16.93,13.58,5584.0,0.0
Southern Europe,2023-07-29,26.16,30.13,37.96,0.54,18.9,14.2,6137.6,0.0,27.39,33.25,35.05,0.06,19.96,13.88,5675.31,0.0,24.63,26.78,34.07,1.33,15.91,10.68,2658.16,0.0,23.72,26.82,35.55,1.42,18.0,13.73,6703.31,0.0
Southern Europe,2023-07-30,26.93,30.3,38.9,0.14,18.65,15.2,7752.64,0.0,27.22,33.66,37.63,0.27,21.02,15.25,7083.32,0.0,25.66,27.13,33.98,2.33,15.68,10.41,2596.7,0.0,26.16,26.66,36.9,0.64,18.19,16.44,11063.59,0.0
Southern Europe,2023-07-31,26.84,30.33,39.24,0.18,18.3,15.55,8917.76,0.0,27.2,33.2,37.87,0.06,19.9,16.12,8382.58,0.0,25.74,26.86,36.11,0.64,15.32,11.15,3507.22,0.0,25.8,26.54,37.37,0.37,17.48,16.68,11380.32,0.0
Southern Europe,2023-08-01,25.43,29.71,41.37,0.22,18.05,18.34,12298.94,0.0,27.04,32.79,37.58,0.23,19.16,16.96,9138.85,0.0,22.81,26.33,40.84,2.59,15.19,13.58,5402.66,0.0,22.61,26.28,41.04,1.33,18.02,18.28,13358.93,0.0
Southern Europe,2023-08-02,24.41,30.0,45.11,0.81,18.41,19.82,15095.16,0.0,26.67,32.95,42.75,0.07,20.63,18.0,10990.95,0.0,21.25,25.78,41.69,1.94,15.05,15.09,6789.04,0.0,21.82,26.42,43.36,1.29,17.94,20.13,17484.3,0.0
Southern Europe,2023-08-03,25.7,27.4,45.07,0.25,16.83,20.42,15929.24,0.0,26.87,31.06,42.28,0.18,19.44,19.73,13456.37,0.0,24.64,25.37,43.21,2.33,14.49,15.56,7812.71,0.0,24.62,25.37,46.73,1.34,16.49,23.16,30268.97,0.0
Southern Europe,2023-08-04,24.98,26.9,46.75,1.07,15.0,21.74,19405.92,0.0,26.08,30.4,44.06,0.98,16.77,20.79,16767.01,0.0,22.83,24.55,39.92,3.36,12.8,16.0,8747.86,0.0,23.34,25.18,47.26,2.53,14.65,23.7,33706.0,0.0
Southern Europe,2023-08-05,25.58,27.99,44.61,2.17,14.05,20.32,18246.76,0.0,26.21,32.15,39.31,2.3,16.75,17.85,12458.9,0.0,21.97,25.16,40.6,7.1,12.31,14.33,6396.91,0.0,23.62,25.16,46.08,3.73,14.28,21.55,20581.78,0.0
Southern Europe,2023-08-06,26.13,28.01,46.08,0.69,15.46,22.6,23922.47,0.0,26.61,33.29,36.74,0.52,17.96,16.64,11109.16,0.0,24.57,25.25,40.98,2.95,12.63,14.87,6717.51,0.0,25.22,25.79,45.74,1.05,14.47,22.3,21237.62,0.0
Southern Europe,2023-08-07,26.51,29.08,41.74,0.22,14.3,19.3,21089.35,0.0,26.6,33.55,37.36,0.11,17.91,16.51,10325.67,0.0,25.92,25.72,38.33,0.67,10.99,14.28,6105.54,0.0,25.97,26.49,42.53,0.34,14.05,19.81,16440.82,0.0
Southern Europe,2023-08-08,26.12,31.01,36.37,0.1,17.07,16.19,14377.01,0.0,25.64,34.39,35.23,0.03,20.35,14.79,7136.76,0.0,25.45,27.12,34.01,0.11,12.64,11.96,3827.55,0.0,25.19,27.26,34.1,0.16,15.45,15.05,8912.63,0.0
Southern Europe,2023-08-09,25.08,31.91,39.19,0.07,18.47,14.79,7903.79,0.0,24.28,34.26,36.71,0.07,21.77,13.99,5340.51,0.0,24.05,27.24,34.58,0.57,14.26,10.66,2822.18,0.0,24.23,27.17,34.07,0.24,17.07,13.39,5902.47,0.0
Southern Europe,2023-08-10,25.51,30.62,38.85,0.16,18.92,16.09,9192.32,0.0,25.63,34.28,35.8,0.28,21.43,15.28,7225.75,0.0,24.65,26.72,32.78,0.53,14.24,11.0,3223.45,0.0,24.22,27.1,31.83,0.22,17.67,12.59,4925.65,0.0
Southern Europe,2023-08-11,25.01,31.1,36.84,0.21,18.4,14.9,7750.36,0.0,26.06,34.96,33.63,0.04,19.64,14.41,6926.62,0.0,24.74,27.55,32.18,0.08,15.35,10.06,2655.46,0.0,23.91,28.15,33.56,0.82,17.77,14.83,7898.68,0.0
Southern Europe,2023-08-12,24.78,29.96,38.69,0.15,18.95,15.77,8844.34,0.0,25.4,33.87,35.89,0.1,21.27,15.43,7673.09,0.0,24.13,26.97,33.12,0.59,15.84,10.97,3140.17,0.0,24.35,27.1,37.09,0.42,18.07,16.96,11233.86,0.0
Southern Europe,2023-08-13,24.7,30.06,38.95,0.04,18.01,16.15,8967.01,0.0,25.22,32.78,37.75,0.06,20.5,16.89,8847.27,0.0,24.33,27.44,32.62,0.39,15.09,10.82,3036.52,0.0,24.53,27.06,34.43,0.2,17.53,15.68,10816.97,0.0
Southern Europe,2023-08-14,24.37,30.03,37.98,0.2,18.22,15.16,7317.82,0.0,24.62,32.17,35.79,0.33,19.76,15.59,6880.13,0.0,24.12,27.27,33.89,0.78,15.14,11.15,3030.62,0.0,24.3,26.94,34.49,0.55,17.59,13.93,6103.81,0.0
Southern Europe,2023-08-15,23.57,29.94,37.76,0.3,18.24,14.34,6451.12,0.0,24.6,32.56,34.15,0.13,19.64,13.69,5263.99,0.0,22.74,27.26,33.13,1.87,15.82,9.82,2356.45,0.0,22.86,26.71,35.24,1.46,17.86,14.7,8189.57,0.0
Southern Europe,2023-08-16,23.73,30.11,38.19,0.26,19.16,14.94,6832.41,0.0,24.84,32.41,35.36,0.17,20.42,14.32,5640.06,0.0,23.03,27.34,30.87,2.24,16.39,9.36,1965.78,0.0,22.23,26.68,34.51,1.88,18.73,15.36,8824.84,0.0
Southern Europe,2023-08-17,24.47,30.73,37.16,0.27,18.91,14.85,6430.25,0.0,25.13,32.75,34.6,0.16,20.13,14.53,5557.13,0.0,22.88,27.71,33.53,1.2,16.31,9.83,2309.08,0.0,22.97,27.36,34.01,1.5,19.04,12.23,4345.17,0.0
Southern Europe,2023-08-18,23.27,31.36,41.62,0.42,19.82,16.95,12366.0,0.0,23.98,33.01,35.74,0.06,20.45,14.69,5852.65,0.0,22.76,28.08,38.67,0.64,16.6,12.18,5357.53,0.0,22.3,28.16,36.35,0.51,19.43,14.83,10139.94,0.0
Southern Europe,2023-08-19,22.81,31.45,34.58,0.81,20.03,13.78,5405.04,0.0,24.6,34.46,32.28,0.08,21.22,13.49,5057.46,0.0,21.63,28.66,34.62,2.03,17.44,10.83,2851.23,0.0,20.36,28.58,30.99,1.21,20.35,11.88,4139.69,0.0
Southern Europe,2023-08-20,23.93,32.2,36.12,0.16,21.18,14.27,7356.43,0.0,24.54,35.56,31.6,0.06,22.54,13.02,5700.78,0.0,23.28,29.8,31.53,0.28,18.83,10.03,2980.15,0.0,22.94,29.27,33.43,0.3,20.5,14.99,8223.1,0.0
Southern Europe,2023-08-21,24.16,33.66,38.78,0.1,21.1,17.46,12910.48,0.0,24.62,36.84,33.99,0.03,22.82,14.36,7352.77,0.0,23.5,31.53,32.07,0.16,18.84,11.1,3990.58,0.0,23.46,30.71,34.98,0.18,20.65,17.07,11326.62,0.0
Southern Europe,2023-08-22,23.87,34.36,38.95,0.05,21.67,17.81,17368.44,0.0,24.42,37.13,38.11,0.04,22.91,16.27,9143.88,0.0,22.95,32.59,34.83,0.15,19.88,11.53,4216.06,0.0,23.06,31.48,33.5,0.27,21.63,14.91,7865.44,0.0
Southern Europe,2023-08-23,23.6,34.59,38.42,0.13,22.01,16.54,13486.51,0.0,24.24,36.71,34.75,0.04,23.21,15.09,7306.82,0.0,22.82,32.63,32.61,0.5,20.08,11.16,3506.58,0.0,22.77,31.91,31.67,0.23,22.02,12.78,5818.42,0.0
Southern Europe,2023-08-24,23.73,33.67,36.5,0.1,21.55,15.66,8537.72,0.0,24.02,36.45,33.77,0.04,22.89,14.08,5911.89,0.0,22.73,31.43,33.59,0.34,19.73,10.46,2877.0,0.0,22.65,30.76,32.73,0.26,21.5,13.59,6211.55,0.0
Southern Europe,2023-08-25,22.45,31.64,40.19,0.35,20.16,15.86,8502.27,0.0,23.2,35.9,39.42,0.12,22.17,15.11,7623.76,0.0,22.16,29.55,35.49,1.5,18.07,10.74,2969.82,0.0,20.77,28.87,35.8,1.52,20.26,14.74,8464.06,0.0
Southern Europe,2023-08-26,19.6,28.91,47.89,2.03,18.02,17.54,12397.56,0.0,19.53,32.54,47.44,0.76,20.63,18.68,13689.45,0.0,19.85,26.25,42.15,5.65,16.29,12.89,5501.47,0.0,19.61,26.5,41.47,5.03,18.4,18.59,17298.32,0.0
Southern Europe,2023-08-27,20.81,25.6,52.65,1.51,14.92,25.1,28681.25,0.0,22.18,27.65,48.28,1.76,15.65,24.11,24688.05,0.0,17.02,23.69,41.42,9.94,14.03,15.21,9039.9,0.0,18.54,24.42,47.56,7.32,15.65,23.69,31903.47,0.0
Southern Europe,2023-08-28,19.84,25.99,50.39,1.95,13.96,24.38,25459.52,0.0,22.73,28.86,42.19,1.82,15.12,21.07,20172.6,0.0,17.17,23.39,47.4,13.21,12.67,17.56,11904.4,0.0,17.84,23.77,53.18,11.21,14.1,26.42,32615.77,0.0
Southern Europe,2023-08-29,20.26,24.98,48.83,1.41,14.52,22.79,20820.88,0.0,22.16,28.95,44.25,1.4,16.19,19.71,15774.46,0.0,17.64,22.03,45.5,4.2,12.09,17.32,9689.97,0.0,19.09,22.6,50.26,2.94,14.02,25.25,30158.01,0.0
Southern Europe,2023-08-30,20.69,24.86,43.22,0.79,14.13,18.72,12340.0,0.0,21.87,28.18,37.95,0.56,16.24,17.58,10953.92,0.0,19.64,21.97,37.73,2.62,11.5,13.51,5257.75,0.0,20.43,22.28,43.26,1.79,13.9,21.85,23411.98,0.0
Southern Europe,2023-08-31,22.4,26.79,36.39,0.24,14.15,14.01,5848.55,0.0,22.95,29.55,33.42,0.11,16.18,13.67,5104.91,0.0,21.16,23.45,32.52,0.9,10.94,10.57,2681.95,0.0,21.6,23.66,35.34,0.35,14.22,15.83,10060.18,0.0
Southern Europe,2023-09-01,20.37,27.26,38.73,1.54,15.73,14.78,6497.15,0.0,21.59,29.72,35.84,0.2,17.83,14.59,5857.46,0.0,20.51,23.8,33.82,0.86,12.5,10.21,2690.45,0.0,19.87,24.07,33.26,1.72,15.88,12.63,4983.09,0.0
Southern Europe,2023-09-02,15.42,23.6,37.95,7.23,16.03,15.96,9150.23,0.0,16.27,25.27,38.27,6.05,17.39,15.51,7007.22,0.0,17.8,22.76,30.85,2.79,13.03,10.18,2798.78,0.0,17.39,22.81,34.25,4.44,15.55,15.27,9285.62,0.0
