Region,Date,Wind_Shortwave_Radiation_Sum,Wind_Temperature_2M_Max,Wind_Wind_Gusts_10M_Max,Wind_Precipitation_Sum,Wind_Apparent_Temperature_Min,Wind_Wind_Speed_100M,Wind_Wind_Speed_100M_Cubed,Wind_Snow_Depth,Solar_Shortwave_Radiation_Sum,Solar_Temperature_2M_Max,Solar_Wind_Gusts_10M_Max,Solar_Precipitation_Sum,Solar_Apparent_Temperature_Min,Solar_Wind_Speed_100M,Solar_Wind_Speed_100M_Cubed,Solar_Snow_Depth,Hydro_Shortwave_Radiation_Sum,Hydro_Temperature_2M_Max,Hydro_Wind_Gusts_10M_Max,Hydro_Precipitation_Sum,Hydro_Apparent_Temperature_Min,Hydro_Wind_Speed_100M,Hydro_Wind_Speed_100M_Cubed,Hydro_Snow_Depth,Bioenergy_Shortwave_Radiation_Sum,Bioenergy_Temperature_2M_Max,Bioenergy_Wind_Gusts_10M_Max,Bioenergy_Precipitation_Sum,Bioenergy_Apparent_Temperature_Min,Bioenergy_Wind_Speed_100M,Bioenergy_Wind_Speed_100M_Cubed,Bioenergy_Snow_Depth
Northern Europe,2023-01-01,0.75,3.2,45.87,3.11,-7.12,29.65,41598.02,0.19,1.23,8.5,56.5,7.3,0.25,34.95,67690.03,0.02,0.63,-2.51,38.22,2.07,-13.37,22.57,19067.45,0.54,0.75,4.64,47.36,3.67,-5.64,30.88,46423.65,0.12
Northern Europe,2023-01-02,0.66,0.27,39.72,2.55,-10.11,23.59,21372.82,0.19,0.97,6.36,44.73,6.6,-1.66,25.61,24509.26,0.02,0.47,-4.38,29.81,1.63,-14.99,16.26,10673.97,0.54,0.5,1.84,40.19,4.35,-7.51,24.39,21266.01,0.12
Northern Europe,2023-01-03,0.75,-0.85,40.14,3.25,-10.68,25.26,28763.21,0.19,1.64,6.16,50.96,4.48,-3.01,33.39,50397.94,0.03,0.6,-5.04,32.86,1.14,-14.68,18.08,13049.92,0.54,0.99,-0.01,37.68,1.78,-9.08,24.81,24130.77,0.13
Northern Europe,2023-01-04,0.53,-0.63,47.52,6.31,-10.46,31.14,52548.56,0.19,0.87,7.0,54.7,16.48,-2.28,38.23,75281.18,0.03,0.32,-5.31,48.45,6.63,-15.51,28.55,40777.76,0.55,0.39,-0.01,43.75,8.05,-10.21,27.82,35850.18,0.13
Northern Europe,2023-01-05,0.48,-1.31,48.59,2.64,-10.79,29.3,45386.85,0.2,1.23,5.03,59.12,2.92,-6.48,32.35,54466.63,0.04,0.36,-6.28,42.56,3.19,-14.65,23.48,19023.0,0.58,0.61,-1.34,46.83,1.95,-11.65,29.57,37942.05,0.14
Northern Europe,2023-01-06,0.65,-2.18,50.25,6.07,-12.0,30.78,57112.2,0.2,1.63,3.04,51.61,8.12,-7.76,33.08,51935.68,0.04,0.51,-6.83,54.46,10.28,-15.98,31.8,57109.12,0.61,0.58,-2.94,45.82,4.51,-13.06,27.12,38504.43,0.15
Northern Europe,2023-01-07,0.55,0.08,50.14,4.58,-9.97,32.04,49619.77,0.22,1.17,3.67,46.06,2.27,-4.81,32.55,41957.07,0.04,0.34,-3.0,49.11,6.95,-13.48,27.22,29383.74,0.65,0.52,-1.17,40.98,2.42,-10.77,28.77,33802.9,0.15
Northern Europe,2023-01-08,0.63,1.42,52.81,6.22,-6.85,36.58,62768.16,0.23,1.53,4.61,46.9,1.65,-3.86,34.35,45486.05,0.04,0.38,-0.65,51.58,10.99,-9.15,31.41,36804.2,0.66,0.48,-0.23,47.42,5.2,-8.23,33.49,47743.41,0.15
Northern Europe,2023-01-09,0.72,1.31,46.73,4.54,-6.03,31.5,44123.29,0.25,1.51,4.05,42.36,2.8,-3.41,31.87,38235.7,0.04,0.34,-0.9,46.75,6.75,-7.57,27.0,26070.69,0.67,0.48,0.18,42.27,5.29,-7.47,29.72,37321.18,0.16
Northern Europe,2023-01-10,0.65,2.02,44.18,5.85,-5.64,28.05,35510.87,0.25,1.63,5.75,52.47,3.78,-3.18,31.89,43579.37,0.04,0.5,-0.93,40.28,2.46,-8.05,23.03,17324.79,0.67,0.87,1.63,39.92,3.46,-6.64,27.74,26028.2,0.17
Northern Europe,2023-01-11,0.68,4.36,62.3,8.1,-6.16,37.08,76008.9,0.26,1.72,6.86,65.06,7.71,-3.49,41.48,88194.38,0.04,0.53,0.8,60.19,13.0,-8.35,32.38,45069.82,0.68,0.68,4.66,62.74,5.42,-5.86,38.3,73788.03,0.17
Northern Europe,2023-01-12,0.76,4.36,55.32,3.41,-3.71,35.39,68615.2,0.25,1.18,6.22,56.4,4.87,-1.99,37.49,69005.86,0.04,0.6,0.79,47.05,3.48,-6.45,24.64,22323.18,0.68,0.48,3.93,50.88,3.11,-3.27,35.35,54978.96,0.16
Northern Europe,2023-01-13,0.85,3.15,43.72,4.01,-5.18,28.11,40851.16,0.24,1.26,6.95,60.65,6.58,-1.52,41.71,84098.26,0.03,0.51,-0.49,32.54,3.33,-8.55,16.95,10018.15,0.67,0.84,4.17,46.8,4.28,-3.44,32.31,47294.67,0.16
Northern Europe,2023-01-14,0.97,1.83,44.03,4.31,-7.03,26.72,40526.14,0.24,1.63,6.87,58.85,7.61,-2.39,39.31,72708.7,0.03,0.74,-2.58,39.07,2.31,-11.26,18.54,12436.67,0.66,0.85,3.68,46.93,4.9,-3.91,30.41,46502.58,0.15
Northern Europe,2023-01-15,0.88,2.25,58.03,7.51,-7.87,33.67,65792.48,0.25,1.52,5.75,75.08,6.1,-4.31,47.47,133965.53,0.02,0.49,-2.7,46.62,7.24,-11.66,21.76,19665.44,0.68,1.09,4.03,63.76,8.48,-5.6,41.3,97392.01,0.16
Northern Europe,2023-01-16,1.26,1.56,43.96,2.96,-8.09,26.77,30981.04,0.26,2.36,4.21,53.57,1.97,-3.6,32.92,46797.73,0.02,0.97,-2.65,37.26,3.36,-12.79,18.97,12329.53,0.7,1.37,3.21,55.83,2.29,-5.28,37.01,63397.97,0.16
Northern Europe,2023-01-17,0.93,0.64,42.85,3.08,-9.29,27.46,29290.97,0.27,1.38,3.21,47.74,4.62,-5.11,30.55,36799.32,0.02,0.58,-2.78,36.91,6.21,-12.18,22.37,16167.49,0.73,0.62,2.14,49.11,3.42,-6.59,32.23,42270.74,0.16
Northern Europe,2023-01-18,1.22,1.39,43.19,4.33,-6.55,27.08,27694.71,0.28,2.38,3.0,45.08,3.02,-4.85,29.15,29361.95,0.02,0.82,-2.45,31.73,3.82,-10.94,17.0,8834.18,0.75,1.22,2.05,44.43,3.51,-5.66,30.06,32573.02,0.17
Northern Europe,2023-01-19,1.36,0.88,34.56,1.26,-6.91,18.46,13472.07,0.28,2.08,2.78,46.02,3.65,-5.36,24.55,28102.04,0.04,0.98,-3.51,25.87,1.62,-11.8,12.65,5409.42,0.75,0.92,1.43,41.55,4.08,-5.84,24.64,23370.06,0.18
Northern Europe,2023-01-20,1.29,0.04,29.91,0.82,-8.38,19.38,12651.93,0.28,2.4,2.08,25.63,0.66,-5.62,14.24,5280.88,0.04,1.32,-4.09,24.26,0.63,-13.97,14.93,6385.02,0.74,1.36,0.94,27.47,0.69,-6.79,16.13,8915.32,0.19
Northern Europe,2023-01-21,1.54,-0.79,33.77,0.3,-9.6,23.38,23822.1,0.28,2.56,2.13,33.08,0.19,-6.08,23.86,19837.1,0.04,1.44,-4.88,31.17,0.33,-14.92,18.89,13796.05,0.73,1.79,-0.75,27.45,0.07,-9.12,17.86,9016.08,0.18
Northern Europe,2023-01-22,1.39,-1.29,36.34,0.72,-10.36,24.45,34062.69,0.28,2.08,1.19,34.06,0.39,-6.31,22.43,18226.39,0.04,1.31,-4.8,34.79,0.35,-14.9,22.42,22778.1,0.73,1.59,-1.87,29.79,0.04,-9.87,18.16,12190.0,0.18
Northern Europe,2023-01-23,1.29,0.2,37.59,2.06,-10.14,26.36,40753.64,0.27,1.95,1.69,26.03,0.18,-5.79,14.18,6045.81,0.04,0.78,-1.61,42.6,3.62,-13.22,25.54,26850.99,0.72,1.5,-1.06,36.02,0.07,-9.76,22.92,22992.28,0.18
Northern Europe,2023-01-24,1.24,2.79,40.06,2.08,-6.2,27.76,35840.98,0.27,2.16,3.13,31.31,0.19,-4.94,21.55,15103.24,0.04,0.87,1.9,44.72,4.46,-7.9,26.23,23526.54,0.72,1.45,1.56,38.88,0.88,-7.65,27.48,27607.13,0.18
Northern Europe,2023-01-25,1.14,5.05,50.33,3.21,-3.77,35.22,61270.02,0.25,1.21,3.87,41.69,1.26,-3.79,29.45,30263.57,0.04,0.78,3.62,49.75,9.72,-5.49,28.94,33144.95,0.72,1.05,3.51,48.39,0.77,-4.92,36.26,61502.66,0.17
Northern Europe,2023-01-26,2.0,2.88,37.74,0.51,-6.75,26.5,23037.73,0.24,2.88,4.22,36.03,0.98,-4.4,25.07,19140.57,0.03,1.53,-0.33,37.35,0.91,-9.75,22.18,15563.38,0.71,2.08,3.11,36.91,0.75,-6.54,26.31,21675.06,0.16
Northern Europe,2023-01-27,2.03,0.57,37.39,0.98,-8.57,24.08,30452.15,0.24,3.54,2.06,30.4,0.23,-6.49,17.18,9063.73,0.03,1.34,-1.84,39.03,1.5,-11.7,21.94,19666.2,0.7,2.73,-0.67,32.44,0.03,-9.94,20.63,14033.49,0.15
Northern Europe,2023-01-28,1.52,2.62,46.85,2.02,-6.62,31.12,44522.39,0.24,1.92,3.39,35.38,0.41,-6.57,22.86,18337.93,0.03,1.36,0.16,51.35,4.47,-8.68,29.09,36260.01,0.7,1.38,1.86,46.46,0.87,-8.87,32.64,44855.75,0.15
Northern Europe,2023-01-29,1.39,3.35,54.94,4.73,-5.11,33.89,54456.72,0.24,1.83,5.14,55.11,0.79,-3.02,34.51,51494.09,0.03,0.93,0.98,58.89,16.66,-7.68,30.46,40444.32,0.73,1.8,2.78,52.72,0.37,-5.8,35.04,53913.56,0.16
Northern Europe,2023-01-30,1.89,3.04,58.1,4.2,-6.26,36.98,75871.42,0.26,3.24,5.31,66.49,5.29,-4.14,46.46,117893.03,0.03,1.62,-0.78,57.69,6.84,-9.78,32.43,47124.34,0.77,2.07,3.44,59.49,4.57,-5.77,41.4,89871.57,0.16
Northern Europe,2023-01-31,1.91,1.55,53.14,2.69,-8.03,31.58,50124.77,0.26,2.52,5.61,63.9,4.18,-4.18,40.79,81874.77,0.03,1.52,-2.17,47.21,4.83,-11.22,23.4,20318.05,0.78,1.85,1.89,53.64,1.62,-7.67,33.43,53159.16,0.17
Northern Europe,2023-02-01,1.89,-0.22,39.65,1.96,-9.35,25.77,42817.08,0.26,2.62,4.59,63.79,3.48,-4.19,39.81,91399.46,0.03,1.62,-3.42,35.36,2.96,-12.76,18.44,12196.57,0.79,1.92,0.34,38.03,1.12,-7.97,23.35,36376.79,0.17
Northern Europe,2023-02-02,2.43,-1.0,38.57,0.99,-9.81,23.83,24272.65,0.26,3.62,4.04,51.39,1.67,-4.74,23.95,25931.33,0.04,2.15,-5.31,31.19,1.01,-14.62,16.95,8865.28,0.78,2.91,-0.53,38.28,0.38,-9.32,22.58,17802.51,0.17
Northern Europe,2023-02-03,1.7,-1.69,42.41,3.26,-10.8,25.92,36260.15,0.26,2.49,5.17,60.84,7.75,-4.81,35.58,75511.46,0.04,1.67,-6.09,37.15,7.6,-16.04,17.46,11830.98,0.82,1.71,-0.86,43.96,3.16,-10.51,26.48,35090.42,0.17
Northern Europe,2023-02-04,2.4,-3.24,37.54,0.66,-13.54,23.21,23234.45,0.26,3.57,1.64,36.92,0.3,-7.23,22.69,14751.4,0.04,1.85,-6.38,37.19,0.88,-17.41,20.06,15152.31,0.82,3.32,-3.17,36.91,0.14,-13.25,22.01,15794.55,0.17
Northern Europe,2023-02-05,2.24,0.97,45.3,1.88,-12.0,28.46,34483.09,0.27,3.96,3.1,40.57,1.13,-7.73,25.13,21285.11,0.04,2.1,-1.65,46.65,4.02,-12.98,23.98,21935.21,0.84,1.7,-0.42,41.59,1.04,-13.31,27.53,29456.12,0.17
Northern Europe,2023-02-06,2.66,2.28,37.97,0.79,-7.42,26.13,32158.19,0.27,3.68,3.67,31.95,0.19,-5.69,19.86,11521.67,0.04,1.96,0.87,35.94,1.18,-8.77,22.08,18703.24,0.83,3.58,0.58,30.62,0.06,-9.12,21.35,14358.9,0.18
Northern Europe,2023-02-07,2.4,3.61,41.44,1.07,-5.32,27.64,34934.97,0.26,3.7,3.91,34.44,0.03,-4.69,21.92,13891.77,0.04,1.72,1.95,41.33,2.55,-6.64,24.8,25938.15,0.82,2.42,2.14,38.13,0.05,-7.31,27.12,25593.17,0.17
Northern Europe,2023-02-08,2.62,3.1,55.35,1.0,-6.54,33.14,64025.92,0.25,4.21,3.69,42.56,0.2,-5.01,28.7,27560.87,0.04,1.74,1.48,61.98,1.22,-7.56,32.51,55620.65,0.81,2.66,2.54,45.54,0.05,-6.04,28.74,33839.86,0.17
Northern Europe,2023-02-09,2.83,3.72,63.01,3.28,-6.46,40.18,87038.35,0.25,4.25,4.52,51.08,0.24,-5.69,36.74,59200.22,0.04,2.32,1.25,71.73,11.77,-9.77,37.52,64537.67,0.82,2.38,2.96,62.62,0.26,-6.93,44.01,104618.74,0.16
Northern Europe,2023-02-10,2.92,2.81,61.47,3.29,-7.26,35.66,60951.66,0.25,3.6,6.02,59.68,1.03,-3.61,38.07,67743.09,0.04,2.2,0.42,64.72,9.65,-11.9,31.25,42392.55,0.84,3.51,2.74,64.01,2.16,-7.4,38.93,77123.24,0.16
Northern Europe,2023-02-11,3.44,2.06,46.45,1.19,-7.1,29.91,43171.75,0.26,3.53,7.14,56.99,1.72,-1.76,37.97,72133.86,0.04,2.6,0.0,50.87,4.02,-8.79,26.98,31149.34,0.86,4.35,2.1,49.38,0.67,-7.72,31.14,48129.57,0.16
Northern Europe,2023-02-12,2.86,5.95,48.95,1.86,-6.14,32.57,50178.66,0.25,4.23,6.34,38.46,0.03,-2.23,28.07,24666.9,0.04,2.22,3.49,50.22,5.07,-6.74,29.15,39106.84,0.85,3.27,4.92,43.47,0.24,-7.91,31.47,38945.25,0.16
Northern Europe,2023-02-13,3.82,6.06,51.19,1.11,-2.58,35.17,57893.22,0.24,5.05,7.05,42.14,0.01,-1.38,30.09,31900.86,0.03,2.81,3.27,50.9,2.22,-5.02,27.85,36029.84,0.83,4.36,6.01,47.94,0.01,-3.44,37.31,61563.11,0.15
Northern Europe,2023-02-14,3.59,5.13,37.67,0.82,-3.92,24.51,27482.85,0.23,5.33,6.11,32.15,0.19,-2.99,21.82,19180.31,0.03,3.58,2.49,31.45,0.74,-6.72,17.82,10609.45,0.81,3.86,3.95,34.94,0.03,-4.67,20.82,14592.04,0.15
Northern Europe,2023-02-15,3.05,2.87,34.49,1.8,-5.54,21.69,21944.32,0.23,3.91,4.76,31.45,0.81,-3.75,19.92,12387.4,0.03,2.64,1.42,35.52,0.59,-7.62,18.36,11305.22,0.8,2.9,1.98,28.88,0.1,-5.66,18.48,8699.43,0.15
Northern Europe,2023-02-16,2.32,3.67,41.61,1.63,-4.52,27.02,30217.28,0.23,3.04,5.97,34.63,0.89,-1.42,24.49,19020.24,0.03,2.75,0.89,41.69,2.72,-7.12,23.12,19387.93,0.79,1.79,3.17,37.43,0.86,-4.31,26.38,22365.74,0.15
Northern Europe,2023-02-17,2.1,3.51,52.36,5.9,-5.29,30.79,63856.76,0.23,2.19,7.76,76.95,7.89,-2.2,42.26,132198.78,0.03,1.93,0.0,54.24,8.72,-8.71,24.45,27763.73,0.8,1.54,3.83,55.87,5.76,-4.95,33.09,78740.58,0.15
Northern Europe,2023-02-18,3.27,3.12,54.81,5.44,-5.63,31.82,53739.53,0.25,3.92,6.03,71.81,3.46,-3.12,39.61,85208.33,0.03,3.51,-1.07,49.35,5.33,-9.61,25.34,25729.27,0.83,3.5,2.89,61.31,4.64,-6.59,36.04,72400.38,0.16
Northern Europe,2023-02-19,4.03,1.79,45.67,2.23,-6.88,27.66,35192.1,0.27,5.84,5.31,50.37,1.47,-3.79,32.64,43341.36,0.03,3.28,-1.7,43.07,3.52,-10.77,22.14,21682.54,0.84,4.57,0.97,42.22,2.08,-7.63,27.98,34317.52,0.18
Northern Europe,2023-02-20,2.43,2.07,50.23,6.98,-7.49,32.0,67433.84,0.28,2.56,6.84,65.29,6.6,-2.69,44.58,120531.34,0.04,2.95,-0.18,52.9,17.48,-9.92,27.74,37921.9,0.89,2.44,1.66,50.7,4.87,-8.4,32.43,66043.2,0.19
Northern Europe,2023-02-21,4.06,0.42,43.36,1.53,-8.8,22.79,28070.28,0.29,5.15,5.82,57.34,0.56,-3.37,32.16,54519.37,0.04,3.97,-1.94,44.15,1.04,-11.07,16.74,12590.17,0.92,4.47,-0.32,45.78,0.68,-9.77,26.32,40190.1,0.19
Northern Europe,2023-02-22,3.44,-1.41,39.79,2.19,-11.52,22.72,22869.05,0.29,4.06,3.41,35.3,1.33,-5.52,21.09,15504.9,0.04,2.49,-3.36,38.48,5.21,-12.32,21.44,16761.21,0.91,4.45,-3.01,32.74,0.22,-12.4,18.48,13311.66,0.19
Northern Europe,2023-02-23,3.72,1.55,43.96,3.59,-9.03,26.98,30136.08,0.3,4.84,4.27,42.69,0.81,-6.68,25.06,20910.01,0.04,4.67,-1.76,43.35,4.86,-11.71,22.66,17801.4,0.93,2.1,0.63,42.13,3.53,-11.0,26.34,26330.49,0.2
Northern Europe,2023-02-24,4.07,0.99,41.5,2.68,-8.71,26.22,30104.94,0.31,4.67,4.91,49.03,4.49,-4.62,30.46,40106.36,0.05,4.44,-1.89,41.41,2.38,-12.0,22.73,17588.88,0.94,3.68,0.34,36.05,2.34,-8.67,20.95,19072.19,0.21
Northern Europe,2023-02-25,6.09,-0.03,42.47,0.67,-10.26,28.52,33020.97,0.31,6.79,2.79,51.01,1.05,-6.58,32.75,47511.61,0.05,5.46,-3.03,38.71,1.13,-13.26,23.13,16741.48,0.94,5.65,-0.79,47.43,0.73,-10.55,30.14,41563.16,0.22
Northern Europe,2023-02-26,5.6,1.14,35.09,0.5,-9.55,22.81,17514.07,0.31,7.21,2.84,43.18,0.1,-7.25,27.62,25063.94,0.05,4.36,-0.73,35.11,1.0,-11.89,20.82,13541.09,0.93,6.72,-0.67,39.8,0.03,-11.64,26.26,23014.43,0.21
Northern Europe,2023-02-27,5.6,5.32,43.22,0.36,-6.31,26.42,31626.36,0.3,7.37,5.04,27.2,0.04,-7.49,17.45,7362.44,0.05,5.55,2.54,43.19,0.76,-8.84,24.06,26208.43,0.92,4.99,4.48,34.45,0.03,-9.9,22.23,18326.4,0.21
Northern Europe,2023-02-28,6.33,4.79,43.22,0.32,-5.62,26.36,29493.38,0.29,7.94,6.12,29.88,0.07,-5.82,19.31,15072.95,0.05,5.66,1.87,45.36,0.7,-8.98,24.76,25002.93,0.91,7.38,5.02,39.21,0.08,-6.55,26.72,30219.1,0.2
Northern Europe,2023-03-01,5.47,4.86,39.06,0.44,-5.19,24.13,22119.52,0.28,7.35,5.27,28.91,0.07,-4.46,17.82,11897.53,0.04,5.22,2.07,39.21,0.81,-8.37,21.62,18883.66,0.9,6.57,4.19,34.91,0.12,-6.9,24.33,22081.35,0.19
Northern Europe,2023-03-02,6.93,4.95,47.56,0.61,-5.22,30.11,45169.62,0.27,8.92,6.65,30.11,0.11,-4.83,20.76,14923.05,0.04,6.78,2.01,48.78,1.73,-9.0,26.97,35645.51,0.89,7.86,5.31,41.9,0.22,-6.2,28.88,38142.99,0.19
Northern Europe,2023-03-03,6.29,4.18,51.3,1.68,-6.96,29.98,45656.91,0.27,8.2,6.17,45.52,0.4,-4.54,26.18,28366.35,0.04,4.83,1.15,59.37,3.51,-10.6,31.01,46196.79,0.89,7.13,4.23,44.95,0.61,-6.55,29.02,37114.19,0.18
Northern Europe,2023-03-04,6.59,0.88,52.23,1.25,-9.33,30.09,45373.7,0.27,7.64,4.08,51.08,1.34,-5.18,31.64,47820.9,0.04,6.37,-3.22,56.63,2.27,-13.39,29.42,40395.73,0.9,7.14,1.19,48.24,0.92,-8.59,30.79,43320.92,0.19
Northern Europe,2023-03-05,6.31,-0.25,38.94,1.2,-10.06,22.71,17276.69,0.28,8.94,2.95,38.23,0.54,-7.33,21.77,13708.38,0.04,6.55,-4.21,39.32,1.22,-14.06,21.13,14773.56,0.9,6.91,-0.05,36.68,0.85,-9.44,21.89,13959.05,0.19
Northern Europe,2023-03-06,6.97,-1.83,29.76,1.28,-12.67,16.16,8509.81,0.28,8.29,2.89,36.62,1.74,-7.89,19.38,10115.86,0.05,7.71,-6.16,23.78,0.52,-17.07,11.92,4023.22,0.9,7.65,-1.46,25.96,0.8,-11.92,14.7,4638.39,0.19
Northern Europe,2023-03-07,6.98,-3.27,40.08,2.66,-14.97,21.3,26913.39,0.29,8.55,1.75,64.91,5.55,-9.79,34.45,72704.14,0.06,8.02,-8.02,26.13,0.56,-19.33,13.31,5477.13,0.9,6.81,-2.6,44.77,3.72,-15.08,24.76,42173.57,0.2
Northern Europe,2023-03-08,7.58,-3.89,39.89,1.43,-15.44,21.75,17949.55,0.3,9.07,2.07,42.65,2.09,-9.44,22.17,28226.6,0.07,7.03,-8.04,33.47,1.62,-20.23,16.68,10766.32,0.9,7.74,-3.15,48.71,1.51,-14.7,27.43,31598.7,0.21
Northern Europe,2023-03-09,7.75,-3.13,38.84,2.79,-16.15,22.53,22553.24,0.3,9.57,1.8,39.08,2.44,-10.75,21.51,17177.62,0.07,8.38,-7.52,32.02,1.25,-20.53,17.19,9595.28,0.91,8.84,-2.82,39.1,1.1,-16.3,22.66,16631.31,0.21
Northern Europe,2023-03-10,7.83,-1.87,36.55,1.24,-14.59,21.44,16644.2,0.3,8.19,0.99,39.65,1.9,-10.92,22.45,18468.32,0.08,8.42,-6.31,27.98,0.75,-19.66,15.95,7324.4,0.91,8.25,-1.05,33.07,0.59,-13.82,21.58,16625.04,0.22
Northern Europe,2023-03-11,7.59,-0.45,37.33,2.5,-12.83,22.28,20581.84,0.31,7.49,3.11,48.98,3.49,-9.23,29.1,31374.81,0.08,7.95,-5.64,33.21,1.85,-18.06,16.93,8561.94,0.92,8.08,-0.81,37.24,1.43,-12.67,22.63,17804.22,0.22
Northern Europe,2023-03-12,7.67,-0.53,41.18,2.44,-12.21,24.59,25015.4,0.31,7.82,3.51,48.07,2.84,-6.87,29.79,34773.74,0.08,8.08,-4.99,40.13,1.46,-17.37,20.68,13850.93,0.93,9.15,-0.67,41.95,1.22,-12.24,25.92,25385.23,0.22
Northern Europe,2023-03-13,5.29,2.13,53.79,7.47,-11.57,32.66,58304.63,0.3,5.1,8.13,72.45,11.46,-4.33,45.18,125366.9,0.07,4.67,-3.22,43.76,7.77,-14.77,22.49,18631.83,0.94,5.93,3.31,58.29,6.85,-11.64,35.71,73804.58,0.22
Northern Europe,2023-03-14,6.82,2.31,49.88,4.31,-8.34,27.74,35562.64,0.32,7.58,7.83,63.05,6.23,-4.06,39.66,77076.11,0.05,7.89,-2.62,39.42,3.26,-12.38,21.44,16019.35,0.97,4.86,4.91,57.51,4.99,-7.43,34.02,59749.55,0.22
Northern Europe,2023-03-15,8.53,1.48,44.48,3.21,-9.93,25.52,25969.3,0.32,9.22,5.5,53.3,3.29,-4.96,32.15,40189.09,0.04,9.35,-2.45,38.06,1.67,-13.97,19.99,12898.26,0.98,9.73,2.53,44.9,2.04,-8.56,26.98,25316.01,0.21
Northern Europe,2023-03-16,9.25,2.33,42.72,3.11,-9.6,24.94,32933.89,0.32,7.57,5.63,48.78,3.08,-4.53,28.71,43374.46,0.04,8.54,-2.27,49.82,4.61,-15.17,23.53,29758.88,0.98,10.49,2.43,37.88,0.41,-9.51,21.87,20798.75,0.21
Northern Europe,2023-03-17,5.31,2.48,52.24,5.01,-9.77,29.58,41180.9,0.32,7.29,7.72,47.97,2.74,-3.52,29.58,41018.46,0.04,5.32,-0.43,59.79,11.48,-13.45,28.14,36901.56,1.03,6.4,2.47,47.14,1.41,-9.85,29.39,46181.65,0.21
Northern Europe,2023-03-18,6.33,5.14,46.08,3.42,-4.73,26.04,30100.43,0.34,8.31,9.26,35.42,1.35,0.17,21.91,21381.05,0.03,8.02,1.9,40.51,3.31,-8.31,18.94,13887.41,1.05,4.31,5.17,43.44,4.17,-4.26,28.47,38600.27,0.21
Northern Europe,2023-03-19,7.05,4.57,37.46,2.21,-5.51,19.94,14269.87,0.33,7.39,10.02,34.06,2.75,-0.14,20.54,12391.81,0.03,6.21,1.68,38.85,3.76,-8.54,18.91,10292.2,1.04,6.99,5.45,34.92,1.07,-3.82,17.4,9683.45,0.21
Northern Europe,2023-03-20,7.14,4.92,38.96,3.37,-4.14,23.55,18871.64,0.33,6.15,8.77,40.57,2.54,0.15,25.2,20394.6,0.03,9.16,1.94,34.45,1.75,-7.83,17.93,9127.8,1.03,4.77,4.88,37.99,3.4,-3.97,24.1,18197.39,0.2
Northern Europe,2023-03-21,7.95,3.68,43.21,4.43,-6.46,24.56,24632.99,0.32,4.91,7.26,39.16,4.34,-1.13,23.7,24143.61,0.02,7.17,-0.04,37.26,4.16,-10.17,18.3,11096.65,1.02,9.32,4.45,35.81,1.51,-6.6,21.36,15308.1,0.2
Northern Europe,2023-03-22,5.14,3.66,46.02,6.52,-6.25,27.72,37574.39,0.33,4.53,8.44,55.79,4.91,-0.31,36.02,57935.17,0.02,5.76,0.79,42.1,7.62,-8.96,20.7,14887.42,1.03,4.0,5.07,44.61,5.73,-4.73,29.14,35722.38,0.2
Northern Europe,2023-03-23,7.82,3.72,51.66,6.27,-5.78,29.03,37553.81,0.34,9.01,10.28,59.49,5.8,1.33,36.4,56539.06,0.02,8.0,0.49,45.96,6.47,-8.61,23.0,18162.17,1.04,8.95,6.46,55.55,4.02,-3.72,32.8,47899.25,0.2
Northern Europe,2023-03-24,6.6,3.2,45.43,5.91,-6.47,26.4,39106.49,0.35,9.27,9.95,63.75,7.37,1.0,39.04,73077.95,0.01,7.99,-0.09,33.09,4.32,-9.02,14.57,7819.89,1.04,5.8,5.2,49.91,6.33,-4.82,28.91,41485.71,0.2
Northern Europe,2023-03-25,10.41,1.93,40.15,2.07,-8.76,23.09,20989.43,0.35,9.94,9.24,51.67,3.31,0.2,31.69,40830.98,0.01,9.55,-1.16,29.43,2.89,-11.91,14.42,6639.83,1.04,7.91,3.7,46.29,4.45,-6.31,27.11,30028.17,0.2
Northern Europe,2023-03-26,11.63,0.27,34.02,1.04,-11.76,20.7,14192.46,0.35,10.75,7.02,41.74,1.42,-3.03,24.9,19948.62,0.01,12.11,-3.39,29.28,1.58,-15.13,15.19,6178.39,1.04,8.29,0.69,39.41,1.55,-9.99,25.34,20813.97,0.21
Northern Europe,2023-03-27,12.0,-0.12,43.04,0.74,-12.61,25.07,23875.75,0.35,10.94,4.65,52.0,1.56,-5.86,25.59,24243.88,0.01,12.98,-3.8,33.6,0.69,-16.26,17.39,9142.46,1.03,9.85,-0.61,47.93,3.17,-11.57,29.7,34590.55,0.21
Northern Europe,2023-03-28,11.97,0.74,41.66,2.06,-11.74,25.1,23564.54,0.35,12.08,5.27,42.41,1.05,-6.48,22.95,19450.53,0.01,10.89,-3.8,31.86,2.56,-16.56,16.56,8081.09,1.03,11.59,0.33,44.16,1.87,-11.07,26.36,26726.55,0.22
Northern Europe,2023-03-29,9.54,0.78,38.4,2.77,-9.84,21.91,20480.77,0.35,6.83,6.06,44.24,3.27,-3.41,27.19,26468.9,0.01,11.54,-3.43,29.87,1.07,-14.24,15.17,7261.39,1.04,7.14,0.64,36.55,2.76,-9.62,21.63,14517.05,0.23
