,country,year,month,total_generation_cv_mean_extreme,wind_generation_cv_mean_extreme,solar_generation_cv_mean_extreme,water_generation_cv_mean_extreme,traiding_share_mean_extreme,renew_share_mean_extreme,solar_share_mean_extreme,wind_share_mean_extreme,water_share_mean_extreme,days_extreme,total_generation_cv_mean_normal,wind_generation_cv_mean_normal,solar_generation_cv_mean_normal,water_generation_cv_mean_normal,traiding_share_mean_normal,renew_share_mean_normal,solar_share_mean_normal,wind_share_mean_normal,water_share_mean_normal,days_normal,event_type,solar_generation_cv_mean_delta,wind_generation_cv_mean_delta,water_generation_cv_mean_delta,total_generation_cv_mean_delta,traiding_share_delta,renew_share,solar_share,wind_share,water_share
0,CZ,2019,1,6.892609869993101,0.3071857116969802,0.9376788548053043,2.3577684771781757,4.130855349913222,26.48425400103252,10.583376355188435,1.7552916881775944,9.91223541559112,19,6.0114095249902215,0.2002388776407188,1.5539837290861571,2.96500349990549,3.603924183623226,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112,12,low_soil,-0.6163048742808528,0.10694683405626143,-0.6072350227273144,0.8812003450028794,0.5269311662899963,26.48425400103252,10.583376355188435,1.7552916881775944,9.91223541559112
1,CZ,2019,2,7.745619322463818,0.22305159181220527,2.138256797361229,2.7053066960995666,4.327560986695671,26.48425400103252,10.583376355188436,1.7552916881775942,9.91223541559112,15,6.621124185447136,0.2685900804365146,3.8898288700500347,2.5490621993162987,3.301515172044768,26.48425400103252,10.583376355188433,1.7552916881775942,9.91223541559112,13,low_soil,-1.7515720726888055,-0.04553848862430934,0.1562444967832679,1.124495137016682,1.026045814650903,26.48425400103252,10.583376355188436,1.7552916881775942,9.91223541559112
2,CZ,2019,3,8.173519563114144,0.3225212557492843,3.8464711982625617,3.5659451365970134,4.8576938859300585,26.484254001032518,10.583376355188435,1.7552916881775942,9.91223541559112,10,7.921814113345394,0.3455225757890182,3.8755744996369166,3.3493408723369513,4.72833558319773,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,21,low_soil,-0.029103301374354906,-0.023001320039733875,0.21660426426006207,0.25170544976875053,0.12935830273232884,26.484254001032518,10.583376355188435,1.7552916881775942,9.91223541559112
3,CZ,2019,4,7.891419604462708,0.39655177662436,6.049307763392614,3.7710011401012022,5.942604820025105,26.48425400103252,10.583376355188433,1.7552916881775942,9.91223541559112,13,8.526644648805387,0.2315881114902779,5.2075657880213715,3.0616232691524825,4.8515052490711055,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,17,low_soil,0.8417419753712423,0.1649636651340821,0.7093778709487197,-0.635225044342679,1.0910995709539995,26.48425400103252,10.583376355188433,1.7552916881775942,9.91223541559112
4,CZ,2019,6,9.113613391100499,0.2051955653453912,7.655592345538931,3.1275511725202523,5.109566199138372,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112,6,8.188537208414404,0.27897323645846733,6.071599872111527,2.451123195205377,5.647561036785206,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112,24,low_soil,1.5839924734274042,-0.07377767111307612,0.6764279773148751,0.9250761826860945,-0.537994837646834,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112
5,CZ,2019,7,8.033805794123486,0.24683865460829837,5.430830812447492,3.326567257996877,5.867957789503178,26.48425400103252,10.583376355188435,1.7552916881775942,9.912235415591121,7,8.465205030444814,0.2456804006143706,6.2721591048111565,3.0797609923981426,5.496301728657229,26.48425400103252,10.583376355188435,1.755291688177594,9.91223541559112,24,low_soil,-0.8413282923636647,0.0011582539939277714,0.24680626559873442,-0.4313992363213277,0.3716560608459494,26.48425400103252,10.583376355188435,1.7552916881775942,9.912235415591121
6,CZ,2019,8,7.854266262639243,0.17707050344873226,5.606678139414664,2.5867570069906214,5.251584843014423,26.48425400103252,10.583376355188435,1.7552916881775942,9.912235415591121,14,7.313655981702787,0.23302061567990823,5.165071984584414,3.0982232854580882,4.522918897436294,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,17,low_soil,0.4416061548302501,-0.055950112231175964,-0.5114662784674668,0.5406102809364555,0.728665945578129,26.48425400103252,10.583376355188435,1.7552916881775942,9.912235415591121
7,CZ,2019,9,6.442427273234951,0.2215134326888937,4.2785014217972,3.0026318017806646,4.132258807035303,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,8,6.748213655178804,0.3153872365447698,4.53221148820935,2.982123089168854,3.901821810772037,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,22,low_soil,-0.25371006641214944,-0.0938738038558761,0.02050871261181042,-0.30578638194385377,0.23043699626326575,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112
8,CZ,2019,10,7.798620353317526,0.30844763203661124,2.62081035413057,2.659921820538845,4.381200298452254,26.484254001032518,10.583376355188435,1.7552916881775942,9.91223541559112,10,7.428762160664457,0.24069365017967853,3.60143077883222,3.0831752518212006,4.577917087237618,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,21,low_soil,-0.9806204247016503,0.06775398185693271,-0.4232534312823555,0.3698581926530693,-0.19671678878536447,26.484254001032518,10.583376355188435,1.7552916881775942,9.91223541559112
9,CZ,2019,11,7.574960029547548,0.22738312380179143,1.417385611546999,2.8460631885679666,4.882449994883879,26.48425400103252,10.583376355188433,1.7552916881775942,9.91223541559112,13,8.792397158893609,0.36021666754965603,1.2490751811731884,2.411919911517585,4.623388420510239,26.48425400103252,10.583376355188435,1.7552916881775942,9.91223541559112,17,low_soil,0.16831043037381055,-0.1328335437478646,0.43414327705038147,-1.2174371293460604,0.2590615743736393,26.48425400103252,10.583376355188433,1.7552916881775942,9.91223541559112
10,CZ,2020,4,12.029208718581527,0.2618782291709479,5.6992913694627125,5.335620831538367,10.557073031115761,27.099841521394612,10.829371368198627,1.7960908610670894,10.142630744849445,3,10.549493287281884,0.3559370816257275,7.800809734844199,5.458227811178616,9.70572547424908,27.099841521394612,10.829371368198625,1.7960908610670894,10.142630744849445,27,low_soil,-2.1015183653814864,-0.09405885245477963,-0.12260697964024914,1.4797154312996437,0.8513475568666813,27.099841521394612,10.829371368198627,1.7960908610670894,10.142630744849445
11,CZ,2020,5,6.394767308406017,0.3327402367169351,5.4001243916499915,3.860138072742603,8.349798509201571,27.099841521394616,10.829371368198625,1.7960908610670896,10.142630744849445,5,9.592286928458371,0.32211969210264263,5.830878048403003,4.471272050309353,8.922529306361627,27.099841521394612,10.829371368198625,1.7960908610670894,10.142630744849445,26,low_soil,-0.43075365675301125,0.01062054461429246,-0.6111339775667499,-3.197519620052354,-0.5727307971600553,27.099841521394616,10.829371368198625,1.7960908610670896,10.142630744849445
12,CZ,2021,10,7.41951336949071,0.2821551409993675,3.3984413887343536,2.7984856164985454,4.414710925968936,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126,5,6.708525184255408,0.2677539093448415,4.27408580415641,3.3942907766002643,4.43896541957415,27.4219163578613,11.01111699311805,1.7998941238750663,10.26998411858126,26,low_soil,-0.8756444154220566,0.014401231654526003,-0.5958051601017189,0.7109881852353022,-0.024254493605214478,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126
13,CZ,2021,11,7.856880412813894,0.32102086306362465,1.9439384661276335,2.7602926995723798,5.059544970678998,27.421916357861296,11.011116993118051,1.799894123875066,10.26998411858126,3,6.973994319786133,0.2790581706608791,1.3038614950716256,2.6887852863682054,3.7864740798616707,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126,27,low_soil,0.6400769710560079,0.04196269240274553,0.07150741320417442,0.8828860930277607,1.2730708908173276,27.421916357861296,11.011116993118051,1.799894123875066,10.26998411858126
14,CZ,2021,12,7.825970026567113,0.2506519749246735,0.8642905133542118,2.9232516203197823,4.07257052301592,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126,17,5.950085964568832,0.2828451946110087,0.942075633248728,2.506857950391989,4.251372589036516,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126,14,low_soil,-0.0777851198945162,-0.032193219686335206,0.41639366992779303,1.8758840619982804,-0.17880206602059623,27.4219163578613,11.011116993118051,1.7998941238750663,10.26998411858126
15,CZ,2022,3,7.1085909392999005,0.19554405898759195,5.131075278610501,2.549059908640416,4.478630099569216,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,9,6.914690443254796,0.25199470026953696,4.9771026381263574,2.585315538517607,4.577667938986379,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,22,low_soil,0.1539726404841435,-0.05645064128194502,-0.036255629877191,0.19390049604510473,-0.09903783941716338,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164
16,CZ,2022,6,5.96163912449542,0.2659346103644504,5.473971504504538,2.1550820078680704,5.0118650501617985,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,8,6.708381534988427,0.24668514309889955,6.396557655919657,1.7559558725157347,6.3044122986061675,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,22,low_soil,-0.9225861514151186,0.019249467265550824,0.39912613535233565,-0.7467424104930069,-1.292547248444369,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164
17,CZ,2022,7,7.375588606407775,0.27917638981166165,6.081715940955832,3.0609128669266004,7.357988547756613,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,11,5.775841410748052,0.2799017424994482,5.5875961575482895,2.953019548334103,7.904061367936895,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,20,low_soil,0.4941197834075428,-0.0007253526877865624,0.10789331859249751,1.599747195659723,-0.5460728201802816,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164
18,CZ,2022,8,6.077955311273781,0.4119397702700944,7.215743457740517,3.7053191751961854,7.714478014457069,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,4,6.6836700125838675,0.1558128993877468,5.028598341014607,2.7184518361961856,6.318076749845861,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164,27,low_soil,2.18714511672591,0.25612687088234753,0.9868673389999998,-0.6057147013100863,1.3964012646112076,32.76283618581907,17.359413202933986,1.6625916870415651,9.486552567237164
19,CZ,2023,10,9.481226606718874,0.39004311915762935,9.89136274538125,4.172518620936075,8.758683978011398,35.53062178588126,20.66386161757831,1.729780271154745,9.069658719027581,4,8.342858569368572,0.43401886668134954,5.211027455196619,3.1846730671510137,6.964454674581022,35.53062178588126,20.66386161757831,1.729780271154745,9.069658719027581,27,low_soil,4.6803352901846305,-0.04397574752372019,0.9878455537850614,1.1383680373503022,1.7942293034303756,35.53062178588126,20.66386161757831,1.729780271154745,9.069658719027581
20,CZ,2024,5,10.290621774239634,0.31270651745897166,11.208193833243566,3.823621882475902,12.009854245463876,39.24458774758177,24.550898203592812,1.7503454629203132,8.935974205435283,14,9.738125488679488,0.259673676928425,11.61236153562949,3.239320079676465,10.243804807723203,39.24458774758177,24.550898203592812,1.7503454629203132,8.935974205435283,17,low_soil,-0.4041677023859229,0.05303284053054663,0.5843018027994367,0.5524962855601459,1.7660494377406728,39.24458774758177,24.550898203592812,1.7503454629203132,8.935974205435283
21,CZ,2024,9,8.777406404912833,0.26835161773513116,9.419344900828472,2.7952539899222173,7.007700918877933,39.24458774758177,24.550898203592812,1.7503454629203135,8.935974205435283,10,8.138152166928036,0.33778062323800484,8.635421333186766,2.955499755116984,8.340481442191487,39.24458774758177,24.550898203592812,1.7503454629203135,8.935974205435283,20,low_soil,0.7839235676417058,-0.06942900550287368,-0.16024576519476685,0.6392542379847974,-1.3327805233135548,39.24458774758177,24.550898203592812,1.7503454629203135,8.935974205435283
22,DE,2019,1,7.802198501464124,6.230434701569876,1.638271166086051,1.4710244002939206,2.3553249011772626,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255,17,6.693390217477945,3.9577541103157174,3.893489438915927,1.9380395978149927,3.316001621157291,62.35907591958355,23.154700800348845,28.292922227168255,6.9787512377699255,14,low_soil,-2.255218272829876,2.2726805912541583,-0.4670151975210721,1.1088082839861793,-0.9606767199800283,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255
23,DE,2019,2,8.713888320754606,5.239943458733316,6.694314532611432,1.758200568627556,3.9677053820367263,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255,17,8.122709038220751,5.022725452977827,7.938737145685531,1.807608280715956,3.806746131380473,62.35907591958355,23.154700800348845,28.292922227168255,6.978751237769926,11,low_soil,-1.2444226130740992,0.21721800575548844,-0.0494077120884,0.5911792825338544,0.16095925065625316,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255
24,DE,2019,3,9.20370261113107,6.844939216715158,5.27460626934013,1.7983026846142554,3.564776662244849,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255,9,11.031932823223194,5.380519686936984,10.053447920759151,2.1266308363698205,4.674489189506136,62.35907591958355,23.154700800348845,28.292922227168255,6.978751237769926,22,low_soil,-4.778841651419021,1.4644195297781737,-0.3283281517555652,-1.8282302120921248,-1.1097125272612867,62.359075919583546,23.154700800348845,28.292922227168255,6.9787512377699255
25,DE,2019,7,12.796216709095228,5.091121932198992,15.467776947513238,1.5265730779260673,5.946341132511566,62.35907591958355,23.154700800348845,28.29292222716826,6.978751237769925,3,16.994058389042802,4.527876419845291,15.708651001536039,2.132620258849052,6.632781467649576,62.35907591958355,23.154700800348845,28.292922227168255,6.9787512377699255,28,low_soil,-0.24087405402280027,0.563245512353701,-0.6060471809229848,-4.197841679947574,-0.6864403351380108,62.35907591958355,23.154700800348845,28.29292222716826,6.978751237769925
26,DE,2019,9,16.96539230232518,3.9363983053794374,14.413179572487964,1.8463467407402263,6.925286253228973,62.35907591958355,23.154700800348845,28.29292222716826,6.978751237769925,3,13.767890065436719,5.674753729521841,12.53388497272455,2.253062809698375,5.771134964393527,62.359075919583546,23.154700800348845,28.29292222716825,6.9787512377699255,27,low_soil,1.8792945997634138,-1.7383554241424037,-0.4067160689581486,3.1975022368884627,1.154151288835446,62.35907591958355,23.154700800348845,28.29292222716826,6.978751237769925
27,DE,2019,10,11.515090471987666,7.857462421333873,7.699537034821132,2.178217224639273,6.114311879553094,62.35907591958355,23.154700800348845,28.292922227168255,6.9787512377699255,7,10.223245371842802,6.44948911531381,7.97893147833364,1.6490345553096393,4.103302577182826,62.35907591958355,23.154700800348845,28.29292222716826,6.978751237769925,24,low_soil,-0.27939444351250753,1.4079733060200628,0.5291826693296338,1.2918451001448634,2.011009302370268,62.35907591958355,23.154700800348845,28.292922227168255,6.9787512377699255
28,DE,2020,4,19.042118195213906,7.362708661508899,21.181504313907794,1.9734958211873235,7.3360199514362225,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,14,18.34419537970679,7.459347898848976,22.27216319485682,1.9548593126768954,7.42184420121731,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,16,low_soil,-1.0906588809490252,-0.09663923734007707,0.018636508510428085,0.6979228155071162,-0.08582424978108705,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018
29,DE,2020,5,20.611160844165063,6.971291992198233,20.130049539939453,1.9314028832087335,7.238688703121387,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,19,18.540890055754605,5.845150195409243,19.660025241602185,1.862711632472168,6.586923358137027,64.69207289702848,25.191668911033315,28.691983122362874,6.866415297603017,12,low_soil,0.4700242983372682,1.12614179678899,0.06869125073656557,2.0702707884104576,0.6517653449843595,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018
30,DE,2020,6,19.109430004867537,6.928544670073315,18.265005004779812,1.6516156838234801,7.8503551814669175,64.69207289702848,25.191668911033315,28.691983122362874,6.866415297603017,12,16.876433894350235,4.9149588040284975,16.688608738216406,1.5689996442111198,6.3938411520498155,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,18,low_soil,1.5763962665634068,2.013585866044817,0.0826160396123603,2.232996110517302,1.456514029417102,64.69207289702848,25.191668911033315,28.691983122362874,6.866415297603017
31,DE,2020,10,12.34631170438202,6.806629119731159,8.516668217742549,1.508602849623969,4.763981952903439,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,11,10.039929152641914,7.311356165960999,6.136778120882019,1.4500893720583006,3.4503821458315818,64.69207289702848,25.19166891103331,28.691983122362878,6.866415297603018,20,low_soil,2.37989009686053,-0.5047270462298394,0.05851347756566838,2.3063825517401053,1.3135998070718573,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018
32,DE,2020,12,7.7372137401030905,4.6987792343675965,2.0336897358391925,1.0514975443278431,2.6275074126465925,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018,11,8.474097679606672,8.37001814010466,3.532151644155145,1.3471319139361344,4.213676689231461,64.69207289702848,25.19166891103331,28.691983122362878,6.866415297603018,20,low_soil,-1.4984619083159525,-3.671238905737064,-0.29563436960829126,-0.7368839395035813,-1.5861692765848683,64.69207289702848,25.19166891103331,28.691983122362874,6.866415297603018
