Year,Bioenergy,Hydro,Wind,Solar
2023,99.99999999999999,27720.0,5130.0,10.0
2024,99.99999999999999,27770.0,5140.0,20.0
2025,99.99999999999999,27759.999999999996,5140.0,40.0
