Year,Bioenergy,Hydro,Wind,Solar
2023,120.0,3099.9999999999995,5070.0,6700.0
2024,150.0,3099.9999999999995,5220.0,9000.0
2025,150.0,3099.9999999999995,5460.0,9800.0
